X;C1;C2;C3;C4;C5;C6;C7;C8;C9;C10;CJA
xamp;0;0;0.0152964;0;0.019656;0;0;0;0.0227273;0.0153257;0
internet;0;0;0.0585009;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0.0901408
faille de sécurité;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
sql;0;0;0.0494505;0;0.0652681;0.0690537;0;0.102362;0.0748663;0.0592593;0
concret;0;0;0;0;0;0;0;0;0;0.00387597;0.00615385
chaîne;0;0;0.150084;0;0.159836;0.163355;0.157143;0.178788;0.180139;0.166096;0.172249
header;0;0;0.0555556;0;0;0.066838;0.0851852;0;0.0697051;0.051756;0.0677966
head;0;0;0;0.0248447;0.019656;0.0217391;0;0;0;0.0153257;0
informatique;0;0;0;0;0.019656;0.0217391;0;0;0;0.0153257;0.0241692
doctype;0;0;0;0.0363636;0.0338983;0;0;0.0504202;0.0391061;0.0304183;0
w3c;0;0;0.0301318;0.0484848;0;0.0425532;0;0;0.0444444;0.0301887;0
dtd;0;0;0;0.0248447;0;0.0217391;0;0;0.0227273;0.0153257;0
firefox;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
internet explorer;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
internet explorer 9;0;0;0;0;0;0;0;0;0;0.00194175;0
moteur;0;0;0.0585009;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0.0901408
recherche;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
descriptions;0;0;0;0;0.00992556;0.010989;0;0;0;0.00772201;0
précision;0;0;0;0;0;0;0;0;0;0.00194175;0
paragraphe;0;0;0;0.00632911;0;0;0;0;0;0.00387597;0
h2;0;0;0;0.0125786;0.00992556;0;0;0;0;0.00772201;0
terme technique;0;0;0;0;0;0;0;0;0;0.00194175;0
tr;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
insertion;0;0;0.00770713;0.0125786;0;0;0;0;0;0.00772201;0
img;0;0;0.00770713;0;0;0.010989;0;0;0;0.00772201;0
infobulle;0;0;0;0;0;0;0;0;0;0.00194175;0
balise html;0;0;0.0152964;0;0;0.0217391;0;0;0.0227273;0.0153257;0
js;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
css;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
dns;0;0;0;0;0;0;0;0;0;0.00194175;0
logique métier;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
port 443;0;0;0;0;0;0;0;0;0;0.00194175;0
host;0;0;0;0;0.0361446;0.0398936;0;0.0630252;0.0416667;0.0302457;0
uniform resource identifier;0;0;0;0;0;0;0;0;0;0.00194175;0
ipv4;0;0;0;0;0;0;0;0;0;0.00194175;0
ipv6;0;0;0;0;0;0;0;0;0;0.00194175;0
visiter;0;0;0;0;0;0;0;0;0;0.00194175;0
nom de domaine;0;0;0;0;0;0;0;0;0;0.00194175;0
domaine;0;0;0;0;0;0;0;0;0;0.00194175;0
sous-domaines;0;0;0;0;0;0;0;0;0;0.00194175;0
configuration;0;0;0.0152964;0;0.019656;0;0;0;0.0227273;0.0153257;0
common gateway interface;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
gateway;0;0;0;0;0;0;0;0;0;0.00194175;0
lire;0;0;0.110535;0.169312;0.138229;0.150943;0;0;0.156863;0.110727;0.165375
langage de programmation;0;0.143216;0.111888;0.150794;0.130435;0.142518;0;0;0;0.104348;0.147287
paris;0;0;0;0;0;0;0;0.0176991;0.0114943;0.00772201;0
langage de script;0;0.180778;0.175379;0.178147;0.185714;0.183406;0.169916;0;0.179372;0.16;0
côté serveur;0;0.0874317;0.0585009;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0
open source;0;0;0.0152964;0;0;0;0;0;0.0227273;0.0153257;0.0241692
grand nombre;0;0;0.0152964;0;0;0.0217391;0;0;0.0227273;0.0153257;0
facebook;0;0;0;0;0.00992556;0;0;0;0.0114943;0.00772201;0
wikipédia;0;0;0;0;0;0;0;0;0.0114943;0.00772201;0.0122324
opérateur;0;0;0.00770713;0;0;0;0;0.0176991;0;0.00772201;0
installation;0;0;0;0;0.00992556;0;0;0;0;0.00772201;0.0122324
wamp;0;0;0.0152964;0;0.019656;0;0;0;0.0227273;0.0153257;0
mamp;0;0;0;0;0.00992556;0;0;0;0.0114943;0.00772201;0
éditeur de texte;0;0;0;0;0;0;0;0;0.0114943;0.00772201;0.0122324
macos;0;0;0.00770713;0;0.00992556;0;0;0;0;0.00772201;0
windows;0;0;0.0301318;0;0.0385542;0.0425532;0;0;0;0.0301887;0.0471976
emacs;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
nano;0;0;0;0;0;0;0;0;0;0.00194175;0
langage c;0;0;0.0301318;0.0484848;0;0;0;0;0.0444444;0.0301887;0.0471976
attribut;0;0;0;0;0.019656;0;0;0;0.0227273;0.0153257;0.0241692
integer;0;0;0.0512821;0;0.0675991;0.0688776;0;0.106299;0;0.0591497;0.082153
super;0;0;0;0;0;0;0.00833333;0;0;0.00387597;0
type;0;0.20362;0.196309;0;0.191617;0.205184;0.191257;0;0.207127;0.165303;0.211628
concaténation;0;0.0874317;0;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0.0901408
opérateur logiques;0;0;0.0152964;0;0;0.0217391;0;0;0.0227273;0.0153257;0
multiplication;0;0;0.110535;0.169312;0.138229;0.150943;0;0;0.156863;0.110727;0.165375
division;0;0;0.0301318;0;0;0.0425532;0;0;0.0444444;0.0301887;0.0471976
valeur numérique;0;0;0.00770713;0;0;0;0;0;0.0114943;0.00772201;0
comparaison;0;0.0601093;0.051756;0;0;0;0;0.0866142;0.0727763;0.0557621;0.0740741
égal;0;0;0.0585009;0.0924855;0;0.0816327;0;0;0.0851064;0.0586081;0.0901408
inférieur;0;0;0;0;0;0.0217391;0;0;0.0227273;0.0153257;0.0241692
mathématiques;0;0;0;0;0;0;0;0;0;0.00194175;0
extraction;0;0;0;0;0;0;0;0;0;0.00194175;0
procédural;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
capables;0;0;0;0.00632911;0;0;0;0;0;0.00387597;0
tableau associatifs;0;0;0;0;0.00992556;0;0.0165289;0;0;0.00772201;0
hash;0;0;0.0301318;0.0484848;0.0385542;0;0;0;0;0.0301887;0.0471976
sizeof;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
foreach;0;0.309329;0.413545;0.310924;0.347352;0.323718;0.237258;0.23964;0.35906;0.418234;0.344123
cle;0;0.0662983;0.0480591;0.0701754;0;0;0;0.0787402;0.0702703;0.0599251;0
rappel;0;0;0.0976909;0.112;0.115556;0.115663;0.129139;0;0.120301;0.0959147;0
serveur;0;0.257089;0.260805;0.272189;0.276224;0.27963;0;0.223451;0.303089;0.310078;0.29249
unix;0;0;0.0152964;0;0.019656;0;0;0;0;0.0153257;0.0241692
page;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
communication;0;0;0;0;0.019656;0.0217391;0;0;0;0.0153257;0.0241692
possibilité;0;0;0;0.0924855;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0.0901408
interpréter;0;0.0175439;0;0;0.0172414;0;0;0.026087;0;0.0153846;0
linux;0;0;0.0301318;0;0.0385542;0.0425532;0;0;0.0444444;0.0301887;0
line;0;0;0;0;0;0;0;0;0;0.00387597;0.00615385
rows;0;0.0233918;0;0;0;0.0217391;0;0;0.0227273;0.0153257;0
query string;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
clique;0;0;0;0;0;0;0;0;0;0.00194175;0
analyser;0;0;0;0;0;0;0;0;0;0.00194175;0
variables;0;0;0;0;0;0;0;0;0;0.00194175;0
transaction;0;0;0.0301318;0;0.0385542;0;0;0;0.0444444;0.0301887;0.0471976
femme;0;0;0;0;0;0;0;0.0176991;0.0114943;0.00772201;0
côté client;0;0.0457143;0.0301318;0;0.0385542;0.0425532;0;0;0;0.0301887;0
ok;0;0;0;0;0;0;0;0;0;0.00194175;0
droit;0;0;0.0301318;0.0484848;0.0385542;0.0425532;0;0;0;0.0301887;0
générique;0;0;0.00770713;0;0;0;0;0;0;0.00772201;0.0122324
échouer;0;0;0;0;0;0;0;0;0;0.00194175;0
contacter;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
pouvoir;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
standard;0;0;0.0301318;0;0.0385542;0.0425532;0;0;0;0.0301887;0.0471976
conditionnelles;0;0;0.0152964;0;0;0;0;0;0.0227273;0.0153257;0.0241692
diagramme;0;0;0;0;0;0;0;0.00892857;0;0.00387597;0
switch;0;0.152381;0.168717;0.16;0;0;0.161677;0.166144;0.165094;0.162872;0.167901
bloc;0;0;0.0152964;0;0.019656;0;0;0;0;0.0153257;0.0241692
prix unitaire;0;0;0;0;0;0;0;0.00892857;0;0.00387597;0
boucle for;0;0;0;0;0;0.0425532;0;0.0672269;0.0444444;0.0301887;0.0471976
répéter;0;0;0.0152964;0;0.019656;0;0;0;0.0227273;0.0153257;0
initialisation;0;0;0;0;0.00992556;0;0;0;0;0.00772201;0.0122324
incrémentation;0;0;0.00770713;0;0;0;0;0;0;0.00772201;0.0122324
mettre à jour;0;0;0;0;0;0;0;0;0;0.00194175;0
col;0;0;0;0;0;0;0;0;0;0.00194175;0
evaluation;0;0;0;0;0;0;0;0;0;0.00194175;0
binôme;0;0;0;0;0;0;0;0;0;0.00194175;0
classes;0;0;0.0942408;0;0.11329;0.12381;0;0.167832;0.131514;0.109929;0.141732
bienvenue;0;0;0;0;0;0.010989;0;0.0176991;0;0.00772201;0
class;0;0;0.0550459;0;0.0649652;0;0;0.110236;0.0744681;0.0570902;0.0819209
constantes;0;0;0.00770713;0;0;0;0;0;0.0114943;0.00772201;0
créer;0;0.0118343;0;0;0;0.010989;0;0;0;0.00772201;0
mot;0;0.220779;0.192;0.230769;0.221359;0.23431;0;0;0.234409;0.186603;0.245495
méthode;0;0.309329;0.413545;0.310924;0.347352;0.323718;0.237258;0.23964;0.35906;0.418234;0.344123
env;0;0;0.0301318;0;0.0385542;0;0.0629921;0;0.0444444;0.0301887;0
session;0;0.120823;0.10772;0.121294;0.115813;0.115942;0.125828;0;0;0.0883392;0
temps;0;0.180778;0.175379;0.178147;0.185714;0.183406;0.169916;0;0.179372;0.16;0
visiteur;0;0;0.0263653;0;0;0.037234;0;0.0588235;0.0417827;0.030303;0
adresse ip;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
ip;0;0;0.00770713;0;0;0;0;0;0.0114943;0.00772201;0
réutilisation;0;0;0;0;0;0;0;0;0.0114943;0.00772201;0.0122324
entité;0;0;0.0585009;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0.0901408
entité html;0;0;0.00770713;0;0;0;0;0;0.0114943;0.00772201;0
afficher;0;0;0.0585009;0.0924855;0;0.0816327;0;0;0.0851064;0.0586081;0.0901408
comportement;0;0;0.110535;0.169312;0.138229;0.150943;0;0;0.156863;0.110727;0.165375
trim;0;0.0874317;0.0585009;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0
séquence;0;0;0.0511883;0;0;0.0714286;0;0.110236;0.0802139;0.0590406;0.0849858
bcd;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
unset;0;0;0.0152964;0.0248447;0;0;0;0;0.0227273;0.0153257;0
vrai;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
disponible;0;0;0.0133843;0;0;0.0190217;0;0.0304348;0;0.0153551;0
vides;0;0;0;0;0;0;0;0;0;0.00194175;0
possibles;0;0;0.0152964;0;0.019656;0.0217391;0;0;0;0.0153257;0
id;0;0;0.0512821;0;0.0675991;0.0688776;0;0.106299;0;0.0591497;0.082153
pouvoir;0;0;0;0;0;0.010989;0;0;0.0114943;0.00772201;0
essayer;0;0;0;0;0.00992556;0.010989;0;0;0;0.00772201;0
impossible;0;0;0.0301318;0;0.0385542;0.0425532;0;0;0;0.0301887;0.0471976
mp4;0;0;0;0;0;0;0;0;0;0.00194175;0
stream;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
développement;0;0;0;0;0.00992556;0;0;0;0;0.00772201;0.0122324
système de gestion;0;0;0.0152964;0;0.019656;0.0217391;0;0;0;0.0153257;0
dbms;0;0;0.0152964;0.0248447;0;0.0217391;0;0;0;0.0153257;0
system;0;0;0.0585009;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0.0901408
logiciel système;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
complexité;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
postgresql;0;0;0;0;0;0.010989;0;0;0.0114943;0.00772201;0
mariadb;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
coder;0;0;0;0;0.0385542;0.0425532;0;0;0.0444444;0.0301887;0.0471976
handle;0;0;0.00770713;0.0125786;0;0;0;0;0;0.00772201;0
bibliothèque;0;0;0;0;0.0361446;0.0398936;0;0.0630252;0;0.0302457;0.0442478
connecteur;0;0;0;0;0;0;0;0;0;0.00194175;0
mysqli;0;0;0;0;0.019656;0;0;0.0347826;0.0227273;0.0153257;0
pilote;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
odbc;0;0;0;0;0;0.00552486;0;0;0;0.00387597;0
phpmyadmin;0;0;0.0152964;0;0.019656;0;0;0;0.0227273;0.0153257;0
hébergeur;0;0;0.0152964;0;0;0.0217391;0;0;0.0227273;0.0153257;0
insert;0;0;0.0263653;0;0;0.037234;0;0.0588235;0.0417827;0.030303;0
travers;0;0;0;0;0.019656;0;0;0.0347826;0;0.0153257;0.0241692
mdp;0;0.034384;0.0245747;0;0;0.0347594;0;0.0462185;0;0.0304762;0
delete;0;0;0.0263653;0;0.0362319;0.037234;0;0.0588235;0;0.030303;0
val;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
debugger;0;0;0;0;0;0;0;0;0;0.00387597;0.00615385
nobody;0;0;0;0;0;0;0;0;0;0.00194175;0
printf;0;0.0457143;0;0;0.0385542;0;0;0;0.0444444;0.0301887;0.0471976
dater;0;0;0;0;0;0;0;0;0;0.00194175;0
sql server;0;0;0;0;0;0.010989;0;0;0.0114943;0.00772201;0
ecriture;0;0;0.0585009;0.0924855;0.0742459;0;0;0;0.0851064;0.0586081;0.0901408
exec;0;0;0;0;0;0;0;0;0;0.00194175;0
poo;0;0;0.0301318;0;0.0385542;0;0;0;0.0444444;0.0301887;0.0471976
classe;0;0;0.0152964;0;0.019656;0;0;0;0;0.0153257;0.0241692
classe type;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
concept;0;0;0;0;0;0;0;0;0.0114943;0.00772201;0.0122324
héritage;0;0;0.0942408;0;0.11329;0.12381;0;0.167832;0.131514;0.109929;0.141732
encapsulation;0;0;0;0;0;0;0;0;0.0114943;0.00772201;0.0122324
caractéristique;0;0;0;0;0.0385542;0.0425532;0;0;0.0444444;0.0301887;0.0471976
hériter;0;0;0;0;0;0;0;0;0.0114943;0.00772201;0.0122324
polymorphisme;0;0;0.0152964;0;0;0;0;0;0.0227273;0.0153257;0.0241692
public;0;0;0.0585009;0;0.0742459;0.0816327;0;0;0.0851064;0.0586081;0.0901408
constructeur;0;0;0.0942408;0;0.11329;0.12381;0;0.167832;0.131514;0.109929;0.141732
importer;0;0;0;0.0363636;0;0.0374332;0;0.0504202;0;0.0304183;0.041543
redéfinition;0;0;0.0152964;0;0;0;0;0;0.0227273;0.0153257;0.0241692
portée;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
double;0;0;0;0;0;0;0;0;0;0.00194175;0
self;0;0;0.0152964;0;0.019656;0;0;0;0.0227273;0.0153257;0
dehors;0;0;0;0;0;0;0;0;0;0.00387597;0.00615385
uml;0;0;0;0;0;0;0;0.00892857;0;0.00387597;0
web;0;0;0.0152964;0;0;0.0217391;0;0;0;0.0153257;0.0241692
plugins;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
erreur;0;0;0;0;0;0;0;0;0;0.00194175;0
nécessaire;0;0;0.0301318;0.0484848;0;0.0425532;0;0;0;0.0301887;0.0471976
voir;0;0;0;0;0;0;0;0;0;0.00194175;0
juste;0;0;0.00770713;0;0;0;0;0.0176991;0;0.00772201;0
réduire;0;0;0;0;0;0;0;0;0;0.00194175;0
time;0;0;0.0152964;0;0.019656;0;0.0325203;0;0;0.0153257;0
mettre;0;0;0.00770713;0.0125786;0;0;0;0;0;0.00772201;0
transaction;0;0;0;0;0;0;0;0;0;0.00194175;0
vente en ligne;0;0;0.00770713;0;0.00992556;0;0;0;0;0.00772201;0
isoler;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
bas niveau;0;0;0;0;0.00992556;0;0;0;0;0.00772201;0.0122324
process mining;0;0;0;0;0;0;0;0;0;0.00194175;0
commettre;0;0;0;0;0.00498753;0;0;0;0;0.00387597;0
validation;0;0;0;0;0;0;0;0;0;0.00194175;0
vouloir;0;0.0874317;0.0585009;0;0.0742459;0.0816327;0;0;0;0.0586081;0.0901408
rollback;0;0;0.0152964;0;0.019656;0;0;0;0.0227273;0.0153257;0
généralement;0;0.0118343;0;0;0;0;0;0;0;0.00772201;0.0122324
mémoire ram;0;0.00595238;0;0;0;0;0;0;0;0.00387597;0
retrouver;0;0;0;0;0.00992556;0.010989;0;0;0;0.00772201;0
cohérent;0;0;0.0152964;0;0;0.0217391;0;0;0;0.0153257;0.0241692
isolation;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
durabilité;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
jointures;0;0;0.00386847;0;0;0;0;0;0;0.00387597;0
correcte;0;0.0233918;0;0;0;0.0217391;0;0;0;0.0153257;0.0241692
finale;0;0;0.0152964;0;0;0;0;0;0.0227273;0.0153257;0.0241692
système d’exploitation;0;0;0;0;0;0.010989;0;0;0.0114943;0.00772201;0
étrangères;0;0;0;0;0;0;0;0;0;0.00194175;0
innodb;0;0;0.00770713;0;0;0;0;0;0.0114943;0.00772201;0
modèle relationnel;0;0;0;0;0;0;0;0;0.00578035;0.00387597;0
relationnel;0;0;0.0152964;0;0;0;0;0;0.0227273;0.0153257;0.0241692
perdre;0;0;0;0;0;0;0;0;0;0.00194175;0
oublier;0;0;0;0;0;0;0.00833333;0;0;0.00387597;0
compatible;0;0;0.00770713;0;0;0;0;0;0;0.00772201;0.0122324
université de rouen;0;0.00298507;0;0;0;0;0;0;0;0;0
france;0;0.00595238;0;0;0;0;0.00833333;0;0;0;0
évolué;0;0.00298507;0;0;0;0;0;0;0;0;0
manuel;0;0.00298507;0;0;0;0;0;0;0;0;0
français;0;0.00298507;0;0;0;0;0;0;0;0;0
attention;0;0.0233918;0.0152964;0;0.019656;0;0;0;0;0;0.0241692
faute de frappe;0;0.00595238;0;0;0;0;0;0;0;0;0.00615385
entiers;0;0.0688705;0.0595903;0;0.0608899;0;0.0814815;0;0.0698925;0;0.0710227
3.14;0;0.0118343;0;0;0.00992556;0;0;0;0;0;0.0122324
expr;0;0.00298507;0;0;0;0;0;0;0;0;0
spécifique;0;0.00298507;0;0;0;0;0;0;0;0;0
pointeur;0;0.0118343;0.00770713;0;0;0;0;0;0;0;0.0122324
