Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;5;Objects;0;13;
0;5;Attributes;0;13;A1;A2;A3;A4;A5;C1;C2;C3;C4;C5;C6;C7;C8;
1;4;Objects;1;4;computer bn:00021464n;
1;4;Attributes;1;4;A2;C3;C5;C7;
2;3;Objects;1;6;statecharts bn:01128895n;
2;3;Attributes;1;6;C1;C2;C4;C5;C6;C8;
3;3;Objects;1;3;systems bn:15125301n;
3;3;Attributes;1;3;A1;A5;C3;
4;2;Objects;1;2;mathematics bn:00053823n;
36;2;Objects;3;2;statecharts bn:01128895n;state transition bn:03348716n;definition bn:00025928n;
36;2;Attributes;3;2;C2;C8;
37;2;Objects;3;2;statecharts bn:01128895n;substates bn:00964536n;transition state bn:03731398n;
37;2;Attributes;3;2;C1;C6;
38;2;Objects;3;2;systems bn:15125301n;state bn:00023236n;semantics bn:00070404n;
38;2;Attributes;3;2;A1;A5;
39;2;Objects;3;2;systems bn:15125301n;time bn:00077270n;effect bn:00021961n;
39;2;Attributes;3;2;A1;C3;
40;2;Objects;3;2;state bn:00023236n;semantics bn:00070404n;traffic light bn:00074441n;
40;2;Attributes;3;2;A5;C5;
41;2;Objects;3;2;behavior bn:00009657n;time bn:00077270n;history bn:00044268n;
41;2;Attributes;3;2;C3;C4;
42;2;Objects;4;2;statecharts bn:01128895n;diagrams bn:00026817n;state transition bn:03348716n;possible bn:00108829a;
42;2;Attributes;4;2;C6;C8;
43;2;Objects;4;2;statecharts bn:01128895n;state transition bn:03348716n;triggering bn:00082306v;simultaneous bn:00099916a;
43;2;Attributes;4;2;C2;C6;
44;2;Objects;4;2;systems bn:15125301n;behavior bn:00009657n;light bn:00051108n;traffic light bn:00074441n;
44;2;Attributes;4;2;A5;C3;
45;2;Objects;5;2;science bn:00069670n;computer bn:00021464n;example bn:00032100n;number bn:00058285n;automata bn:00007371n;
45;2;Attributes;5;2;C5;C7;
46;1;Objects;8;1;example bn:00032100n;achieved bn:00082226v;effect bn:00021961n;management bn:00053116n;goal bn:00030721n;scenario bn:01190125n;city bn:03335997n;strategy bn:00069579n;
46;1;Attributes;8;1;A3;
47;1;Objects;9;1;science bn:00069670n;computer bn:00021464n;state machine bn:00212740n;example bn:00032100n;output bn:00036821n;number bn:00058285n;automata bn:00007371n;finite bn:00102992a;automata theory bn:00152075n;
47;1;Attributes;9;1;C7;
48;1;Objects;9;1;systems bn:15125301n;state bn:00023236n;behavior bn:00009657n;tool bn:00077585n;triggering bn:00082306v;semantics bn:00070404n;light bn:00051108n;timers bn:00077309n;traffic light bn:00074441n;
48;1;Attributes;9;1;A5;
49;1;Objects;10;1;computer bn:00021464n;communication bn:00021221n;networks bn:00024712n;kind bn:00035907n;way bn:00033729n;set bn:00070697n;number bn:00058285n;application bn:00005095n;subset bn:00074971n;new york bn:00041611n;
49;1;Attributes;10;1;A2;
50;1;Objects;10;1;systems bn:15125301n;state bn:00023236n;complex system bn:03086504n;problem bn:00048242n;kind bn:00035907n;way bn:00033729n;time bn:00077270n;main bn:00099598a;semantics bn:00070404n;effect bn:00021961n;
50;1;Attributes;10;1;A1;
51;1;Objects;11;1;mathematics bn:00053823n;state bn:00023236n;state machine bn:00212740n;set bn:00070697n;output bn:00036821n;reg bn:01922794n;sequence bn:00070574n;transducer bn:00077966n;bit bn:00010731n;gate bn:00037487n;flip-flop bn:00035248n;
51;1;Attributes;11;1;A4;
52;1;Objects;13;1;statecharts bn:01128895n;state machine bn:00212740n;behavior bn:00009657n;problem bn:00048242n;concept bn:00021547n;sec bn:00068672n;require bn:00091028v;second bn:00095974a;merely bn:00114626r;substates bn:00964536n;transition state bn:03731398n;simple bn:00098053a;atomic bn:00097696a;
52;1;Attributes;13;1;C1;
53;1;Objects;15;1;statecharts bn:01128895n;mathematics bn:00053823n;kind bn:00035907n;time bn:00077270n;state transition bn:03348716n;triggering bn:00082306v;occurring bn:00085337v;america bn:00003341n;simultaneous bn:00099916a;possibility bn:00045632n;conditional bn:00100214a;definition bn:00025928n;condition c bn:00675915n;logical value bn:00855623n;summary bn:00075142n;
53;1;Attributes;15;1;C2;
54;1;Objects;15;1;statecharts bn:01128895n;diagrams bn:00026817n;communication bn:00021221n;behavior bn:00009657n;reactive systems bn:02824399n;time bn:00077270n;orthogonality bn:00059586n;broadcast bn:00013234n;c d bn:00016915n;history bn:00044268n;second bn:00095974a;timers bn:00077309n;current bn:00096401a;include bn:00089662v;superstate bn:03656095n;
54;1;Attributes;15;1;C4;
55;1;Objects;15;1;statecharts bn:01128895n;diagrams bn:00026817n;complex bn:00100148a;information bn:00046705n;state transition bn:03348716n;triggering bn:00082306v;possible bn:00108829a;simultaneous bn:00099916a;substates bn:00964536n;entity bn:00031027n;composite bn:00100155a;transition state bn:03731398n;composite states bn:00892979n;activity diagrams bn:02627321n;basic bn:00098103a;
55;1;Attributes;15;1;C6;
56;1;Objects;17;1;computer bn:00021464n;systems bn:15125301n;language bn:00049910n;behavior bn:00009657n;time bn:00077270n;simulation bn:00021496n;nature bn:00057017n;history bn:00044268n;effect bn:00021961n;light bn:00051108n;workflows bn:00081578n;plant bn:00035324n;police bn:00022026n;code bn:00020354n;traffic light bn:00074441n;autonomous bn:00097830a;red light bn:00066676n;
56;1;Attributes;17;1;C3;
57;1;Objects;19;1;statecharts bn:01128895n;diagrams bn:00026817n;automobiles bn:00007309n;way bn:00033729n;number bn:00058285n;state transition bn:03348716n;hierarchical bn:00104156a;possible bn:00108829a;concept bn:00021547n;history bn:00044268n;defined bn:00086465v;definition bn:00025928n;types bn:00016413n;multiple bn:00107028a;stateflow bn:03369007n;inner bn:00105133a;deep bn:00101054a;fsms bn:03431506n;state actions bn:00955439n;
57;1;Attributes;19;1;C8;
58;1;Objects;22;1;science bn:00069670n;computer bn:00021464n;statecharts bn:01128895n;david harel bn:03178978n;state bn:00023236n;units bn:00021497n;example bn:00032100n;number bn:00058285n;orthogonality bn:00059586n;semantics bn:00070404n;automata bn:00007371n;determinism bn:00026654n;syntax bn:00062118n;formal syntax bn:01042120n;operational semantics bn:02057536n;higraphs bn:01691263n;large number bn:14223782n;police bn:00022026n;traffic light bn:00074441n;interaction diagram bn:02571962n;deterministic finite state automata bn:03499526n;fsa bn:03013778n;
58;1;Attributes;22;1;C5;
59;0;Objects;111;0;science bn:00069670n;computer bn:00021464n;statecharts bn:01128895n;systems bn:15125301n;david harel bn:03178978n;mathematics bn:00053823n;state bn:00023236n;state machine bn:00212740n;diagrams bn:00026817n;communication bn:00021221n;units bn:00021497n;language bn:00049910n;behavior bn:00009657n;complex bn:00100148a;complex system bn:03086504n;problem bn:00048242n;reactive systems bn:02824399n;example bn:00032100n;automobiles bn:00007309n;networks bn:00024712n;kind bn:00035907n;way bn:00033729n;time bn:00077270n;simulation bn:00021496n;set bn:00070697n;output bn:00036821n;information bn:00046705n;tool bn:00077585n;number bn:00058285n;state transition bn:03348716n;nature bn:00057017n;triggering bn:00082306v;hierarchical bn:00104156a;orthogonality bn:00059586n;main bn:00099598a;possible bn:00108829a;broadcast bn:00013234n;semantics bn:00070404n;concept bn:00021547n;occurring bn:00085337v;america bn:00003341n;achieved bn:00082226v;automata bn:00007371n;c d bn:00016915n;sec bn:00068672n;history bn:00044268n;effect bn:00021961n;require bn:00091028v;determinism bn:00026654n;simultaneous bn:00099916a;application bn:00005095n;possibility bn:00045632n;light bn:00051108n;second bn:00095974a;merely bn:00114626r;reg bn:01922794n;timers bn:00077309n;syntax bn:00062118n;substates bn:00964536n;conditional bn:00100214a;defined bn:00086465v;formal syntax bn:01042120n;operational semantics bn:02057536n;definition bn:00025928n;condition c bn:00675915n;subset bn:00074971n;management bn:00053116n;higraphs bn:01691263n;finite bn:00102992a;new york bn:00041611n;automata theory bn:00152075n;entity bn:00031027n;types bn:00016413n;multiple bn:00107028a;composite bn:00100155a;sequence bn:00070574n;large number bn:14223782n;goal bn:00030721n;scenario bn:01190125n;city bn:03335997n;workflows bn:00081578n;plant bn:00035324n;transition state bn:03731398n;strategy bn:00069579n;police bn:00022026n;transducer bn:00077966n;code bn:00020354n;current bn:00096401a;traffic light bn:00074441n;bit bn:00010731n;include bn:00089662v;logical value bn:00855623n;gate bn:00037487n;flip-flop bn:00035248n;summary bn:00075142n;autonomous bn:00097830a;stateflow bn:03369007n;red light bn:00066676n;composite states bn:00892979n;inner bn:00105133a;deep bn:00101054a;simple bn:00098053a;atomic bn:00097696a;interaction diagram bn:02571962n;activity diagrams bn:02627321n;deterministic finite state automata bn:03499526n;superstate bn:03656095n;fsa bn:03013778n;basic bn:00098103a;fsms bn:03431506n;state actions bn:00955439n;
59;0;Attributes;111;0;
