X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; david harel bn:03178978n ; mathematics bn:00053823n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; units bn:00021497n ; language bn:00049910n ; behavior bn:00009657n ; complex bn:00100148a ; complex system bn:03086504n ; problem bn:00048242n ; reactive systems bn:02824399n ; example bn:00032100n ; automobiles bn:00007309n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; information bn:00046705n ; tool bn:00077585n ; number bn:00058285n ; state transition bn:03348716n ; nature bn:00057017n ; triggering bn:00082306v ; hierarchical bn:00104156a ; orthogonality bn:00059586n ; main bn:00099598a ; possible bn:00108829a ; broadcast bn:00013234n ; semantics bn:00070404n ; concept bn:00021547n ; occurring bn:00085337v ; america bn:00003341n ; achieved bn:00082226v ; automata bn:00007371n ; c d bn:00016915n ; sec bn:00068672n ; history bn:00044268n ; effect bn:00021961n ; require bn:00091028v ; determinism bn:00026654n ; simultaneous bn:00099916a ; application bn:00005095n ; possibility bn:00045632n ; light bn:00051108n ; second bn:00095974a ; merely bn:00114626r ; reg bn:01922794n ; timers bn:00077309n ; syntax bn:00062118n ; substates bn:00964536n ; conditional bn:00100214a ; defined bn:00086465v ; formal syntax bn:01042120n ; operational semantics bn:02057536n ; definition bn:00025928n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; new york bn:00041611n ; automata theory bn:00152075n ; entity bn:00031027n ; types bn:00016413n ; multiple bn:00107028a ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; current bn:00096401a ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; summary bn:00075142n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
units bn:00021497n ; 0.0645161 ; 0.0344828 ; 0.16 ; 0.114155 ; 0.0379147 ; 0.189189 ; 0.04 ; 0.144366 ; 0.575 ; 0.0654206 ; 1 ; 0.433962 ; 0.038835 ; 0.433962 ; 0.0666667 ; 0.037037 ; 0.150235 ; 0.305 ; 0.08 ; 0.0196078 ; 0.00492611 ; 0.0744186 ; 0.195652 ; 0.0188679 ; 0.126126 ; 0.135 ; 0.125561 ; 0.246862 ; 0.0365297 ; 0.140351 ; 0.0740741 ; 0.140351 ; 0.07 ; 0.123348 ; 0.16 ; 0.433962 ; 0.0707965 ; 0.111111 ; 0.218107 ; 0.069869 ; 0.284444 ; 0.08 ; 0.16 ; 0.15 ; 0.0392157 ; 0.02 ; 0.135 ; 0.122047 ; 0.04 ; 0.019802 ; 0.243802 ; 0.139738 ; 0.08 ; 0.238739 ; 0.14 ; 0.01 ; 0.02 ; 0.25 ; 0.0780488 ; 0.01 ; 0.243802 ; 0.08 ; 0.01 ; 0.237918 ; 0.01 ; 0.04 ; 0.04 ; 0.08 ; 0.04 ; 0.119617 ; 0.02 ; 0.02 ; 0.24 ; 0.148837 ; 0.02 ; 0.0196078 ; 0.04 ; 0.01 ; 0.00497512 ; 0.01 ; 0.00990099 ; 0.00497512 ; 0.00990099 ; 0.02 ; 0.00990099 ; 0.01 ; 0.01 ; 0.0751174 ; 0.02 ; 0.035 ; 0.01 ; 0.01 ; 0.01 ; 0.01 ; 0.0190476 ; 0.00497512 ; 0.0196078 ; 0.01 ; 0.02 ; 0.01 ; 0.01 ; 0.0197044 ; 0.00497512 ; 0.04 ; 0.01 ; 0.02 ; 0.01 ; 0.01 ; 0.01 ; 0.01 ; 0.01
language bn:00049910n ; 0.0769231 ; 0.0909091 ; 0.133333 ; 0.104478 ; 0.0512821 ; 0.174312 ; 0.037037 ; 0.100962 ; 0.412903 ; 0.03125 ; 0.433962 ; 1 ; 0.0727273 ; 1 ; 0.0666667 ; 0.0322581 ; 0.120301 ; 0.240602 ; 0.153846 ; 0.037037 ; 0.0188679 ; 0.0629921 ; 0.158416 ; 0.0344828 ; 0.222222 ; 0.13913 ; 0.220472 ; 0.188235 ; 0.0650407 ; 0.242424 ; 0.133333 ; 0.108108 ; 0.134615 ; 0.0529801 ; 0.307692 ; 1 ; 0.057971 ; 0.0635838 ; 0.360544 ; 0.18254 ; 0.198758 ; 0.0714286 ; 0.133333 ; 0.135593 ; 0.115385 ; 0.0384615 ; 0.12931 ; 0.0924855 ; 0.037037 ; 0.0576923 ; 0.184971 ; 0.107383 ; 0.153846 ; 0.420635 ; 0.269231 ; 0.0192308 ; 0.0384615 ; 0.115942 ; 0.201923 ; 0.0192308 ; 0.184971 ; 0.153846 ; 0.0192308 ; 0.453988 ; 0.0192308 ; 0.0769231 ; 0.0769231 ; 0.0714286 ; 0.0769231 ; 0.121951 ; 0.0384615 ; 0.0384615 ; 0.461538 ; 0.268908 ; 0.0188679 ; 0.037037 ; 0.0769231 ; 0.0192308 ; 0.00952381 ; 0.0192308 ; 0.0188679 ; 0.00952381 ; 0.0188679 ; 0.0384615 ; 0.0188679 ; 0.0192308 ; 0.0192308 ; 0.064 ; 0.0384615 ; 0.0673077 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0350877 ; 0.00952381 ; 0.037037 ; 0.0192308 ; 0.0188679 ; 0.0192308 ; 0.0192308 ; 0.0373832 ; 0.00952381 ; 0.037037 ; 0.0192308 ; 0.0188679 ; 0.00952381 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0192308
behavior bn:00009657n ; 0.0540541 ; 0.08 ; 0.0952381 ; 0.0357143 ; 0.0645161 ; 0.0246914 ; 0.1 ; 0.0296296 ; 0.0661157 ; 0.05 ; 0.038835 ; 0.0727273 ; 1 ; 0.0727273 ; 0.0555556 ; 0.117647 ; 0.156863 ; 0.119403 ; 0.153846 ; 0.1 ; 0.0588235 ; 0.0465116 ; 0.0285714 ; 0.153846 ; 0.0322581 ; 0.108108 ; 0.140351 ; 0.0769231 ; 0.108108 ; 0.0571429 ; 0.210526 ; 0.121212 ; 0.0769231 ; 0.0615385 ; 0.0952381 ; 0.0727273 ; 0.166667 ; 0.0217391 ; 0.0784314 ; 0.156863 ; 0.0842105 ; 0.363636 ; 0.210526 ; 0.1 ; 0.181818 ; 0.285714 ; 0.108108 ; 0.0421053 ; 0.1 ; 0.111111 ; 0.036036 ; 0.119403 ; 0.153846 ; 0.0987654 ; 0.235294 ; 0.142857 ; 0.125 ; 0.0666667 ; 0.129032 ; 0.142857 ; 0.036036 ; 0.363636 ; 0.142857 ; 0.057554 ; 0.142857 ; 0.222222 ; 0.1 ; 0.153846 ; 0.571429 ; 0.170732 ; 0.125 ; 0.125 ; 0.0689655 ; 0.0701754 ; 0.125 ; 0.1 ; 0.1 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0588235 ; 0.0666667 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0666667 ; 0.142857 ; 0.0487805 ; 0.125 ; 0.05 ; 0.142857 ; 0.142857 ; 0.0666667 ; 0.0666667 ; 0.0769231 ; 0.142857 ; 0.1 ; 0.0666667 ; 0.0588235 ; 0.0666667 ; 0.0666667 ; 0.105263 ; 0.0666667 ; 0.047619 ; 0.0666667 ; 0.0588235 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667
complex bn:00100148a ; 0.0769231 ; 0.0909091 ; 0.133333 ; 0.104478 ; 0.0512821 ; 0.174312 ; 0.037037 ; 0.100962 ; 0.412903 ; 0.03125 ; 0.433962 ; 1 ; 0.0727273 ; 1 ; 0.0666667 ; 0.0322581 ; 0.120301 ; 0.240602 ; 0.153846 ; 0.037037 ; 0.0188679 ; 0.0629921 ; 0.158416 ; 0.0344828 ; 0.222222 ; 0.13913 ; 0.220472 ; 0.188235 ; 0.0650407 ; 0.242424 ; 0.133333 ; 0.108108 ; 0.134615 ; 0.0529801 ; 0.307692 ; 1 ; 0.057971 ; 0.0635838 ; 0.360544 ; 0.18254 ; 0.198758 ; 0.0714286 ; 0.133333 ; 0.135593 ; 0.115385 ; 0.0384615 ; 0.12931 ; 0.0924855 ; 0.037037 ; 0.0576923 ; 0.184971 ; 0.107383 ; 0.153846 ; 0.420635 ; 0.269231 ; 0.0192308 ; 0.0384615 ; 0.115942 ; 0.201923 ; 0.0192308 ; 0.184971 ; 0.153846 ; 0.0192308 ; 0.453988 ; 0.0192308 ; 0.0769231 ; 0.0769231 ; 0.0714286 ; 0.0769231 ; 0.121951 ; 0.0384615 ; 0.0384615 ; 0.461538 ; 0.268908 ; 0.0188679 ; 0.037037 ; 0.0769231 ; 0.0192308 ; 0.00952381 ; 0.0192308 ; 0.0188679 ; 0.00952381 ; 0.0188679 ; 0.0384615 ; 0.0188679 ; 0.0192308 ; 0.0192308 ; 0.064 ; 0.0384615 ; 0.0673077 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0350877 ; 0.00952381 ; 0.037037 ; 0.0192308 ; 0.0188679 ; 0.0192308 ; 0.0192308 ; 0.0373832 ; 0.00952381 ; 0.037037 ; 0.0192308 ; 0.0188679 ; 0.00952381 ; 0.0192308 ; 0.0192308 ; 0.0192308 ; 0.0192308
complex system bn:03086504n ; 0.1 ; 0.0666667 ; 0.0769231 ; 0.0625 ; 0.102564 ; 0.1 ; 0.0666667 ; 0.192 ; 0.0296296 ; 0.0833333 ; 0.0666667 ; 0.0666667 ; 0.0555556 ; 0.0666667 ; 1 ; 0.0909091 ; 0.0615385 ; 0.0493827 ; 0.111111 ; 0.0322581 ; 0.037037 ; 0.0377358 ; 0.115942 ; 0.025641 ; 0.0571429 ; 0.378378 ; 0.056338 ; 0.0166667 ; 0.0851064 ; 0.0243902 ; 0.0769231 ; 0.05 ; 0.0555556 ; 0.112676 ; 0.0769231 ; 0.0666667 ; 0.0645161 ; 0.0833333 ; 0.0714286 ; 0.0615385 ; 0.0761905 ; 0.111111 ; 0.0769231 ; 0.0384615 ; 0.125 ; 0.0769231 ; 0.378378 ; 0.0792079 ; 0.0322581 ; 0.0714286 ; 0.0162602 ; 0.0493827 ; 0.025641 ; 0.151163 ; 0.0833333 ; 0.04 ; 0.037037 ; 0.121212 ; 0.216216 ; 0.04 ; 0.0162602 ; 0.0526316 ; 0.04 ; 0.0261438 ; 0.04 ; 0.0322581 ; 0.0666667 ; 0.111111 ; 0.0666667 ; 0.0357143 ; 0.0769231 ; 0.166667 ; 0.125 ; 0.126984 ; 0.166667 ; 0.0666667 ; 0.0666667 ; 0.04 ; 0.0833333 ; 0.04 ; 0.0769231 ; 0.04 ; 0.0769231 ; 0.166667 ; 0.0769231 ; 0.04 ; 0.04 ; 0.177778 ; 0.037037 ; 0.0689655 ; 0.04 ; 0.04 ; 0.04 ; 0.04 ; 0.117647 ; 0.04 ; 0.0666667 ; 0.0833333 ; 0.166667 ; 0.0833333 ; 0.0833333 ; 0.0689655 ; 0.0833333 ; 0.142857 ; 0.0833333 ; 0.037037 ; 0.0833333 ; 0.04 ; 0.04 ; 0.04 ; 0.04
problem bn:00048242n ; 0.047619 ; 0.0322581 ; 0.0769231 ; 0.133333 ; 0.0238095 ; 0.1 ; 0.142857 ; 0.0567376 ; 0.0296296 ; 0.0833333 ; 0.037037 ; 0.0322581 ; 0.117647 ; 0.0322581 ; 0.0909091 ; 1 ; 0.131148 ; 0.0240964 ; 0.111111 ; 0.142857 ; 0.0769231 ; 0.0377358 ; 0.115942 ; 0.25 ; 0.0571429 ; 0.0851064 ; 0.119403 ; 0.0701754 ; 0.0408163 ; 0.05 ; 0.0769231 ; 0.235294 ; 0.0555556 ; 0.112676 ; 0.0769231 ; 0.0322581 ; 0.137931 ; 0.181818 ; 0.0714286 ; 0.0615385 ; 0.0366972 ; 0.111111 ; 0.037037 ; 0.08 ; 0.0588235 ; 0.0769231 ; 0.0851064 ; 0.0792079 ; 0.0666667 ; 0.0344828 ; 0.0330579 ; 0.0493827 ; 0.0526316 ; 0.0421053 ; 0.0833333 ; 0.04 ; 0.037037 ; 0.0571429 ; 0.0465116 ; 0.04 ; 0.0330579 ; 0.111111 ; 0.04 ; 0.0536913 ; 0.04 ; 0.0666667 ; 0.0666667 ; 0.0526316 ; 0.0666667 ; 0.0740741 ; 0.037037 ; 0.0769231 ; 0.0588235 ; 0.0597015 ; 0.166667 ; 0.333333 ; 0.142857 ; 0.04 ; 0.04 ; 0.0833333 ; 0.0769231 ; 0.0833333 ; 0.0769231 ; 0.037037 ; 0.0769231 ; 0.0833333 ; 0.04 ; 0.0816327 ; 0.0769231 ; 0.0689655 ; 0.04 ; 0.04 ; 0.0833333 ; 0.0833333 ; 0.0555556 ; 0.0833333 ; 0.142857 ; 0.04 ; 0.0769231 ; 0.04 ; 0.04 ; 0.148148 ; 0.04 ; 0.142857 ; 0.04 ; 0.0769231 ; 0.0833333 ; 0.0833333 ; 0.0833333 ; 0.0833333 ; 0.0833333
reactive systems bn:02824399n ; 0.172043 ; 0.0493827 ; 0.262295 ; 0.0229885 ; 0.142857 ; 0.0883978 ; 0.177778 ; 0.103896 ; 0.25 ; 0.123077 ; 0.150235 ; 0.120301 ; 0.156863 ; 0.120301 ; 0.0615385 ; 0.131148 ; 1 ; 0.177778 ; 0.355556 ; 0.0816327 ; 0.0208333 ; 0.0555556 ; 0.0479042 ; 0.150943 ; 0.091954 ; 0.125 ; 0.0909091 ; 0.125984 ; 0.0588235 ; 0.0824742 ; 0.115942 ; 0.0824742 ; 0.0727273 ; 0.190476 ; 0.115942 ; 0.120301 ; 0.359375 ; 0.0683761 ; 0.128 ; 0.097561 ; 0.313725 ; 0.0701754 ; 0.262295 ; 0.056338 ; 0.163265 ; 0.0888889 ; 0.0588235 ; 0.0655738 ; 0.177778 ; 0.0851064 ; 0.123077 ; 0.177778 ; 0.0701754 ; 0.153846 ; 0.123077 ; 0.0444444 ; 0.0425532 ; 0.202532 ; 0.137931 ; 0.0444444 ; 0.123077 ; 0.150943 ; 0.0444444 ; 0.0987654 ; 0.0444444 ; 0.0816327 ; 0.177778 ; 0.355556 ; 0.0816327 ; 0.215385 ; 0.0888889 ; 0.0888889 ; 0.0941176 ; 0.0952381 ; 0.0425532 ; 0.0816327 ; 0.0816327 ; 0.0217391 ; 0.0217391 ; 0.0444444 ; 0.0425532 ; 0.0217391 ; 0.0425532 ; 0.0425532 ; 0.0425532 ; 0.0444444 ; 0.0217391 ; 0.0571429 ; 0.0425532 ; 0.04 ; 0.0217391 ; 0.0217391 ; 0.0444444 ; 0.0444444 ; 0.0172414 ; 0.0444444 ; 0.177778 ; 0.0444444 ; 0.0425532 ; 0.0444444 ; 0.0444444 ; 0.0833333 ; 0.0217391 ; 0.0392157 ; 0.0217391 ; 0.0888889 ; 0.0217391 ; 0.0444444 ; 0.0444444 ; 0.0444444 ; 0.0444444
example bn:00032100n ; 0.146789 ; 0.0860215 ; 0.207792 ; 0.039604 ; 0.111111 ; 0.0812183 ; 0.0615385 ; 0.0941176 ; 0.530435 ; 0.0987654 ; 0.305 ; 0.240602 ; 0.119403 ; 0.240602 ; 0.0493827 ; 0.0240964 ; 0.177778 ; 1 ; 0.115942 ; 0.0298507 ; 0.015625 ; 0.210526 ; 0.0914286 ; 0.0266667 ; 0.0776699 ; 0.1 ; 0.0769231 ; 0.242188 ; 0.1 ; 0.152381 ; 0.207792 ; 0.0707965 ; 0.056338 ; 0.16 ; 0.207792 ; 0.240602 ; 0.183908 ; 0.0601504 ; 0.113475 ; 0.177778 ; 0.271186 ; 0.115942 ; 0.52459 ; 0.0963855 ; 0.123077 ; 0.0655738 ; 0.1 ; 0.057971 ; 0.0615385 ; 0.0634921 ; 0.246154 ; 0.355556 ; 0.115942 ; 0.133333 ; 0.0987654 ; 0.0327869 ; 0.0655738 ; 0.3875 ; 0.108108 ; 0.0327869 ; 0.246154 ; 0.115942 ; 0.0327869 ; 0.197531 ; 0.0327869 ; 0.0615385 ; 0.0615385 ; 0.262295 ; 0.131148 ; 0.091954 ; 0.0655738 ; 0.0655738 ; 0.172043 ; 0.173913 ; 0.031746 ; 0.0298507 ; 0.0615385 ; 0.0327869 ; 0.016129 ; 0.016129 ; 0.031746 ; 0.016129 ; 0.031746 ; 0.031746 ; 0.031746 ; 0.016129 ; 0.0327869 ; 0.0465116 ; 0.031746 ; 0.030303 ; 0.0327869 ; 0.0327869 ; 0.016129 ; 0.016129 ; 0.0273973 ; 0.016129 ; 0.0298507 ; 0.0327869 ; 0.031746 ; 0.0327869 ; 0.0327869 ; 0.0149254 ; 0.016129 ; 0.0147059 ; 0.016129 ; 0.031746 ; 0.016129 ; 0.016129 ; 0.016129 ; 0.016129 ; 0.016129
automobiles bn:00007309n ; 0.111111 ; 0.0769231 ; 0.2 ; 0.0344828 ; 0.129032 ; 0.105263 ; 0.2 ; 0.0601504 ; 0.13913 ; 0.1 ; 0.08 ; 0.153846 ; 0.153846 ; 0.153846 ; 0.111111 ; 0.111111 ; 0.355556 ; 0.115942 ; 1 ; 0.2 ; 0.0526316 ; 0.0444444 ; 0.057971 ; 0.142857 ; 0.137931 ; 0.228571 ; 0.135593 ; 0.0754717 ; 0.102564 ; 0.117647 ; 0.2 ; 0.117647 ; 0.153846 ; 0.126984 ; 0.2 ; 0.153846 ; 0.16 ; 0.0434783 ; 0.166667 ; 0.150943 ; 0.179775 ; 0.142857 ; 0.2 ; 0.0952381 ; 0.4 ; 0.25 ; 0.102564 ; 0.0860215 ; 0.2 ; 0.222222 ; 0.0733945 ; 0.115942 ; 0.142857 ; 0.213333 ; 0.222222 ; 0.125 ; 0.111111 ; 0.137931 ; 0.275862 ; 0.125 ; 0.0733945 ; 0.333333 ; 0.125 ; 0.120301 ; 0.125 ; 0.2 ; 0.5 ; 0.333333 ; 0.2 ; 0.0869565 ; 0.25 ; 0.25 ; 0.142857 ; 0.145455 ; 0.111111 ; 0.2 ; 0.2 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.111111 ; 0.0588235 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.125 ; 0.0588235 ; 0.097561 ; 0.111111 ; 0.0952381 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.125 ; 0.0344828 ; 0.0588235 ; 0.2 ; 0.125 ; 0.111111 ; 0.125 ; 0.125 ; 0.0952381 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.125 ; 0.125 ; 0.125
networks bn:00024712n ; 0.0588235 ; 0.0909091 ; 0.0526316 ; 0.0833333 ; 0.08 ; 0.0526316 ; 0.142857 ; 0.0310078 ; 0.0336134 ; 0.125 ; 0.0196078 ; 0.037037 ; 0.1 ; 0.037037 ; 0.0322581 ; 0.142857 ; 0.0816327 ; 0.0298507 ; 0.2 ; 1 ; 0.2 ; 0.0540541 ; 0.0298507 ; 0.5 ; 0.16 ; 0.0606061 ; 0.156863 ; 0.0816327 ; 0.129032 ; 0.133333 ; 0.111111 ; 0.133333 ; 0.222222 ; 0.0677966 ; 0.0526316 ; 0.037037 ; 0.0869565 ; 0.047619 ; 0.0833333 ; 0.0816327 ; 0.0430108 ; 0.0909091 ; 0.0526316 ; 0.117647 ; 0.111111 ; 0.2 ; 0.0294118 ; 0.0941176 ; 0.333333 ; 0.166667 ; 0.0792079 ; 0.0615385 ; 0.2 ; 0.0506329 ; 0.125 ; 0.25 ; 0.2 ; 0.0357143 ; 0.0740741 ; 0.25 ; 0.0792079 ; 0.2 ; 0.25 ; 0.0601504 ; 0.25 ; 0.333333 ; 0.333333 ; 0.0909091 ; 0.142857 ; 0.105263 ; 0.2 ; 0.0909091 ; 0.037037 ; 0.0377358 ; 0.0909091 ; 0.333333 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.25 ; 0.2 ; 0.25 ; 0.2 ; 0.0909091 ; 0.2 ; 0.25 ; 0.111111 ; 0.0571429 ; 0.2 ; 0.153846 ; 0.111111 ; 0.111111 ; 0.25 ; 0.25 ; 0.047619 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.0909091 ; 0.111111 ; 0.111111 ; 0.153846 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.2 ; 0.111111 ; 0.25 ; 0.25 ; 0.25 ; 0.25
kind bn:00035907n ; 0.0625 ; 0.1 ; 0.0285714 ; 0.0434783 ; 0.0952381 ; 0.0263158 ; 0.0909091 ; 0.032 ; 0.00847458 ; 0.0666667 ; 0.00492611 ; 0.0188679 ; 0.0588235 ; 0.0188679 ; 0.037037 ; 0.0769231 ; 0.0208333 ; 0.015625 ; 0.0526316 ; 0.2 ; 1 ; 0.0606061 ; 0.0151515 ; 0.111111 ; 0.0384615 ; 0.0333333 ; 0.0377358 ; 0.02 ; 0.0689655 ; 0.0322581 ; 0.0588235 ; 0.0322581 ; 0.0588235 ; 0.0350877 ; 0.0285714 ; 0.0188679 ; 0.0454545 ; 0.05 ; 0.0204082 ; 0.0888889 ; 0.0108696 ; 0.0526316 ; 0.0285714 ; 0.030303 ; 0.142857 ; 0.142857 ; 0.0333333 ; 0.0229885 ; 0.0909091 ; 0.25 ; 0.0194175 ; 0.031746 ; 0.0526316 ; 0.0128205 ; 0.0322581 ; 0.2 ; 0.142857 ; 0.0188679 ; 0.0869565 ; 0.2 ; 0.0194175 ; 0.0526316 ; 0.2 ; 0.0300752 ; 0.2 ; 0.0909091 ; 0.0909091 ; 0.0526316 ; 0.0909091 ; 0.027027 ; 0.142857 ; 0.142857 ; 0.0196078 ; 0.02 ; 0.142857 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.5 ; 0.333333 ; 0.142857 ; 0.333333 ; 0.2 ; 0.2 ; 0.03125 ; 0.142857 ; 0.1 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.125 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.1 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2
way bn:00033729n ; 0.091954 ; 0.126984 ; 0.145455 ; 0.119403 ; 0.0869565 ; 0.0457143 ; 0.0540541 ; 0.0540541 ; 0.123077 ; 0.156863 ; 0.0744186 ; 0.0629921 ; 0.0465116 ; 0.0629921 ; 0.0377358 ; 0.0377358 ; 0.0555556 ; 0.210526 ; 0.0444444 ; 0.0540541 ; 0.0606061 ; 1 ; 0.110345 ; 0.0444444 ; 0.109589 ; 0.0357143 ; 0.0512821 ; 0.141593 ; 0.16 ; 0.213333 ; 0.145455 ; 0.045977 ; 0.0465116 ; 0.102564 ; 0.145455 ; 0.0629921 ; 0.123077 ; 0.0776699 ; 0.0672269 ; 0.117647 ; 0.0714286 ; 0.0444444 ; 0.145455 ; 0.0701754 ; 0.0487805 ; 0.0294118 ; 0.0740741 ; 0.0740741 ; 0.0540541 ; 0.0571429 ; 0.306931 ; 0.210526 ; 0.0930233 ; 0.0392157 ; 0.0350877 ; 0.03125 ; 0.0606061 ; 0.109589 ; 0.04 ; 0.03125 ; 0.306931 ; 0.0444444 ; 0.03125 ; 0.108108 ; 0.03125 ; 0.0540541 ; 0.0540541 ; 0.0930233 ; 0.0540541 ; 0.0655738 ; 0.0606061 ; 0.0606061 ; 0.112676 ; 0.114286 ; 0.0294118 ; 0.0540541 ; 0.0540541 ; 0.0645161 ; 0.03125 ; 0.03125 ; 0.129032 ; 0.0645161 ; 0.129032 ; 0.0606061 ; 0.129032 ; 0.03125 ; 0.0645161 ; 0.0714286 ; 0.0606061 ; 0.0555556 ; 0.0645161 ; 0.0645161 ; 0.03125 ; 0.03125 ; 0.0465116 ; 0.03125 ; 0.0540541 ; 0.0645161 ; 0.0606061 ; 0.0645161 ; 0.0645161 ; 0.027027 ; 0.03125 ; 0.0263158 ; 0.03125 ; 0.0606061 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125
time bn:00077270n ; 0.0898876 ; 0.0967742 ; 0.109589 ; 0.191781 ; 0.0275862 ; 0.382353 ; 0.0298507 ; 0.143498 ; 0.150235 ; 0.0533333 ; 0.195652 ; 0.158416 ; 0.0285714 ; 0.158416 ; 0.115942 ; 0.115942 ; 0.0479042 ; 0.0914286 ; 0.057971 ; 0.0298507 ; 0.0151515 ; 0.110345 ; 1 ; 0.028169 ; 0.097561 ; 0.0536913 ; 0.0969697 ; 0.151515 ; 0.105634 ; 0.202532 ; 0.109589 ; 0.1875 ; 0.0285714 ; 0.0946746 ; 0.246154 ; 0.158416 ; 0.0487805 ; 0.25 ; 0.164948 ; 0.100629 ; 0.146597 ; 0.057971 ; 0.0519481 ; 0.103448 ; 0.0289855 ; 0.0151515 ; 0.113475 ; 0.295181 ; 0.0147059 ; 0.0149254 ; 0.160804 ; 0.0914286 ; 0.057971 ; 0.158192 ; 0.0533333 ; 0.00763359 ; 0.0151515 ; 0.0909091 ; 0.0272109 ; 0.00763359 ; 0.160804 ; 0.057971 ; 0.00763359 ; 0.295567 ; 0.00763359 ; 0.0298507 ; 0.0298507 ; 0.028169 ; 0.0298507 ; 0.025 ; 0.0151515 ; 0.0307692 ; 0.219178 ; 0.361538 ; 0.0307692 ; 0.0615385 ; 0.0615385 ; 0.0153846 ; 0.0153846 ; 0.0153846 ; 0.0307692 ; 0.0153846 ; 0.0307692 ; 0.0151515 ; 0.0307692 ; 0.0153846 ; 0.0153846 ; 0.223077 ; 0.0307692 ; 0.0300752 ; 0.0153846 ; 0.0153846 ; 0.0153846 ; 0.0153846 ; 0.0588235 ; 0.00763359 ; 0.0298507 ; 0.0153846 ; 0.0307692 ; 0.0153846 ; 0.0153846 ; 0.0148148 ; 0.0153846 ; 0.0298507 ; 0.00763359 ; 0.0151515 ; 0.0153846 ; 0.0153846 ; 0.0153846 ; 0.0153846 ; 0.0153846
