X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; david harel bn:03178978n ; mathematics bn:00053823n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; units bn:00021497n ; language bn:00049910n ; behavior bn:00009657n ; complex bn:00100148a ; complex system bn:03086504n ; problem bn:00048242n ; reactive systems bn:02824399n ; example bn:00032100n ; automobiles bn:00007309n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; information bn:00046705n ; tool bn:00077585n ; number bn:00058285n ; state transition bn:03348716n ; nature bn:00057017n ; triggering bn:00082306v ; hierarchical bn:00104156a ; orthogonality bn:00059586n ; main bn:00099598a ; possible bn:00108829a ; broadcast bn:00013234n ; semantics bn:00070404n ; concept bn:00021547n ; occurring bn:00085337v ; america bn:00003341n ; achieved bn:00082226v ; automata bn:00007371n ; c d bn:00016915n ; sec bn:00068672n ; history bn:00044268n ; effect bn:00021961n ; require bn:00091028v ; determinism bn:00026654n ; simultaneous bn:00099916a ; application bn:00005095n ; possibility bn:00045632n ; light bn:00051108n ; second bn:00095974a ; merely bn:00114626r ; reg bn:01922794n ; timers bn:00077309n ; syntax bn:00062118n ; substates bn:00964536n ; conditional bn:00100214a ; defined bn:00086465v ; formal syntax bn:01042120n ; operational semantics bn:02057536n ; definition bn:00025928n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; new york bn:00041611n ; automata theory bn:00152075n ; entity bn:00031027n ; types bn:00016413n ; multiple bn:00107028a ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; current bn:00096401a ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; summary bn:00075142n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
broadcast bn:00013234n ; 0.413333 ; 0.108108 ; 0.121212 ; 0.0238095 ; 0.150943 ; 0.0898876 ; 0.0869565 ; 0.227941 ; 0.113475 ; 0.296296 ; 0.0707965 ; 0.057971 ; 0.166667 ; 0.057971 ; 0.0645161 ; 0.137931 ; 0.359375 ; 0.183908 ; 0.16 ; 0.0869565 ; 0.0454545 ; 0.123077 ; 0.0487805 ; 0.16 ; 0.0952381 ; 0.131148 ; 0.0941176 ; 0.129032 ; 0.131148 ; 0.0851064 ; 0.275862 ; 0.0851064 ; 0.037037 ; 0.469697 ; 0.0571429 ; 0.057971 ; 1 ; 0.0701754 ; 0.131148 ; 0.225352 ; 0.13913 ; 0.0740741 ; 0.275862 ; 0.0285714 ; 0.173913 ; 0.0952381 ; 0.0615385 ; 0.0672269 ; 0.0869565 ; 0.0909091 ; 0.125984 ; 0.430556 ; 0.0357143 ; 0.0733945 ; 0.0606061 ; 0.047619 ; 0.0454545 ; 0.210526 ; 0.145455 ; 0.047619 ; 0.125984 ; 0.0740741 ; 0.047619 ; 0.100629 ; 0.047619 ; 0.0416667 ; 0.0869565 ; 0.380952 ; 0.0869565 ; 0.101449 ; 0.0952381 ; 0.0952381 ; 0.0465116 ; 0.0470588 ; 0.0454545 ; 0.0869565 ; 0.0416667 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0952381 ; 0.047619 ; 0.0952381 ; 0.0454545 ; 0.0952381 ; 0.0232558 ; 0.0232558 ; 0.0289855 ; 0.0222222 ; 0.0208333 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0181818 ; 0.047619 ; 0.0869565 ; 0.047619 ; 0.0454545 ; 0.047619 ; 0.047619 ; 0.0425532 ; 0.0232558 ; 0.0204082 ; 0.0232558 ; 0.0454545 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0232558 ; 0.0232558
semantics bn:00070404n ; 0.190083 ; 0.0714286 ; 0.0769231 ; 0.137615 ; 0.076087 ; 0.303371 ; 0.1 ; 0.227545 ; 0.0893855 ; 0.08 ; 0.111111 ; 0.0635838 ; 0.0217391 ; 0.0635838 ; 0.0833333 ; 0.181818 ; 0.0683761 ; 0.0601504 ; 0.0434783 ; 0.047619 ; 0.05 ; 0.0776699 ; 0.25 ; 0.0434783 ; 0.0655738 ; 0.038835 ; 0.0650407 ; 0.186667 ; 0.038835 ; 0.0606061 ; 0.037037 ; 0.129032 ; 0.0444444 ; 0.134454 ; 0.0769231 ; 0.0635838 ; 0.0701754 ; 1 ; 0.047619 ; 0.0683761 ; 0.0974026 ; 0.0434783 ; 0.037037 ; 0.0784314 ; 0.0454545 ; 0.0243902 ; 0.038835 ; 0.1 ; 0.047619 ; 0.0238095 ; 0.0903614 ; 0.0601504 ; 0.0434783 ; 0.0544218 ; 0.0384615 ; 0.0123457 ; 0.0243902 ; 0.130435 ; 0.0412371 ; 0.0123457 ; 0.0903614 ; 0.0434783 ; 0.0123457 ; 0.109375 ; 0.0123457 ; 0.0232558 ; 0.0232558 ; 0.0434783 ; 0.0232558 ; 0.0363636 ; 0.0120482 ; 0.0243902 ; 0.0666667 ; 0.114035 ; 0.05 ; 0.1 ; 0.1 ; 0.025 ; 0.025 ; 0.025 ; 0.0243902 ; 0.025 ; 0.0243902 ; 0.0120482 ; 0.0243902 ; 0.025 ; 0.0123457 ; 0.0792079 ; 0.0243902 ; 0.0481928 ; 0.0123457 ; 0.0123457 ; 0.025 ; 0.025 ; 0.0804598 ; 0.0123457 ; 0.0232558 ; 0.0123457 ; 0.0243902 ; 0.0123457 ; 0.0123457 ; 0.0235294 ; 0.025 ; 0.047619 ; 0.0123457 ; 0.05 ; 0.025 ; 0.025 ; 0.025 ; 0.025 ; 0.025
concept bn:00021547n ; 0.111111 ; 0.133333 ; 0.142857 ; 0.12 ; 0.036036 ; 0.148148 ; 0.04 ; 0.151042 ; 0.178771 ; 0.0689655 ; 0.218107 ; 0.360544 ; 0.0784314 ; 0.360544 ; 0.0714286 ; 0.0714286 ; 0.128 ; 0.113475 ; 0.166667 ; 0.0833333 ; 0.0204082 ; 0.0672269 ; 0.164948 ; 0.0769231 ; 0.258621 ; 0.149533 ; 0.53125 ; 0.197531 ; 0.149533 ; 0.258065 ; 0.333333 ; 0.258065 ; 0.0784314 ; 0.118519 ; 0.142857 ; 0.360544 ; 0.131148 ; 0.047619 ; 1 ; 0.293578 ; 0.20915 ; 0.0769231 ; 0.142857 ; 0.0677966 ; 0.08 ; 0.0416667 ; 0.138889 ; 0.214765 ; 0.04 ; 0.0408163 ; 0.193939 ; 0.256 ; 0.0769231 ; 0.449153 ; 0.291667 ; 0.0208333 ; 0.0204082 ; 0.057971 ; 0.158416 ; 0.0208333 ; 0.193939 ; 0.166667 ; 0.0208333 ; 0.387879 ; 0.0208333 ; 0.0833333 ; 0.0833333 ; 0.0769231 ; 0.0833333 ; 0.130435 ; 0.0416667 ; 0.0416667 ; 0.241379 ; 0.125984 ; 0.0204082 ; 0.0833333 ; 0.04 ; 0.0103093 ; 0.0103093 ; 0.0208333 ; 0.0416667 ; 0.0208333 ; 0.0416667 ; 0.0416667 ; 0.0416667 ; 0.0208333 ; 0.0208333 ; 0.0683761 ; 0.0416667 ; 0.040404 ; 0.0208333 ; 0.0208333 ; 0.0208333 ; 0.0208333 ; 0.0185185 ; 0.0103093 ; 0.04 ; 0.0208333 ; 0.0204082 ; 0.0208333 ; 0.0208333 ; 0.040404 ; 0.0103093 ; 0.04 ; 0.0208333 ; 0.0204082 ; 0.0103093 ; 0.0208333 ; 0.0208333 ; 0.0208333 ; 0.0208333
occurring bn:00085337v ; 0.282353 ; 0.370968 ; 0.115942 ; 0.0470588 ; 0.103448 ; 0.138728 ; 0.0392157 ; 0.164384 ; 0.111111 ; 0.123077 ; 0.069869 ; 0.18254 ; 0.156863 ; 0.18254 ; 0.0615385 ; 0.0615385 ; 0.097561 ; 0.177778 ; 0.150943 ; 0.0816327 ; 0.0888889 ; 0.117647 ; 0.100629 ; 0.0701754 ; 0.091954 ; 0.125 ; 0.2 ; 0.125984 ; 0.285714 ; 0.179775 ; 0.711111 ; 0.179775 ; 0.0350877 ; 0.190476 ; 0.115942 ; 0.18254 ; 0.225352 ; 0.0683761 ; 0.293578 ; 1 ; 0.135593 ; 0.150943 ; 0.262295 ; 0.056338 ; 0.266667 ; 0.0888889 ; 0.125 ; 0.140351 ; 0.0392157 ; 0.133333 ; 0.123077 ; 0.432432 ; 0.0701754 ; 0.153846 ; 0.123077 ; 0.0444444 ; 0.0425532 ; 0.091954 ; 0.222222 ; 0.0444444 ; 0.123077 ; 0.150943 ; 0.0444444 ; 0.338346 ; 0.0444444 ; 0.0816327 ; 0.0816327 ; 0.150943 ; 0.177778 ; 0.0533333 ; 0.0888889 ; 0.0888889 ; 0.0941176 ; 0.0952381 ; 0.0425532 ; 0.0816327 ; 0.0392157 ; 0.0217391 ; 0.0217391 ; 0.0217391 ; 0.0888889 ; 0.0444444 ; 0.0888889 ; 0.0425532 ; 0.0888889 ; 0.0217391 ; 0.0444444 ; 0.0571429 ; 0.0425532 ; 0.0196078 ; 0.0444444 ; 0.0444444 ; 0.0217391 ; 0.0217391 ; 0.0727273 ; 0.0217391 ; 0.0392157 ; 0.0444444 ; 0.0425532 ; 0.0444444 ; 0.0444444 ; 0.0196078 ; 0.0217391 ; 0.0192308 ; 0.0217391 ; 0.0208333 ; 0.0217391 ; 0.0217391 ; 0.0217391 ; 0.0217391 ; 0.0217391
america bn:00003341n ; 0.204724 ; 0.121739 ; 0.359551 ; 0.0310078 ; 0.136842 ; 0.131455 ; 0.0898876 ; 0.138298 ; 0.457143 ; 0.0733945 ; 0.284444 ; 0.198758 ; 0.0842105 ; 0.198758 ; 0.0761905 ; 0.0366972 ; 0.313725 ; 0.271186 ; 0.179775 ; 0.0430108 ; 0.0108696 ; 0.0714286 ; 0.146597 ; 0.039604 ; 0.0610687 ; 0.0740741 ; 0.129032 ; 0.206452 ; 0.137255 ; 0.120301 ; 0.152381 ; 0.120301 ; 0.040404 ; 0.125 ; 0.152381 ; 0.198758 ; 0.13913 ; 0.0974026 ; 0.20915 ; 0.135593 ; 1 ; 0.0824742 ; 0.359551 ; 0.0720721 ; 0.0860215 ; 0.0449438 ; 0.0740741 ; 0.183673 ; 0.0898876 ; 0.043956 ; 0.202532 ; 0.271186 ; 0.0824742 ; 0.451327 ; 0.158416 ; 0.0224719 ; 0.021978 ; 0.130081 ; 0.0784314 ; 0.0224719 ; 0.202532 ; 0.179775 ; 0.0224719 ; 0.168421 ; 0.0224719 ; 0.0898876 ; 0.0898876 ; 0.179775 ; 0.0898876 ; 0.149533 ; 0.0449438 ; 0.0449438 ; 0.132231 ; 0.259259 ; 0.021978 ; 0.0430108 ; 0.0430108 ; 0.0111111 ; 0.0224719 ; 0.0224719 ; 0.021978 ; 0.0111111 ; 0.021978 ; 0.021978 ; 0.021978 ; 0.0224719 ; 0.0224719 ; 0.145631 ; 0.0449438 ; 0.0212766 ; 0.0224719 ; 0.0224719 ; 0.0224719 ; 0.0224719 ; 0.040404 ; 0.0111111 ; 0.0430108 ; 0.0224719 ; 0.021978 ; 0.0224719 ; 0.0224719 ; 0.0212766 ; 0.0224719 ; 0.0210526 ; 0.0111111 ; 0.0449438 ; 0.0111111 ; 0.0224719 ; 0.0224719 ; 0.0224719 ; 0.0224719
achieved bn:00082226v ; 0.0526316 ; 0.0769231 ; 0.0909091 ; 0.0714286 ; 0.0606061 ; 0.05 ; 0.0909091 ; 0.0601504 ; 0.0650407 ; 0.1 ; 0.08 ; 0.0714286 ; 0.363636 ; 0.0714286 ; 0.111111 ; 0.111111 ; 0.0701754 ; 0.115942 ; 0.142857 ; 0.0909091 ; 0.0526316 ; 0.0444444 ; 0.057971 ; 0.0666667 ; 0.03125 ; 0.228571 ; 0.135593 ; 0.0754717 ; 0.102564 ; 0.0555556 ; 0.2 ; 0.266667 ; 0.0714286 ; 0.126984 ; 0.0909091 ; 0.0714286 ; 0.0740741 ; 0.0434783 ; 0.0769231 ; 0.150943 ; 0.0824742 ; 1 ; 0.2 ; 0.210526 ; 0.166667 ; 0.25 ; 0.228571 ; 0.0860215 ; 0.0909091 ; 0.1 ; 0.0353982 ; 0.115942 ; 0.142857 ; 0.0963855 ; 0.222222 ; 0.125 ; 0.111111 ; 0.137931 ; 0.121212 ; 0.125 ; 0.0353982 ; 0.333333 ; 0.125 ; 0.0567376 ; 0.125 ; 0.2 ; 0.0909091 ; 0.142857 ; 0.5 ; 0.0869565 ; 0.111111 ; 0.111111 ; 0.0666667 ; 0.0677966 ; 0.25 ; 0.0909091 ; 0.0909091 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0526316 ; 0.0526316 ; 0.0526316 ; 0.0588235 ; 0.125 ; 0.097561 ; 0.111111 ; 0.0454545 ; 0.125 ; 0.125 ; 0.0588235 ; 0.0588235 ; 0.153846 ; 0.0588235 ; 0.0434783 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.0588235 ; 0.0454545 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0526316 ; 0.125 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0588235
automata bn:00007371n ; 0.2 ; 0.125 ; 0.333333 ; 0.027027 ; 0.186047 ; 0.0454545 ; 0.111111 ; 0.113475 ; 0.278261 ; 0.153846 ; 0.16 ; 0.133333 ; 0.210526 ; 0.133333 ; 0.0769231 ; 0.037037 ; 0.262295 ; 0.52459 ; 0.2 ; 0.0526316 ; 0.0285714 ; 0.145455 ; 0.0519481 ; 0.0434783 ; 0.0512821 ; 0.156863 ; 0.106667 ; 0.140351 ; 0.156863 ; 0.0952381 ; 0.333333 ; 0.0952381 ; 0.0454545 ; 0.225352 ; 0.142857 ; 0.133333 ; 0.275862 ; 0.037037 ; 0.142857 ; 0.262295 ; 0.359551 ; 0.2 ; 1 ; 0.0689655 ; 0.222222 ; 0.125 ; 0.156863 ; 0.0733945 ; 0.111111 ; 0.117647 ; 0.136752 ; 0.52459 ; 0.0909091 ; 0.175824 ; 0.153846 ; 0.0625 ; 0.0588235 ; 0.242424 ; 0.177778 ; 0.0625 ; 0.136752 ; 0.2 ; 0.0625 ; 0.107383 ; 0.0625 ; 0.111111 ; 0.111111 ; 0.5 ; 0.25 ; 0.137931 ; 0.125 ; 0.125 ; 0.111111 ; 0.112676 ; 0.0588235 ; 0.0526316 ; 0.0526316 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.0588235 ; 0.030303 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.030303 ; 0.0625 ; 0.0701754 ; 0.0588235 ; 0.0263158 ; 0.0625 ; 0.0625 ; 0.030303 ; 0.030303 ; 0.0454545 ; 0.030303 ; 0.0526316 ; 0.0625 ; 0.0588235 ; 0.0625 ; 0.0625 ; 0.0263158 ; 0.030303 ; 0.025641 ; 0.030303 ; 0.0588235 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.030303
c d bn:00016915n ; 0.0217391 ; 0.0606061 ; 0.0689655 ; 0.254237 ; 0.0425532 ; 0.0963855 ; 0.0555556 ; 0.0264901 ; 0.124031 ; 0.0740741 ; 0.15 ; 0.135593 ; 0.1 ; 0.135593 ; 0.0384615 ; 0.08 ; 0.056338 ; 0.0963855 ; 0.0952381 ; 0.117647 ; 0.030303 ; 0.0701754 ; 0.103448 ; 0.0952381 ; 0.111111 ; 0.0754717 ; 0.109589 ; 0.142857 ; 0.0754717 ; 0.216216 ; 0.0689655 ; 0.216216 ; 0.222222 ; 0.0493827 ; 0.148148 ; 0.135593 ; 0.0285714 ; 0.0784314 ; 0.0677966 ; 0.056338 ; 0.0720721 ; 0.210526 ; 0.0689655 ; 1 ; 0.05 ; 0.0625 ; 0.0754717 ; 0.161616 ; 0.117647 ; 0.0588235 ; 0.13913 ; 0.045977 ; 0.533333 ; 0.0824742 ; 0.16 ; 0.0666667 ; 0.133333 ; 0.111111 ; 0.0408163 ; 0.0666667 ; 0.13913 ; 0.210526 ; 0.0666667 ; 0.108844 ; 0.0666667 ; 0.266667 ; 0.117647 ; 0.0454545 ; 0.117647 ; 0.142857 ; 0.0625 ; 0.030303 ; 0.114286 ; 0.115942 ; 0.0625 ; 0.0555556 ; 0.117647 ; 0.0666667 ; 0.0322581 ; 0.0666667 ; 0.030303 ; 0.0322581 ; 0.030303 ; 0.030303 ; 0.030303 ; 0.0666667 ; 0.0666667 ; 0.156863 ; 0.133333 ; 0.121212 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.1 ; 0.0322581 ; 0.0555556 ; 0.0322581 ; 0.0625 ; 0.0322581 ; 0.0322581 ; 0.0571429 ; 0.0322581 ; 0.117647 ; 0.0322581 ; 0.0625 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667 ; 0.0666667
sec bn:00068672n ; 0.1875 ; 0.130435 ; 0.1 ; 0.0181818 ; 0.24 ; 0.0789474 ; 0.111111 ; 0.096 ; 0.0672269 ; 0.111111 ; 0.0392157 ; 0.115385 ; 0.181818 ; 0.115385 ; 0.125 ; 0.0588235 ; 0.163265 ; 0.123077 ; 0.4 ; 0.111111 ; 0.142857 ; 0.0487805 ; 0.0289855 ; 0.0769231 ; 0.0689655 ; 0.258065 ; 0.0677966 ; 0.0377358 ; 0.114286 ; 0.0588235 ; 0.222222 ; 0.0588235 ; 0.0833333 ; 0.135593 ; 0.1 ; 0.115385 ; 0.173913 ; 0.0454545 ; 0.08 ; 0.266667 ; 0.0860215 ; 0.166667 ; 0.222222 ; 0.05 ; 1 ; 0.333333 ; 0.114286 ; 0.0430108 ; 0.111111 ; 0.5 ; 0.0366972 ; 0.123077 ; 0.0769231 ; 0.101266 ; 0.111111 ; 0.166667 ; 0.142857 ; 0.148148 ; 0.571429 ; 0.166667 ; 0.0366972 ; 0.166667 ; 0.166667 ; 0.0902256 ; 0.166667 ; 0.111111 ; 0.25 ; 0.4 ; 0.25 ; 0.0454545 ; 0.333333 ; 0.333333 ; 0.0714286 ; 0.0727273 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.142857 ; 0.0769231 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.0769231 ; 0.0769231 ; 0.0512821 ; 0.0666667 ; 0.0555556 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0833333 ; 0.0769231 ; 0.111111 ; 0.166667 ; 0.142857 ; 0.166667 ; 0.166667 ; 0.0555556 ; 0.0769231 ; 0.0526316 ; 0.0769231 ; 0.0666667 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231
history bn:00044268n ; 0.0625 ; 0.047619 ; 0.0588235 ; 0.0212766 ; 0.0952381 ; 0.0263158 ; 0.2 ; 0.032 ; 0.0347826 ; 0.0666667 ; 0.02 ; 0.0384615 ; 0.285714 ; 0.0384615 ; 0.0769231 ; 0.0769231 ; 0.0888889 ; 0.0655738 ; 0.25 ; 0.2 ; 0.142857 ; 0.0294118 ; 0.0151515 ; 0.111111 ; 0.0384615 ; 0.148148 ; 0.0784314 ; 0.0408163 ; 0.0689655 ; 0.0322581 ; 0.125 ; 0.0666667 ; 0.125 ; 0.0727273 ; 0.0588235 ; 0.0384615 ; 0.0952381 ; 0.0243902 ; 0.0416667 ; 0.0888889 ; 0.0449438 ; 0.25 ; 0.125 ; 0.0625 ; 0.333333 ; 1 ; 0.0689655 ; 0.0229885 ; 0.2 ; 0.25 ; 0.0194175 ; 0.0655738 ; 0.111111 ; 0.0533333 ; 0.142857 ; 0.5 ; 0.333333 ; 0.08 ; 0.190476 ; 0.5 ; 0.0194175 ; 0.25 ; 0.5 ; 0.0300752 ; 0.5 ; 0.2 ; 0.2 ; 0.25 ; 0.5 ; 0.0555556 ; 0.333333 ; 0.333333 ; 0.04 ; 0.0408163 ; 0.333333 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.142857 ; 0.2 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.2 ; 0.2 ; 0.03125 ; 0.142857 ; 0.1 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.0588235 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.1 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2
effect bn:00021961n ; 0.045977 ; 0.0634921 ; 0.156863 ; 0.126984 ; 0.0454545 ; 0.0467836 ; 0.0606061 ; 0.101449 ; 0.0597015 ; 0.0784314 ; 0.135 ; 0.12931 ; 0.108108 ; 0.12931 ; 0.378378 ; 0.0851064 ; 0.0588235 ; 0.1 ; 0.102564 ; 0.0294118 ; 0.0333333 ; 0.0740741 ; 0.113475 ; 0.0238095 ; 0.0547945 ; 0.35 ; 0.114286 ; 0.0330579 ; 0.08 ; 0.0481928 ; 0.156863 ; 0.101266 ; 0.0512821 ; 0.108108 ; 0.156863 ; 0.12931 ; 0.0615385 ; 0.038835 ; 0.138889 ; 0.125 ; 0.0740741 ; 0.228571 ; 0.156863 ; 0.0754717 ; 0.114286 ; 0.0689655 ; 1 ; 0.0769231 ; 0.0294118 ; 0.0645161 ; 0.0322581 ; 0.1 ; 0.0487805 ; 0.172414 ; 0.170213 ; 0.0357143 ; 0.0333333 ; 0.115942 ; 0.2 ; 0.0357143 ; 0.0322581 ; 0.102564 ; 0.0357143 ; 0.0526316 ; 0.0357143 ; 0.0606061 ; 0.0606061 ; 0.102564 ; 0.129032 ; 0.0701754 ; 0.0689655 ; 0.148148 ; 0.25 ; 0.121212 ; 0.148148 ; 0.0606061 ; 0.0606061 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0689655 ; 0.0357143 ; 0.0689655 ; 0.148148 ; 0.0689655 ; 0.0357143 ; 0.0740741 ; 0.166667 ; 0.0689655 ; 0.0625 ; 0.0740741 ; 0.0740741 ; 0.0357143 ; 0.0357143 ; 0.108108 ; 0.0357143 ; 0.0606061 ; 0.0740741 ; 0.148148 ; 0.0740741 ; 0.0740741 ; 0.0625 ; 0.0357143 ; 0.129032 ; 0.0740741 ; 0.0333333 ; 0.0740741 ; 0.0357143 ; 0.0357143 ; 0.0357143 ; 0.0357143
require bn:00091028v ; 0.103704 ; 0.27551 ; 0.0733945 ; 0.131579 ; 0.0721649 ; 0.260638 ; 0.021978 ; 0.147541 ; 0.0869565 ; 0.164948 ; 0.122047 ; 0.0924855 ; 0.0421053 ; 0.0924855 ; 0.0792079 ; 0.0792079 ; 0.0655738 ; 0.057971 ; 0.0860215 ; 0.0941176 ; 0.0229885 ; 0.0740741 ; 0.295181 ; 0.0860215 ; 0.134454 ; 0.0769231 ; 0.133333 ; 0.0958084 ; 0.317647 ; 0.283186 ; 0.158416 ; 0.26087 ; 0.0421053 ; 0.129032 ; 0.0733945 ; 0.0924855 ; 0.0672269 ; 0.1 ; 0.214765 ; 0.140351 ; 0.183673 ; 0.0860215 ; 0.0733945 ; 0.161616 ; 0.0430108 ; 0.0229885 ; 0.0769231 ; 1 ; 0.0449438 ; 0.045977 ; 0.207792 ; 0.123077 ; 0.0860215 ; 0.203008 ; 0.0761905 ; 0.0235294 ; 0.0229885 ; 0.0629921 ; 0.0392157 ; 0.0235294 ; 0.207792 ; 0.0860215 ; 0.0235294 ; 0.172043 ; 0.0235294 ; 0.0941176 ; 0.0941176 ; 0.0412371 ; 0.0449438 ; 0.0720721 ; 0.0470588 ; 0.0229885 ; 0.064 ; 0.128205 ; 0.0229885 ; 0.0449438 ; 0.021978 ; 0.0116279 ; 0.0235294 ; 0.0235294 ; 0.0470588 ; 0.0235294 ; 0.0470588 ; 0.0229885 ; 0.0470588 ; 0.0235294 ; 0.0235294 ; 0.341176 ; 0.0470588 ; 0.0222222 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0879121 ; 0.0116279 ; 0.0449438 ; 0.0235294 ; 0.0470588 ; 0.0235294 ; 0.0235294 ; 0.0222222 ; 0.0235294 ; 0.0449438 ; 0.0116279 ; 0.0229885 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0235294 ; 0.0235294
determinism bn:00026654n ; 0.0588235 ; 0.0434783 ; 0.111111 ; 0.04 ; 0.173913 ; 0.025641 ; 0.333333 ; 0.0310078 ; 0.0695652 ; 0.125 ; 0.04 ; 0.037037 ; 0.1 ; 0.037037 ; 0.0322581 ; 0.0666667 ; 0.177778 ; 0.0615385 ; 0.2 ; 0.333333 ; 0.0909091 ; 0.0540541 ; 0.0147059 ; 0.2 ; 0.0740741 ; 0.0606061 ; 0.0727273 ; 0.0816327 ; 0.0606061 ; 0.0625 ; 0.0526316 ; 0.0625 ; 0.222222 ; 0.0677966 ; 0.0526316 ; 0.037037 ; 0.0869565 ; 0.047619 ; 0.04 ; 0.0392157 ; 0.0898876 ; 0.0909091 ; 0.111111 ; 0.117647 ; 0.111111 ; 0.2 ; 0.0294118 ; 0.0449438 ; 1 ; 0.166667 ; 0.0792079 ; 0.0615385 ; 0.2 ; 0.0506329 ; 0.125 ; 0.25 ; 0.2 ; 0.0740741 ; 0.0740741 ; 0.25 ; 0.0792079 ; 0.2 ; 0.25 ; 0.0291971 ; 0.25 ; 0.333333 ; 0.333333 ; 0.2 ; 0.142857 ; 0.235294 ; 0.2 ; 0.0909091 ; 0.037037 ; 0.0377358 ; 0.0909091 ; 0.142857 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.25 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.0909091 ; 0.0909091 ; 0.25 ; 0.111111 ; 0.0571429 ; 0.2 ; 0.153846 ; 0.111111 ; 0.111111 ; 0.25 ; 0.25 ; 0.047619 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.0909091 ; 0.111111 ; 0.111111 ; 0.153846 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.5 ; 0.111111 ; 0.25 ; 0.25 ; 0.25 ; 0.25
