X ; A1 ; A2 ; A3 ; A4 ; A5 ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8
automata bn:00007371n ; 0.0711902 ; 0.0522803 ; 0 ; 0.0600667 ; 0.0611791 ; 0 ; 0 ; 0.0556174 ; 0 ; 0.0589544 ; 0 ; 0.0589544 ; 0
beeper bn:00009588n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
c d bn:00016915n ; 0.0333704 ; 0 ; 0 ; 0.028921 ; 0 ; 0.0266963 ; 0 ; 0 ; 0.025584 ; 0 ; 0 ; 0.0311457 ; 0.028921
am/pm bn:01752019n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
hour bn:00000127n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
month bn:00014710n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
week bn:00043484n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
stopwatch bn:00074440n ; 0.00778643 ; 0.00778643 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00667408 ; 0 ; 0 ; 0.00667408
terminology bn:00049915n ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0
distinction bn:00027036n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
likely bn:00105981a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
detected bn:00086708v ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
normal bn:00107587a ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
observation bn:00058495n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
avoided bn:00082954v ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939
beeping bn:00083319v ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
t2 bn:00052738n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sec bn:00068672n ; 0.0177976 ; 0.0155729 ; 0 ; 0 ; 0.0166852 ; 0.0155729 ; 0 ; 0 ; 0.0155729 ; 0 ; 0 ; 0 ; 0
sleep bn:00072101n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
available bn:00097846a ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469
things bn:00006125n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
good enough bn:00103688a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
min bn:00055094n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
frequent bn:00103324a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
history bn:00044268n ; 0.164627 ; 0.133482 ; 0 ; 0 ; 0.160178 ; 0.102336 ; 0.0989989 ; 0.0723026 ; 0.080089 ; 0.054505 ; 0.0756396 ; 0 ; 0.0989989
corresponding bn:00085837v ; 0.00889878 ; 0 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00889878 ; 0 ; 0
asterisk bn:00006605n ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
effect bn:00021961n ; 0.0945495 ; 0.080089 ; 0.0622914 ; 0.0789766 ; 0.0878754 ; 0 ; 0.0656285 ; 0.0456062 ; 0 ; 0 ; 0 ; 0 ; 0.0645161
modifying bn:00082553v ; 0.0177976 ; 0.0155729 ; 0 ; 0.0155729 ; 0 ; 0.0166852 ; 0 ; 0.0155729 ; 0 ; 0 ; 0 ; 0 ; 0
require bn:00091028v ; 0.0956618 ; 0 ; 0.0634038 ; 0.0789766 ; 0.0989989 ; 0.0756396 ; 0 ; 0 ; 0 ; 0 ; 0.0556174 ; 0.0889878 ; 0.0767519
pressing bn:00091991v ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
contradiction bn:00022245n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
determinism bn:00026654n ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0.00889878 ; 0
dashed bn:00086292v ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
simultaneous bn:00099916a ; 0.0278087 ; 0 ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0278087 ; 0 ; 0.0278087 ; 0 ; 0.0266963 ; 0 ; 0.0266963
happenings bn:00042904n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
dependence bn:00026351n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
generalization bn:00037671n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
lack bn:00025913n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
application bn:00005095n ; 0.116796 ; 0.0923248 ; 0.0812013 ; 0.0923248 ; 0.105673 ; 0.0912125 ; 0 ; 0.0723026 ; 0 ; 0 ; 0 ; 0.0912125 ; 0
radar bn:00054808n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
calibration bn:00014732n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
matter bn:00053867n ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0
omitted bn:00087798v ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
explicit bn:00102589a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
epsilon bn:00031270n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
possibility bn:00045632n ; 0.103448 ; 0.0912125 ; 0.0734149 ; 0.0889878 ; 0.0934372 ; 0 ; 0.0756396 ; 0.0567297 ; 0 ; 0 ; 0 ; 0.0867631 ; 0
merging bn:00083597v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
stubbed bn:00094497v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
rely bn:00083095v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
delta h bn:00031016n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
separate bn:00110423a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
person bn:00046516n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
status bn:00021644n ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
light bn:00051108n ; 0.057842 ; 0 ; 0 ; 0.0533927 ; 0.057842 ; 0.0411568 ; 0 ; 0.0522803 ; 0 ; 0.0467186 ; 0 ; 0.0522803 ; 0
linked bn:00082868v ; 0.00889878 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00889878 ; 0
writing programs bn:00076736n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
death bn:00025582n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
forgotten bn:00084302v ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
criterion bn:00023853n ; 0.00444939 ; 0 ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
employed bn:00082705v ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
right bn:00031712n ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
process bn:00020452n ; 0.111235 ; 0.103448 ; 0.0867631 ; 0.107898 ; 0.101224 ; 0.0889878 ; 0.0889878 ; 0 ; 0 ; 0 ; 0 ; 0.105673 ; 0
second bn:00095974a ; 0.154616 ; 0.126808 ; 0 ; 0.117909 ; 0.147942 ; 0.101224 ; 0.110122 ; 0 ; 0.0778643 ; 0 ; 0.0912125 ; 0.130145 ; 0
beep bn:00009587n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
designer bn:00005435n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
case bn:00016403n ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0
applicability bn:00005090n ; 0.00222469 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
documentation bn:00046704n ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0
list bn:00023140n ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0
merely bn:00114626r ; 0.0344828 ; 0.0333704 ; 0 ; 0.0355951 ; 0 ; 0.0333704 ; 0.0333704 ; 0 ; 0 ; 0 ; 0 ; 0.0333704 ; 0
instructive bn:00105088a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
prescribed bn:00086778v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mon bn:00055609n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
reason bn:00047021n ; 0.0177976 ; 0.0166852 ; 0.0166852 ; 0.0166852 ; 0.0166852 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
end time bn:00023469n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
accompanying bn:00082221v ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469
text bn:00076732n ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
content bn:00100364a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
reg bn:01922794n ; 0.00222469 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
ok bn:00096817a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
topology bn:00003800n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
incomplete bn:00104851a ; 0.00222469 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
able bn:00096153a ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
generic bn:00103518a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
specifier bn:00073221n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
select bn:00084931v ; 0.00444939 ; 0 ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
disjunction bn:00027504n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timeout bn:00896492n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
timers bn:00077309n ; 0.00889878 ; 0 ; 0 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0
time unit bn:00077301n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
syntax bn:00062118n ; 0.0500556 ; 0.0444939 ; 0 ; 0 ; 0.0467186 ; 0.0389321 ; 0 ; 0.0322581 ; 0 ; 0.0322581 ; 0 ; 0 ; 0.0300334
upper bn:00113424a ; 0.00222469 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
purpose bn:00002178n ; 0.00222469 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
advantage bn:00001561n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
philosophy bn:00061984n ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0
desirable bn:00101237a ; 0.00444939 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
letter bn:00003057n ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0 ; 0 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
word bn:00081546n ; 0.00444939 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
obviously bn:00114319r ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
responsible bn:00109742a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
so far bn:00114369r ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sensed bn:00093491v ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
respond bn:00092421v ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0
value bn:00079511n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
instantaneous bn:00105206a ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
balance bn:00008051n ; 0.00889878 ; 0.00889878 ; 0 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
trigger bn:00046547n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
necessarily bn:00116331r ; 0.00444939 ; 0 ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
instantaneously bn:00115782r ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
accordingly bn:00114106r ; 0.00444939 ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
associate bn:00097617a ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0
meanings bn:00056443n ; 0.00444939 ; 0.00444939 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
entrance bn:00030989n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
port bn:00047090n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
method bn:01641329n ; 0.00222469 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
conviction bn:00021628n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
instruction bn:00026980n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
a. bn:00000146n ; 0.0177976 ; 0.0177976 ; 0 ; 0.0177976 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0
boolean bn:00098690a ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
simultaneously bn:00114428r ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
induced bn:00084700v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
delicate bn:00101127a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
thereof bn:00117253r ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
processor bn:00014395n ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
problem finding bn:01011735n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sequential bn:00100306a ; 0.0177976 ; 0.0177976 ; 0 ; 0.0177976 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0177976 ; 0.0177976
programming language bn:00064652n ; 0.0867631 ; 0.0700779 ; 0 ; 0 ; 0.0845384 ; 0 ; 0.0611791 ; 0.0400445 ; 0.0478309 ; 0 ; 0.0556174 ; 0.0611791 ; 0
fit bn:00103024a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
preliminary bn:00108949a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
feature bn:00017761n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
project bn:00049573n ; 0.0678532 ; 0.0622914 ; 0.057842 ; 0.0611791 ; 0.0611791 ; 0.0600667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0634038 ; 0
later bn:00114165r ; 0.00222469 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
crossing bn:00083024v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
borderline bn:00012212n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
underlying bn:00095360v ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
actually bn:00114357r ; 0.0322581 ; 0.0278087 ; 0 ; 0.0266963 ; 0 ; 0.025584 ; 0.025584 ; 0 ; 0.0211346 ; 0 ; 0 ; 0 ; 0
entirely bn:00114203r ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
human bn:00104385a ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
conceptual bn:00100194a ; 0.00889878 ; 0.00889878 ; 0.00889878 ; 0.00889878 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
economy bn:00029678n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
substates bn:00964536n ; 0.0533927 ; 0.0422692 ; 0 ; 0 ; 0.0522803 ; 0.0378198 ; 0.0411568 ; 0 ; 0.0355951 ; 0 ; 0.0355951 ; 0 ; 0
marriage bn:00053107n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
elementary bn:00102112a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
waive bn:00088469v ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
synchronization bn:00075696n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fully bn:00115474r ; 0.00444939 ; 0 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0
potential bn:00030159n ; 0.00222469 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
attempt bn:00006997n ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
proof method bn:00053828n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sequence diagram bn:01050212n ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469
supplied bn:00088643v ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
shutting bn:00087812v ; 0.00222469 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
conditional bn:00100214a ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
terminal bn:00100203a ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
coin bn:00020497n ; 0.00444939 ; 0 ; 0 ; 0.00444939 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00444939 ; 0
markov chain bn:00053487n ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0
semanticist bn:00070403n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
cooperation bn:00022452n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
communication channels bn:00017685n ; 0.00222469 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
handshake bn:00042803n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
acting bn:00082285v ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00222469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
undefined bn:00112563a ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sight bn:00045979n ; 0.00111235 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
