X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; behavior bn:00009657n ; problem bn:00048242n ; example bn:00032100n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; number bn:00058285n ; state transition bn:03348716n ; triggering bn:00082306v ; orthogonality bn:00059586n ; semantics bn:00070404n ; concept bn:00021547n ; automata bn:00007371n ; history bn:00044268n ; effect bn:00021961n ; determinism bn:00026654n ; simultaneous bn:00099916a ; light bn:00051108n ; second bn:00095974a ; reg bn:01922794n ; timers bn:00077309n ; substates bn:00964536n ; conditional bn:00100214a ; operational semantics bn:02057536n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; automata theory bn:00152075n ; entity bn:00031027n ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
plant bn:00035324n ; 0.0487805 ; 0.0714286 ; 0.0588235 ; 0.0571429 ; 0.111111 ; 0.0338983 ; 0.0222222 ; 0.0869565 ; 0.0769231 ; 0.1 ; 0.0238095 ; 0.25 ; 0.5 ; 0.0769231 ; 0.25 ; 0.153846 ; 0.0555556 ; 0.04 ; 0.0909091 ; 0.0392157 ; 0.047619 ; 0.047619 ; 0.0444444 ; 0.0333333 ; 0.0357143 ; 0.2 ; 0.0416667 ; 0.111111 ; 0.142857 ; 0.0588235 ; 0.0222222 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.2 ; 0.25 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.5 ; 1 ; 0.5 ; 0.2 ; 1 ; 0.333333 ; 0.333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
transition state bn:03731398n ; 0.097561 ; 0.142857 ; 0.0526316 ; 0.0540541 ; 0.0909091 ; 0.0677966 ; 0.0434783 ; 0.173913 ; 0.0666667 ; 0.0909091 ; 0.0465116 ; 0.2 ; 0.333333 ; 0.153846 ; 0.2 ; 0.133333 ; 0.111111 ; 0.0769231 ; 0.181818 ; 0.0784314 ; 0.0454545 ; 0.0952381 ; 0.0425532 ; 0.0666667 ; 0.0689655 ; 0.142857 ; 0.08 ; 0.0909091 ; 0.25 ; 0.0526316 ; 0.0434783 ; 0.2 ; 0.142857 ; 0.1 ; 0.2 ; 0.2 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.0909091 ; 0.333333 ; 0.333333 ; 0.142857 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.2 ; 1 ; 0.5 ; 1 ; 0.333333 ; 0.5 ; 0.2 ; 0.2 ; 0.142857 ; 0.1 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.222222 ; 0.5 ; 0.333333 ; 0.5 ; 0.5 ; 0.1 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2
strategy bn:00069579n ; 0.0465116 ; 0.0666667 ; 0.0526316 ; 0.0540541 ; 0.0909091 ; 0.0327869 ; 0.0434783 ; 0.08 ; 0.0666667 ; 0.0434783 ; 0.0465116 ; 0.0909091 ; 0.142857 ; 0.0714286 ; 0.0909091 ; 0.0625 ; 0.111111 ; 0.166667 ; 0.0833333 ; 0.0377358 ; 0.0222222 ; 0.0454545 ; 0.0208333 ; 0.0666667 ; 0.0689655 ; 0.142857 ; 0.173913 ; 0.0909091 ; 0.25 ; 0.0526316 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.222222 ; 0.2 ; 0.2 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.0909091 ; 0.333333 ; 0.333333 ; 0.142857 ; 0.0909091 ; 0.0909091 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.333333 ; 1 ; 0.2 ; 0.2 ; 0.2 ; 0.142857 ; 0.222222 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.222222 ; 0.5 ; 0.333333 ; 0.5 ; 0.5 ; 0.222222 ; 0.2 ; 0.2 ; 0.5 ; 0.142857 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2
police bn:00022026n ; 0.0487805 ; 0.0714286 ; 0.0588235 ; 0.0571429 ; 0.111111 ; 0.0338983 ; 0.0222222 ; 0.0869565 ; 0.0769231 ; 0.1 ; 0.0238095 ; 0.25 ; 0.5 ; 0.0769231 ; 0.25 ; 0.153846 ; 0.0555556 ; 0.04 ; 0.0909091 ; 0.0392157 ; 0.047619 ; 0.047619 ; 0.0444444 ; 0.0333333 ; 0.0357143 ; 0.2 ; 0.0416667 ; 0.111111 ; 0.142857 ; 0.0588235 ; 0.0222222 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.2 ; 0.25 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.5 ; 1 ; 0.5 ; 0.2 ; 1 ; 0.333333 ; 0.333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
transducer bn:00077966n ; 0.0238095 ; 0.0344828 ; 0.125 ; 0.0571429 ; 0.25 ; 0.0166667 ; 0.0454545 ; 0.0416667 ; 0.0769231 ; 0.1 ; 0.0238095 ; 0.25 ; 0.2 ; 0.037037 ; 0.25 ; 0.153846 ; 0.0555556 ; 0.04 ; 0.0434783 ; 0.0392157 ; 0.047619 ; 0.0232558 ; 0.0444444 ; 0.0333333 ; 0.0357143 ; 0.2 ; 0.0416667 ; 0.25 ; 0.142857 ; 0.125 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.25 ; 0.25 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.2 ; 0.25 ; 0.25 ; 0.333333 ; 0.333333 ; 1 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 1 ; 0.333333 ; 0.5 ; 0.285714 ; 0.333333 ; 0.333333 ; 1 ; 1 ; 0.333333 ; 0.285714 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.285714 ; 0.333333 ; 0.25 ; 0.333333 ; 0.5 ; 0.333333 ; 1 ; 1 ; 1 ; 1
code bn:00020354n ; 0.0238095 ; 0.0714286 ; 0.125 ; 0.0571429 ; 0.111111 ; 0.0166667 ; 0.0454545 ; 0.0416667 ; 0.166667 ; 0.047619 ; 0.0487805 ; 0.111111 ; 0.2 ; 0.0769231 ; 0.111111 ; 0.0714286 ; 0.027027 ; 0.04 ; 0.0909091 ; 0.0392157 ; 0.047619 ; 0.0232558 ; 0.0217391 ; 0.0333333 ; 0.0740741 ; 0.2 ; 0.0869565 ; 0.111111 ; 0.142857 ; 0.125 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.25 ; 0.111111 ; 0.111111 ; 0.25 ; 0.2 ; 0.2 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 1 ; 0.5 ; 0.125 ; 1 ; 1 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
traffic light bn:00074441n ; 0.0227273 ; 0.0666667 ; 0.25 ; 0.114286 ; 0.2 ; 0.016129 ; 0.0909091 ; 0.0384615 ; 0.142857 ; 0.0909091 ; 0.0465116 ; 0.2 ; 0.142857 ; 0.0714286 ; 0.2 ; 0.133333 ; 0.0526316 ; 0.037037 ; 0.0833333 ; 0.0784314 ; 0.0952381 ; 0.0222222 ; 0.0425532 ; 0.0666667 ; 0.0689655 ; 0.142857 ; 0.08 ; 0.2 ; 0.111111 ; 0.25 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.047619 ; 0.2 ; 0.2 ; 0.2 ; 0.5 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.142857 ; 0.142857 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.5 ; 0.142857 ; 0.2 ; 0.142857 ; 0.142857 ; 0.2 ; 0.5 ; 0.5 ; 1 ; 0.222222 ; 0.5 ; 0.5 ; 0.5 ; 0.5 ; 0.2 ; 0.222222 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.222222 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.5 ; 0.5 ; 0.5 ; 0.5
bit bn:00010731n ; 0.0212766 ; 0.0294118 ; 0.0952381 ; 0.2 ; 0.153846 ; 0.0153846 ; 0.0851064 ; 0.0344828 ; 0.0555556 ; 0.08 ; 0.0434783 ; 0.153846 ; 0.1 ; 0.0645161 ; 0.153846 ; 0.111111 ; 0.194444 ; 0.0689655 ; 0.0357143 ; 0.0740741 ; 0.0425532 ; 0.0208333 ; 0.0833333 ; 0.0634921 ; 0.030303 ; 0.1 ; 0.0714286 ; 0.153846 ; 0.0833333 ; 0.210526 ; 0.0851064 ; 0.125 ; 0.222222 ; 0.0869565 ; 0.125 ; 0.125 ; 0.125 ; 0.153846 ; 0.153846 ; 0.0714286 ; 0.0714286 ; 0.1 ; 0.1 ; 0.1 ; 0.153846 ; 0.363636 ; 0.285714 ; 0.125 ; 0.285714 ; 0.1 ; 0.125 ; 0.1 ; 0.222222 ; 0.125 ; 0.285714 ; 0.125 ; 0.222222 ; 1 ; 0.125 ; 0.125 ; 0.285714 ; 0.285714 ; 0.125 ; 0.166667 ; 0.125 ; 0.1 ; 0.125 ; 0.125 ; 0.4 ; 0.125 ; 0.363636 ; 0.285714 ; 0.222222 ; 0.125 ; 0.285714 ; 0.285714 ; 0.285714 ; 0.285714
include bn:00089662v ; 0.0238095 ; 0.0714286 ; 0.125 ; 0.0571429 ; 0.111111 ; 0.0166667 ; 0.0454545 ; 0.0416667 ; 0.166667 ; 0.047619 ; 0.0487805 ; 0.111111 ; 0.2 ; 0.0769231 ; 0.111111 ; 0.0714286 ; 0.027027 ; 0.04 ; 0.0909091 ; 0.0392157 ; 0.047619 ; 0.0232558 ; 0.0217391 ; 0.0333333 ; 0.0740741 ; 0.2 ; 0.0869565 ; 0.111111 ; 0.142857 ; 0.125 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.25 ; 0.111111 ; 0.111111 ; 0.25 ; 0.2 ; 0.2 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 1 ; 0.5 ; 0.125 ; 1 ; 1 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
logical value bn:00855623n ; 0.0238095 ; 0.0714286 ; 0.125 ; 0.0571429 ; 0.111111 ; 0.0166667 ; 0.0454545 ; 0.0416667 ; 0.166667 ; 0.047619 ; 0.0487805 ; 0.111111 ; 0.2 ; 0.0769231 ; 0.111111 ; 0.0714286 ; 0.027027 ; 0.04 ; 0.0909091 ; 0.0392157 ; 0.047619 ; 0.0232558 ; 0.0217391 ; 0.0333333 ; 0.0740741 ; 0.2 ; 0.0869565 ; 0.111111 ; 0.142857 ; 0.125 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.25 ; 0.111111 ; 0.111111 ; 0.25 ; 0.2 ; 0.2 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 1 ; 0.5 ; 0.125 ; 1 ; 1 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
gate bn:00037487n ; 0.0238095 ; 0.0344828 ; 0.125 ; 0.0571429 ; 0.25 ; 0.0166667 ; 0.0454545 ; 0.0416667 ; 0.0769231 ; 0.1 ; 0.0238095 ; 0.25 ; 0.2 ; 0.037037 ; 0.25 ; 0.153846 ; 0.0555556 ; 0.04 ; 0.0434783 ; 0.0392157 ; 0.047619 ; 0.0232558 ; 0.0444444 ; 0.0333333 ; 0.0357143 ; 0.2 ; 0.0416667 ; 0.25 ; 0.142857 ; 0.125 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.25 ; 0.25 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.2 ; 0.25 ; 0.25 ; 0.333333 ; 0.333333 ; 1 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 1 ; 0.333333 ; 0.5 ; 0.285714 ; 0.333333 ; 0.333333 ; 1 ; 1 ; 0.333333 ; 0.285714 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.285714 ; 0.333333 ; 0.25 ; 0.333333 ; 0.5 ; 0.333333 ; 1 ; 1 ; 1 ; 1
flip-flop bn:00035248n ; 0.0238095 ; 0.0344828 ; 0.125 ; 0.0571429 ; 0.25 ; 0.0166667 ; 0.0454545 ; 0.0416667 ; 0.0769231 ; 0.1 ; 0.0238095 ; 0.25 ; 0.2 ; 0.037037 ; 0.25 ; 0.153846 ; 0.0555556 ; 0.04 ; 0.0434783 ; 0.0392157 ; 0.047619 ; 0.0232558 ; 0.0444444 ; 0.0333333 ; 0.0357143 ; 0.2 ; 0.0416667 ; 0.25 ; 0.142857 ; 0.125 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.25 ; 0.25 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.2 ; 0.25 ; 0.25 ; 0.333333 ; 0.333333 ; 1 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 1 ; 0.333333 ; 0.5 ; 0.285714 ; 0.333333 ; 0.333333 ; 1 ; 1 ; 0.333333 ; 0.285714 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.285714 ; 0.333333 ; 0.25 ; 0.333333 ; 0.5 ; 0.333333 ; 1 ; 1 ; 1 ; 1
autonomous bn:00097830a ; 0.0238095 ; 0.0344828 ; 0.0588235 ; 0.0277778 ; 0.111111 ; 0.0166667 ; 0.0222222 ; 0.0416667 ; 0.166667 ; 0.1 ; 0.0238095 ; 0.111111 ; 0.2 ; 0.037037 ; 0.111111 ; 0.153846 ; 0.027027 ; 0.04 ; 0.0434783 ; 0.0192308 ; 0.0232558 ; 0.0232558 ; 0.0217391 ; 0.0163934 ; 0.0357143 ; 0.2 ; 0.0416667 ; 0.111111 ; 0.142857 ; 0.0588235 ; 0.0222222 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 1 ; 0.285714 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.285714 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
stateflow bn:03369007n ; 0.0434783 ; 0.0606061 ; 0.0952381 ; 0.05 ; 0.153846 ; 0.03125 ; 0.0851064 ; 0.0714286 ; 0.117647 ; 0.173913 ; 0.0434783 ; 0.153846 ; 0.1 ; 0.0645161 ; 0.153846 ; 0.25 ; 0.102564 ; 0.0689655 ; 0.0740741 ; 0.0740741 ; 0.0425532 ; 0.0425532 ; 0.04 ; 0.0634921 ; 0.0625 ; 0.1 ; 0.0714286 ; 0.153846 ; 0.181818 ; 0.0952381 ; 0.0851064 ; 0.125 ; 0.1 ; 0.0869565 ; 0.125 ; 0.125 ; 0.125 ; 0.153846 ; 0.363636 ; 0.153846 ; 0.0714286 ; 0.222222 ; 0.222222 ; 0.1 ; 0.153846 ; 0.153846 ; 0.125 ; 0.125 ; 0.285714 ; 0.222222 ; 0.125 ; 0.222222 ; 0.222222 ; 0.125 ; 0.285714 ; 0.125 ; 0.222222 ; 0.166667 ; 0.125 ; 0.125 ; 0.285714 ; 0.285714 ; 0.285714 ; 1 ; 0.285714 ; 0.222222 ; 0.285714 ; 0.285714 ; 0.4 ; 0.125 ; 0.153846 ; 0.125 ; 0.222222 ; 0.125 ; 0.285714 ; 0.285714 ; 0.285714 ; 0.285714
red light bn:00066676n ; 0.0487805 ; 0.0714286 ; 0.0588235 ; 0.0277778 ; 0.111111 ; 0.0338983 ; 0.0454545 ; 0.0869565 ; 0.0769231 ; 0.047619 ; 0.0487805 ; 0.111111 ; 0.2 ; 0.0769231 ; 0.111111 ; 0.0714286 ; 0.0555556 ; 0.0833333 ; 0.0909091 ; 0.0392157 ; 0.0232558 ; 0.047619 ; 0.0217391 ; 0.0333333 ; 0.0740741 ; 0.2 ; 0.0869565 ; 0.111111 ; 0.333333 ; 0.0588235 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.25 ; 0.25 ; 0.111111 ; 0.5 ; 0.5 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.5 ; 0.333333 ; 0.5 ; 0.5 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.285714 ; 1 ; 0.5 ; 1 ; 1 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
composite states bn:00892979n ; 0.0465116 ; 0.0666667 ; 0.0526316 ; 0.0540541 ; 0.0909091 ; 0.0677966 ; 0.0434783 ; 0.173913 ; 0.0666667 ; 0.0909091 ; 0.0465116 ; 0.0909091 ; 0.142857 ; 0.0714286 ; 0.2 ; 0.0625 ; 0.0526316 ; 0.166667 ; 0.0833333 ; 0.0377358 ; 0.0454545 ; 0.0952381 ; 0.0425532 ; 0.0322581 ; 0.0689655 ; 0.142857 ; 0.173913 ; 0.0909091 ; 0.25 ; 0.0526316 ; 0.0434783 ; 0.2 ; 0.142857 ; 0.1 ; 0.2 ; 0.2 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.0909091 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.0909091 ; 0.0909091 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.2 ; 0.2 ; 0.2 ; 0.142857 ; 0.1 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.222222 ; 0.5 ; 1 ; 0.5 ; 0.5 ; 0.1 ; 0.2 ; 0.2 ; 0.2 ; 0.142857 ; 0.5 ; 0.2 ; 0.2 ; 0.2 ; 0.2
inner bn:00105133a ; 0.0487805 ; 0.0714286 ; 0.0588235 ; 0.0277778 ; 0.111111 ; 0.0338983 ; 0.0454545 ; 0.0869565 ; 0.0769231 ; 0.047619 ; 0.0487805 ; 0.111111 ; 0.2 ; 0.0769231 ; 0.111111 ; 0.0714286 ; 0.0555556 ; 0.0833333 ; 0.0909091 ; 0.0392157 ; 0.0232558 ; 0.047619 ; 0.0217391 ; 0.0333333 ; 0.0740741 ; 0.2 ; 0.0869565 ; 0.111111 ; 0.333333 ; 0.0588235 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.25 ; 0.25 ; 0.111111 ; 0.5 ; 0.5 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.5 ; 0.333333 ; 0.5 ; 0.5 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.285714 ; 1 ; 0.5 ; 1 ; 1 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
deep bn:00101054a ; 0.0487805 ; 0.0714286 ; 0.0588235 ; 0.0277778 ; 0.111111 ; 0.0338983 ; 0.0454545 ; 0.0869565 ; 0.0769231 ; 0.047619 ; 0.0487805 ; 0.111111 ; 0.2 ; 0.0769231 ; 0.111111 ; 0.0714286 ; 0.0555556 ; 0.0833333 ; 0.0909091 ; 0.0392157 ; 0.0232558 ; 0.047619 ; 0.0217391 ; 0.0333333 ; 0.0740741 ; 0.2 ; 0.0869565 ; 0.111111 ; 0.333333 ; 0.0588235 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.25 ; 0.25 ; 0.111111 ; 0.5 ; 0.5 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.5 ; 0.333333 ; 0.5 ; 0.5 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.285714 ; 1 ; 0.5 ; 1 ; 1 ; 0.125 ; 0.333333 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
simple bn:00098053a ; 0.0212766 ; 0.0294118 ; 0.0952381 ; 0.105263 ; 0.153846 ; 0.0153846 ; 0.0408163 ; 0.0344828 ; 0.117647 ; 0.173913 ; 0.0212766 ; 0.153846 ; 0.1 ; 0.03125 ; 0.153846 ; 0.25 ; 0.102564 ; 0.0689655 ; 0.0357143 ; 0.0357143 ; 0.0425532 ; 0.0208333 ; 0.04 ; 0.0634921 ; 0.030303 ; 0.1 ; 0.0714286 ; 0.153846 ; 0.0833333 ; 0.0952381 ; 0.0851064 ; 0.125 ; 0.1 ; 0.0869565 ; 0.125 ; 0.125 ; 0.125 ; 0.153846 ; 0.153846 ; 0.0714286 ; 0.0714286 ; 0.1 ; 0.1 ; 0.1 ; 0.153846 ; 0.153846 ; 0.125 ; 0.125 ; 0.285714 ; 0.1 ; 0.125 ; 0.1 ; 0.222222 ; 0.125 ; 0.285714 ; 0.125 ; 0.222222 ; 0.4 ; 0.125 ; 0.125 ; 0.285714 ; 0.285714 ; 0.285714 ; 0.4 ; 0.125 ; 0.1 ; 0.125 ; 0.125 ; 1 ; 0.125 ; 0.363636 ; 0.285714 ; 0.222222 ; 0.125 ; 0.285714 ; 0.285714 ; 0.285714 ; 0.285714
atomic bn:00097696a ; 0.0487805 ; 0.0714286 ; 0.0588235 ; 0.0277778 ; 0.111111 ; 0.0338983 ; 0.0222222 ; 0.0416667 ; 0.0769231 ; 0.047619 ; 0.0238095 ; 0.111111 ; 0.2 ; 0.037037 ; 0.111111 ; 0.0714286 ; 0.027027 ; 0.04 ; 0.0909091 ; 0.0192308 ; 0.0232558 ; 0.0232558 ; 0.0444444 ; 0.0163934 ; 0.0357143 ; 0.2 ; 0.0416667 ; 0.111111 ; 0.142857 ; 0.0588235 ; 0.0454545 ; 0.333333 ; 0.2 ; 0.0526316 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.2 ; 0.2 ; 0.2 ; 0.111111 ; 0.111111 ; 0.333333 ; 1 ; 0.333333 ; 0.2 ; 0.333333 ; 0.2 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.2 ; 0.125 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.125 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.125 ; 1 ; 0.111111 ; 0.333333 ; 0.2 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333 ; 0.333333
interaction diagram bn:02571962n ; 0.0208333 ; 0.0285714 ; 0.0909091 ; 0.228571 ; 0.142857 ; 0.0307692 ; 0.04 ; 0.0689655 ; 0.0526316 ; 0.166667 ; 0.0208333 ; 0.142857 ; 0.0909091 ; 0.030303 ; 0.333333 ; 0.105263 ; 0.1 ; 0.142857 ; 0.0344828 ; 0.0350877 ; 0.0869565 ; 0.0416667 ; 0.0816327 ; 0.0625 ; 0.0294118 ; 0.0909091 ; 0.148148 ; 0.142857 ; 0.0769231 ; 0.0909091 ; 0.0833333 ; 0.111111 ; 0.0909091 ; 0.0833333 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.142857 ; 0.142857 ; 0.0666667 ; 0.0666667 ; 0.0909091 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.25 ; 0.0909091 ; 0.111111 ; 0.0909091 ; 0.2 ; 0.111111 ; 0.25 ; 0.111111 ; 0.2 ; 0.363636 ; 0.111111 ; 0.111111 ; 0.25 ; 0.25 ; 0.111111 ; 0.153846 ; 0.111111 ; 0.2 ; 0.111111 ; 0.111111 ; 0.363636 ; 0.111111 ; 1 ; 0.25 ; 0.2 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
