X ; science bn:00069670n ; computer bn:00021464n ; statecharts bn:01128895n ; systems bn:15125301n ; david harel bn:03178978n ; mathematics bn:00053823n ; state bn:00023236n ; state machine bn:00212740n ; diagrams bn:00026817n ; communication bn:00021221n ; units bn:00021497n ; language bn:00049910n ; behavior bn:00009657n ; complex bn:00100148a ; complex system bn:03086504n ; problem bn:00048242n ; reactive systems bn:02824399n ; example bn:00032100n ; automobiles bn:00007309n ; networks bn:00024712n ; kind bn:00035907n ; way bn:00033729n ; time bn:00077270n ; simulation bn:00021496n ; set bn:00070697n ; output bn:00036821n ; information bn:00046705n ; tool bn:00077585n ; number bn:00058285n ; state transition bn:03348716n ; nature bn:00057017n ; triggering bn:00082306v ; hierarchical bn:00104156a ; orthogonality bn:00059586n ; main bn:00099598a ; possible bn:00108829a ; broadcast bn:00013234n ; semantics bn:00070404n ; concept bn:00021547n ; occurring bn:00085337v ; america bn:00003341n ; achieved bn:00082226v ; automata bn:00007371n ; c d bn:00016915n ; sec bn:00068672n ; history bn:00044268n ; effect bn:00021961n ; require bn:00091028v ; determinism bn:00026654n ; simultaneous bn:00099916a ; application bn:00005095n ; possibility bn:00045632n ; light bn:00051108n ; second bn:00095974a ; merely bn:00114626r ; reg bn:01922794n ; timers bn:00077309n ; syntax bn:00062118n ; substates bn:00964536n ; conditional bn:00100214a ; defined bn:00086465v ; formal syntax bn:01042120n ; operational semantics bn:02057536n ; definition bn:00025928n ; condition c bn:00675915n ; subset bn:00074971n ; management bn:00053116n ; higraphs bn:01691263n ; finite bn:00102992a ; new york bn:00041611n ; automata theory bn:00152075n ; entity bn:00031027n ; types bn:00016413n ; multiple bn:00107028a ; composite bn:00100155a ; sequence bn:00070574n ; large number bn:14223782n ; goal bn:00030721n ; scenario bn:01190125n ; city bn:03335997n ; workflows bn:00081578n ; plant bn:00035324n ; transition state bn:03731398n ; strategy bn:00069579n ; police bn:00022026n ; transducer bn:00077966n ; code bn:00020354n ; current bn:00096401a ; traffic light bn:00074441n ; bit bn:00010731n ; include bn:00089662v ; logical value bn:00855623n ; gate bn:00037487n ; flip-flop bn:00035248n ; summary bn:00075142n ; autonomous bn:00097830a ; stateflow bn:03369007n ; red light bn:00066676n ; composite states bn:00892979n ; inner bn:00105133a ; deep bn:00101054a ; simple bn:00098053a ; atomic bn:00097696a ; interaction diagram bn:02571962n ; activity diagrams bn:02627321n ; deterministic finite state automata bn:03499526n ; superstate bn:03656095n ; fsa bn:03013778n ; basic bn:00098103a ; fsms bn:03431506n ; state actions bn:00955439n
units bn:00021497n ; 0.0595238 ; 0.0344828 ; 0.222672 ; 0.184 ; 0.0375587 ; 0.184818 ; 0.0384615 ; 0.129747 ; 0.72 ; 0.0654206 ; 1 ; 0.466981 ; 0.0384615 ; 0.466981 ; 0.0714286 ; 0.0366972 ; 0.135514 ; 0.29 ; 0.08 ; 0.0196078 ; 0.00492611 ; 0.0744186 ; 0.197842 ; 0.0188679 ; 0.144144 ; 0.178261 ; 0.125 ; 0.232365 ; 0.0365297 ; 0.140351 ; 0.0740741 ; 0.140351 ; 0.08 ; 0.118943 ; 0.16 ; 0.466981 ; 0.0660793 ; 0.107692 ; 0.217213 ; 0.069869 ; 0.244444 ; 0.08 ; 0.145 ; 0.15 ; 0.0392157 ; 0.137168 ; 0.14 ; 0.122047 ; 0.04 ; 0.0392157 ; 0.230453 ; 0.222672 ; 0.0754717 ; 0.238739 ; 0.14 ; 0.01 ; 0.02 ; 0.245 ; 0.0780488 ; 0.01 ; 0.230453 ; 0.08 ; 0.01 ; 0.237918 ; 0.01 ; 0.04 ; 0.04 ; 0.075 ; 0.04 ; 0.111111 ; 0.02 ; 0.02 ; 0.26 ; 0.147465 ; 0.02 ; 0.0196078 ; 0.04 ; 0.01 ; 0.00497512 ; 0.01 ; 0.00990099 ; 0.00497512 ; 0.00990099 ; 0.02 ; 0.00990099 ; 0.01 ; 0.01 ; 0.0751174 ; 0.02 ; 0.04 ; 0.01 ; 0.01 ; 0.01 ; 0.01 ; 0.0189573 ; 0.00497512 ; 0.0196078 ; 0.01 ; 0.02 ; 0.01 ; 0.01 ; 0.0196078 ; 0.00497512 ; 0.04 ; 0.01 ; 0.02 ; 0.01 ; 0.01 ; 0.01 ; 0.01 ; 0.01
language bn:00049910n ; 0.0722892 ; 0.0863309 ; 0.176796 ; 0.15 ; 0.047619 ; 0.163793 ; 0.0325203 ; 0.0850202 ; 0.634615 ; 0.0296296 ; 0.466981 ; 1 ; 0.0672269 ; 1 ; 0.0625 ; 0.0300752 ; 0.115942 ; 0.233577 ; 0.144144 ; 0.0347826 ; 0.0176991 ; 0.0597015 ; 0.150943 ; 0.0325203 ; 0.240602 ; 0.130435 ; 0.207407 ; 0.181818 ; 0.0615385 ; 0.230216 ; 0.125984 ; 0.103226 ; 0.144144 ; 0.0509554 ; 0.288288 ; 1 ; 0.0551724 ; 0.0585106 ; 0.341935 ; 0.172932 ; 0.201258 ; 0.0672269 ; 0.129032 ; 0.128 ; 0.108108 ; 0.226277 ; 0.120968 ; 0.0888889 ; 0.0347826 ; 0.0512821 ; 0.179775 ; 0.176796 ; 0.130081 ; 0.398496 ; 0.252252 ; 0.018018 ; 0.036036 ; 0.111111 ; 0.189189 ; 0.018018 ; 0.179775 ; 0.144144 ; 0.018018 ; 0.435294 ; 0.018018 ; 0.0720721 ; 0.0720721 ; 0.0677966 ; 0.0720721 ; 0.110294 ; 0.036036 ; 0.036036 ; 0.468468 ; 0.25 ; 0.0176991 ; 0.0347826 ; 0.0720721 ; 0.018018 ; 0.00892857 ; 0.018018 ; 0.0176991 ; 0.00892857 ; 0.0176991 ; 0.036036 ; 0.0176991 ; 0.018018 ; 0.018018 ; 0.0606061 ; 0.036036 ; 0.0720721 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.0327869 ; 0.00892857 ; 0.0347826 ; 0.018018 ; 0.0176991 ; 0.018018 ; 0.018018 ; 0.0347826 ; 0.00892857 ; 0.0347826 ; 0.018018 ; 0.0176991 ; 0.00892857 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.018018
behavior bn:00009657n ; 0.0506329 ; 0.0769231 ; 0.0727273 ; 0.0769231 ; 0.0571429 ; 0.0233918 ; 0.0666667 ; 0.0484848 ; 0.0526316 ; 0.047619 ; 0.0384615 ; 0.0672269 ; 1 ; 0.0672269 ; 0.0512821 ; 0.105263 ; 0.156863 ; 0.121212 ; 0.142857 ; 0.0909091 ; 0.0526316 ; 0.0444444 ; 0.0275862 ; 0.142857 ; 0.0294118 ; 0.101266 ; 0.133333 ; 0.0761905 ; 0.102564 ; 0.0555556 ; 0.2 ; 0.117647 ; 0.0666667 ; 0.0606061 ; 0.0909091 ; 0.0672269 ; 0.16 ; 0.0196078 ; 0.0761905 ; 0.150943 ; 0.0909091 ; 0.333333 ; 0.216216 ; 0.0952381 ; 0.166667 ; 0.123077 ; 0.1 ; 0.0412371 ; 0.0909091 ; 0.0769231 ; 0.036036 ; 0.0727273 ; 0.222222 ; 0.0963855 ; 0.222222 ; 0.125 ; 0.111111 ; 0.0655738 ; 0.121212 ; 0.125 ; 0.036036 ; 0.333333 ; 0.125 ; 0.0567376 ; 0.125 ; 0.2 ; 0.0909091 ; 0.148148 ; 0.5 ; 0.166667 ; 0.111111 ; 0.111111 ; 0.0625 ; 0.0655738 ; 0.111111 ; 0.0909091 ; 0.0909091 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0526316 ; 0.0526316 ; 0.0526316 ; 0.0588235 ; 0.125 ; 0.0465116 ; 0.111111 ; 0.0434783 ; 0.125 ; 0.125 ; 0.0588235 ; 0.0588235 ; 0.0689655 ; 0.125 ; 0.0909091 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.0434783 ; 0.0588235 ; 0.0526316 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0588235 ; 0.0588235
complex bn:00100148a ; 0.0722892 ; 0.0863309 ; 0.176796 ; 0.15 ; 0.047619 ; 0.163793 ; 0.0325203 ; 0.0850202 ; 0.634615 ; 0.0296296 ; 0.466981 ; 1 ; 0.0672269 ; 1 ; 0.0625 ; 0.0300752 ; 0.115942 ; 0.233577 ; 0.144144 ; 0.0347826 ; 0.0176991 ; 0.0597015 ; 0.150943 ; 0.0325203 ; 0.240602 ; 0.130435 ; 0.207407 ; 0.181818 ; 0.0615385 ; 0.230216 ; 0.125984 ; 0.103226 ; 0.144144 ; 0.0509554 ; 0.288288 ; 1 ; 0.0551724 ; 0.0585106 ; 0.341935 ; 0.172932 ; 0.201258 ; 0.0672269 ; 0.129032 ; 0.128 ; 0.108108 ; 0.226277 ; 0.120968 ; 0.0888889 ; 0.0347826 ; 0.0512821 ; 0.179775 ; 0.176796 ; 0.130081 ; 0.398496 ; 0.252252 ; 0.018018 ; 0.036036 ; 0.111111 ; 0.189189 ; 0.018018 ; 0.179775 ; 0.144144 ; 0.018018 ; 0.435294 ; 0.018018 ; 0.0720721 ; 0.0720721 ; 0.0677966 ; 0.0720721 ; 0.110294 ; 0.036036 ; 0.036036 ; 0.468468 ; 0.25 ; 0.0176991 ; 0.0347826 ; 0.0720721 ; 0.018018 ; 0.00892857 ; 0.018018 ; 0.0176991 ; 0.00892857 ; 0.0176991 ; 0.036036 ; 0.0176991 ; 0.018018 ; 0.018018 ; 0.0606061 ; 0.036036 ; 0.0720721 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.0327869 ; 0.00892857 ; 0.0347826 ; 0.018018 ; 0.0176991 ; 0.018018 ; 0.018018 ; 0.0347826 ; 0.00892857 ; 0.0347826 ; 0.018018 ; 0.0176991 ; 0.00892857 ; 0.018018 ; 0.018018 ; 0.018018 ; 0.018018
complex system bn:03086504n ; 0.0952381 ; 0.0655738 ; 0.0325203 ; 0.0707965 ; 0.0952381 ; 0.0952381 ; 0.0512821 ; 0.159236 ; 0.0496894 ; 0.0816327 ; 0.0714286 ; 0.0625 ; 0.0512821 ; 0.0625 ; 1 ; 0.0851064 ; 0.0625 ; 0.0506329 ; 0.108108 ; 0.03125 ; 0.0357143 ; 0.037037 ; 0.112676 ; 0.025 ; 0.0533333 ; 0.185185 ; 0.0547945 ; 0.0166667 ; 0.0833333 ; 0.0240964 ; 0.0754717 ; 0.0493827 ; 0.0512821 ; 0.112676 ; 0.0754717 ; 0.0625 ; 0.0634921 ; 0.0761905 ; 0.0701754 ; 0.0606061 ; 0.0824742 ; 0.108108 ; 0.08 ; 0.0377358 ; 0.121212 ; 0.188406 ; 0.394737 ; 0.0784314 ; 0.03125 ; 0.121212 ; 0.0163934 ; 0.0325203 ; 0.0192308 ; 0.149425 ; 0.0816327 ; 0.0384615 ; 0.0357143 ; 0.121212 ; 0.210526 ; 0.0384615 ; 0.0163934 ; 0.0512821 ; 0.0384615 ; 0.025974 ; 0.0384615 ; 0.03125 ; 0.0645161 ; 0.111111 ; 0.0645161 ; 0.031746 ; 0.0740741 ; 0.16 ; 0.115942 ; 0.121212 ; 0.16 ; 0.0645161 ; 0.0645161 ; 0.0384615 ; 0.08 ; 0.0384615 ; 0.0740741 ; 0.0384615 ; 0.0740741 ; 0.16 ; 0.0740741 ; 0.0384615 ; 0.0384615 ; 0.173913 ; 0.0357143 ; 0.0645161 ; 0.0384615 ; 0.0384615 ; 0.0384615 ; 0.0384615 ; 0.111111 ; 0.0384615 ; 0.0645161 ; 0.08 ; 0.16 ; 0.08 ; 0.08 ; 0.0645161 ; 0.08 ; 0.137931 ; 0.08 ; 0.0357143 ; 0.08 ; 0.0384615 ; 0.0384615 ; 0.0384615 ; 0.0384615
problem bn:00048242n ; 0.0449438 ; 0.03125 ; 0.0666667 ; 0.270833 ; 0.0217391 ; 0.0946746 ; 0.235294 ; 0.0828402 ; 0.0240964 ; 0.08 ; 0.0366972 ; 0.0300752 ; 0.105263 ; 0.0300752 ; 0.0851064 ; 1 ; 0.131148 ; 0.0243902 ; 0.105263 ; 0.133333 ; 0.0714286 ; 0.0363636 ; 0.111888 ; 0.235294 ; 0.0526316 ; 0.0777778 ; 0.114286 ; 0.0695652 ; 0.0392157 ; 0.0487805 ; 0.0740741 ; 0.228571 ; 0.05 ; 0.111111 ; 0.0740741 ; 0.0300752 ; 0.133333 ; 0.163265 ; 0.0695652 ; 0.0597015 ; 0.0392157 ; 0.105263 ; 0.0377358 ; 0.0769231 ; 0.0555556 ; 0.0506329 ; 0.08 ; 0.0776699 ; 0.0625 ; 0.0555556 ; 0.0330579 ; 0.0666667 ; 0.08 ; 0.0412371 ; 0.08 ; 0.037037 ; 0.0344828 ; 0.056338 ; 0.0444444 ; 0.037037 ; 0.0330579 ; 0.105263 ; 0.037037 ; 0.0529801 ; 0.037037 ; 0.0625 ; 0.0625 ; 0.0512821 ; 0.0625 ; 0.0645161 ; 0.0344828 ; 0.0714286 ; 0.0540541 ; 0.056338 ; 0.153846 ; 0.307692 ; 0.133333 ; 0.037037 ; 0.037037 ; 0.0769231 ; 0.0714286 ; 0.0769231 ; 0.0714286 ; 0.0344828 ; 0.0714286 ; 0.0769231 ; 0.037037 ; 0.0784314 ; 0.0714286 ; 0.0625 ; 0.037037 ; 0.037037 ; 0.0769231 ; 0.0769231 ; 0.0512821 ; 0.0769231 ; 0.133333 ; 0.037037 ; 0.0714286 ; 0.037037 ; 0.037037 ; 0.133333 ; 0.037037 ; 0.133333 ; 0.037037 ; 0.0714286 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231 ; 0.0769231
reactive systems bn:02824399n ; 0.157895 ; 0.0506329 ; 0.25 ; 0.0610687 ; 0.142857 ; 0.0860215 ; 0.156863 ; 0.129944 ; 0.183544 ; 0.126984 ; 0.135514 ; 0.115942 ; 0.156863 ; 0.115942 ; 0.0625 ; 0.131148 ; 1 ; 0.174419 ; 0.372093 ; 0.0851064 ; 0.0217391 ; 0.0571429 ; 0.047619 ; 0.156863 ; 0.0898876 ; 0.252747 ; 0.091954 ; 0.129032 ; 0.0606061 ; 0.0842105 ; 0.119403 ; 0.0842105 ; 0.0727273 ; 0.182927 ; 0.119403 ; 0.115942 ; 0.370968 ; 0.0650407 ; 0.129032 ; 0.1 ; 0.308511 ; 0.0727273 ; 0.263158 ; 0.057971 ; 0.170213 ; 0.162791 ; 0.0597015 ; 0.0666667 ; 0.186047 ; 0.0784314 ; 0.11811 ; 0.25 ; 0.126984 ; 0.156863 ; 0.126984 ; 0.0465116 ; 0.0444444 ; 0.194805 ; 0.142857 ; 0.0465116 ; 0.11811 ; 0.156863 ; 0.0465116 ; 0.1 ; 0.0465116 ; 0.0851064 ; 0.186047 ; 0.348837 ; 0.0851064 ; 0.202899 ; 0.0930233 ; 0.0930233 ; 0.091954 ; 0.0952381 ; 0.0444444 ; 0.0851064 ; 0.0851064 ; 0.0227273 ; 0.0227273 ; 0.0465116 ; 0.0444444 ; 0.0227273 ; 0.0444444 ; 0.0444444 ; 0.0444444 ; 0.0465116 ; 0.0227273 ; 0.0588235 ; 0.0444444 ; 0.0408163 ; 0.0227273 ; 0.0227273 ; 0.0465116 ; 0.0465116 ; 0.0175439 ; 0.0465116 ; 0.186047 ; 0.0465116 ; 0.0444444 ; 0.0465116 ; 0.0465116 ; 0.0851064 ; 0.0227273 ; 0.0408163 ; 0.0227273 ; 0.0930233 ; 0.0227273 ; 0.0465116 ; 0.0465116 ; 0.0465116 ; 0.0465116
example bn:00032100n ; 0.136364 ; 0.0888889 ; 0.221374 ; 0.0547945 ; 0.112676 ; 0.079602 ; 0.0571429 ; 0.075 ; 0.402778 ; 0.102564 ; 0.29 ; 0.233577 ; 0.121212 ; 0.233577 ; 0.0506329 ; 0.0243902 ; 0.174419 ; 1 ; 0.121212 ; 0.03125 ; 0.0163934 ; 0.219178 ; 0.0914286 ; 0.0277778 ; 0.0769231 ; 0.131579 ; 0.0784314 ; 0.24 ; 0.103896 ; 0.156863 ; 0.216216 ; 0.0727273 ; 0.0571429 ; 0.154639 ; 0.216216 ; 0.233577 ; 0.176471 ; 0.057971 ; 0.115108 ; 0.183908 ; 0.266055 ; 0.121212 ; 0.5 ; 0.1 ; 0.129032 ; 0.161616 ; 0.102564 ; 0.0592593 ; 0.0645161 ; 0.0606061 ; 0.256 ; 0.221374 ; 0.102564 ; 0.136752 ; 0.102564 ; 0.0344828 ; 0.0689655 ; 0.38961 ; 0.112676 ; 0.0344828 ; 0.256 ; 0.121212 ; 0.0344828 ; 0.201258 ; 0.0344828 ; 0.0645161 ; 0.0645161 ; 0.258621 ; 0.137931 ; 0.0888889 ; 0.0689655 ; 0.0689655 ; 0.170213 ; 0.175824 ; 0.0333333 ; 0.03125 ; 0.0645161 ; 0.0344828 ; 0.0169492 ; 0.0169492 ; 0.0333333 ; 0.0169492 ; 0.0333333 ; 0.0333333 ; 0.0333333 ; 0.0169492 ; 0.0344828 ; 0.0481928 ; 0.0333333 ; 0.03125 ; 0.0344828 ; 0.0344828 ; 0.0169492 ; 0.0169492 ; 0.028169 ; 0.0169492 ; 0.03125 ; 0.0344828 ; 0.0333333 ; 0.0344828 ; 0.0344828 ; 0.0153846 ; 0.0169492 ; 0.0153846 ; 0.0169492 ; 0.0333333 ; 0.0169492 ; 0.0169492 ; 0.0169492 ; 0.0169492 ; 0.0169492
automobiles bn:00007309n ; 0.106667 ; 0.0769231 ; 0.156863 ; 0.037037 ; 0.121212 ; 0.100629 ; 0.142857 ; 0.0484848 ; 0.111111 ; 0.1 ; 0.08 ; 0.144144 ; 0.142857 ; 0.144144 ; 0.108108 ; 0.105263 ; 0.372093 ; 0.121212 ; 1 ; 0.2 ; 0.0526316 ; 0.0444444 ; 0.0567376 ; 0.142857 ; 0.129032 ; 0.101266 ; 0.133333 ; 0.0761905 ; 0.102564 ; 0.117647 ; 0.2 ; 0.117647 ; 0.142857 ; 0.129032 ; 0.2 ; 0.144144 ; 0.16 ; 0.04 ; 0.164948 ; 0.150943 ; 0.2 ; 0.142857 ; 0.216216 ; 0.0952381 ; 0.4 ; 0.123077 ; 0.1 ; 0.0860215 ; 0.2 ; 0.166667 ; 0.0747664 ; 0.156863 ; 0.1 ; 0.213333 ; 0.222222 ; 0.125 ; 0.111111 ; 0.140351 ; 0.275862 ; 0.125 ; 0.0747664 ; 0.333333 ; 0.125 ; 0.120301 ; 0.125 ; 0.2 ; 0.5 ; 0.347826 ; 0.2 ; 0.0769231 ; 0.25 ; 0.25 ; 0.133333 ; 0.140351 ; 0.111111 ; 0.2 ; 0.2 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.111111 ; 0.0588235 ; 0.111111 ; 0.111111 ; 0.111111 ; 0.125 ; 0.0588235 ; 0.097561 ; 0.111111 ; 0.0909091 ; 0.0588235 ; 0.0588235 ; 0.125 ; 0.125 ; 0.0333333 ; 0.0588235 ; 0.2 ; 0.125 ; 0.111111 ; 0.125 ; 0.125 ; 0.0909091 ; 0.0588235 ; 0.0909091 ; 0.0588235 ; 0.111111 ; 0.0588235 ; 0.125 ; 0.125 ; 0.125 ; 0.125
networks bn:00024712n ; 0.056338 ; 0.0909091 ; 0.0784314 ; 0.04 ; 0.0740741 ; 0.0503145 ; 0.2 ; 0.0248447 ; 0.027027 ; 0.125 ; 0.0196078 ; 0.0347826 ; 0.0909091 ; 0.0347826 ; 0.03125 ; 0.133333 ; 0.0851064 ; 0.03125 ; 0.2 ; 1 ; 0.2 ; 0.0540541 ; 0.0291971 ; 0.5 ; 0.148148 ; 0.025974 ; 0.153846 ; 0.0824742 ; 0.129032 ; 0.133333 ; 0.111111 ; 0.133333 ; 0.2 ; 0.0689655 ; 0.0526316 ; 0.0347826 ; 0.0869565 ; 0.0434783 ; 0.0824742 ; 0.0816327 ; 0.047619 ; 0.0909091 ; 0.0571429 ; 0.117647 ; 0.111111 ; 0.031746 ; 0.0285714 ; 0.0941176 ; 0.333333 ; 0.111111 ; 0.0808081 ; 0.0784314 ; 0.125 ; 0.0506329 ; 0.125 ; 0.25 ; 0.2 ; 0.0363636 ; 0.0740741 ; 0.25 ; 0.0808081 ; 0.2 ; 0.25 ; 0.0601504 ; 0.25 ; 0.333333 ; 0.333333 ; 0.0952381 ; 0.142857 ; 0.0909091 ; 0.2 ; 0.0909091 ; 0.0344828 ; 0.0363636 ; 0.0909091 ; 0.333333 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.25 ; 0.2 ; 0.25 ; 0.2 ; 0.0909091 ; 0.2 ; 0.25 ; 0.111111 ; 0.0571429 ; 0.2 ; 0.142857 ; 0.111111 ; 0.111111 ; 0.25 ; 0.25 ; 0.0454545 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.0909091 ; 0.111111 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.142857 ; 0.111111 ; 0.2 ; 0.111111 ; 0.25 ; 0.25 ; 0.25 ; 0.25
kind bn:00035907n ; 0.0597015 ; 0.1 ; 0.0192308 ; 0.0204082 ; 0.0869565 ; 0.0251572 ; 0.111111 ; 0.0254777 ; 0.00680272 ; 0.0666667 ; 0.00492611 ; 0.0176991 ; 0.0526316 ; 0.0176991 ; 0.0357143 ; 0.0714286 ; 0.0217391 ; 0.0163934 ; 0.0526316 ; 0.2 ; 1 ; 0.0606061 ; 0.0148148 ; 0.111111 ; 0.0357143 ; 0.0273973 ; 0.037037 ; 0.020202 ; 0.0689655 ; 0.0322581 ; 0.0588235 ; 0.0322581 ; 0.0526316 ; 0.0357143 ; 0.0285714 ; 0.0176991 ; 0.0454545 ; 0.0454545 ; 0.020202 ; 0.0888889 ; 0.0120482 ; 0.0526316 ; 0.03125 ; 0.030303 ; 0.142857 ; 0.0166667 ; 0.0322581 ; 0.0229885 ; 0.0909091 ; 0.142857 ; 0.019802 ; 0.0192308 ; 0.0322581 ; 0.0128205 ; 0.0322581 ; 0.2 ; 0.142857 ; 0.0192308 ; 0.0869565 ; 0.2 ; 0.019802 ; 0.0526316 ; 0.2 ; 0.0300752 ; 0.2 ; 0.0909091 ; 0.0909091 ; 0.0555556 ; 0.0909091 ; 0.0232558 ; 0.142857 ; 0.142857 ; 0.0181818 ; 0.0192308 ; 0.142857 ; 0.2 ; 0.0909091 ; 0.2 ; 0.2 ; 0.2 ; 0.333333 ; 0.5 ; 0.333333 ; 0.142857 ; 0.333333 ; 0.2 ; 0.2 ; 0.03125 ; 0.142857 ; 0.0909091 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.117647 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.0909091 ; 0.2 ; 0.0909091 ; 0.2 ; 0.142857 ; 0.2 ; 0.2 ; 0.2 ; 0.2 ; 0.2
way bn:00033729n ; 0.0888889 ; 0.126984 ; 0.136752 ; 0.0672269 ; 0.0833333 ; 0.043956 ; 0.0930233 ; 0.0444444 ; 0.100629 ; 0.156863 ; 0.0744186 ; 0.0597015 ; 0.0444444 ; 0.0597015 ; 0.037037 ; 0.0363636 ; 0.0571429 ; 0.219178 ; 0.0444444 ; 0.0540541 ; 0.0606061 ; 1 ; 0.108108 ; 0.0444444 ; 0.103896 ; 0.0408163 ; 0.0506329 ; 0.142857 ; 0.16 ; 0.213333 ; 0.145455 ; 0.045977 ; 0.0444444 ; 0.103896 ; 0.145455 ; 0.0597015 ; 0.123077 ; 0.0720721 ; 0.0666667 ; 0.117647 ; 0.0776699 ; 0.0444444 ; 0.153846 ; 0.0701754 ; 0.0487805 ; 0.047619 ; 0.0727273 ; 0.0740741 ; 0.0540541 ; 0.0487805 ; 0.313131 ; 0.136752 ; 0.0727273 ; 0.0392157 ; 0.0350877 ; 0.03125 ; 0.0606061 ; 0.111111 ; 0.04 ; 0.03125 ; 0.313131 ; 0.0444444 ; 0.03125 ; 0.108108 ; 0.03125 ; 0.0540541 ; 0.0540541 ; 0.0952381 ; 0.0540541 ; 0.0597015 ; 0.0606061 ; 0.0606061 ; 0.106667 ; 0.111111 ; 0.0294118 ; 0.0540541 ; 0.0540541 ; 0.0645161 ; 0.03125 ; 0.03125 ; 0.129032 ; 0.0645161 ; 0.129032 ; 0.0606061 ; 0.129032 ; 0.03125 ; 0.0645161 ; 0.0714286 ; 0.0606061 ; 0.0540541 ; 0.0645161 ; 0.0645161 ; 0.03125 ; 0.03125 ; 0.0454545 ; 0.03125 ; 0.0540541 ; 0.0645161 ; 0.0606061 ; 0.0645161 ; 0.0645161 ; 0.0263158 ; 0.03125 ; 0.0263158 ; 0.03125 ; 0.0606061 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125
time bn:00077270n ; 0.0869565 ; 0.0949367 ; 0.157635 ; 0.293785 ; 0.0266667 ; 0.377358 ; 0.0567376 ; 0.124031 ; 0.130612 ; 0.0522876 ; 0.197842 ; 0.150943 ; 0.0275862 ; 0.150943 ; 0.112676 ; 0.111888 ; 0.047619 ; 0.0914286 ; 0.0567376 ; 0.0291971 ; 0.0148148 ; 0.108108 ; 1 ; 0.0275862 ; 0.0935673 ; 0.0408163 ; 0.0946746 ; 0.15 ; 0.103448 ; 0.198758 ; 0.107383 ; 0.184049 ; 0.0275862 ; 0.0935673 ; 0.240602 ; 0.150943 ; 0.0479042 ; 0.241573 ; 0.161616 ; 0.0987654 ; 0.151351 ; 0.0567376 ; 0.0519481 ; 0.101351 ; 0.0283688 ; 0.0795455 ; 0.110345 ; 0.289941 ; 0.0143885 ; 0.0283688 ; 0.16 ; 0.157635 ; 0.0522876 ; 0.155556 ; 0.0522876 ; 0.00746269 ; 0.0148148 ; 0.0898204 ; 0.0266667 ; 0.00746269 ; 0.16 ; 0.0567376 ; 0.00746269 ; 0.291262 ; 0.00746269 ; 0.0291971 ; 0.0291971 ; 0.0277778 ; 0.0291971 ; 0.0236686 ; 0.0148148 ; 0.0300752 ; 0.20915 ; 0.368421 ; 0.0300752 ; 0.0601504 ; 0.0601504 ; 0.0150376 ; 0.0150376 ; 0.0150376 ; 0.0300752 ; 0.0150376 ; 0.0300752 ; 0.0148148 ; 0.0300752 ; 0.0150376 ; 0.0150376 ; 0.218045 ; 0.0300752 ; 0.0291971 ; 0.0150376 ; 0.0150376 ; 0.0150376 ; 0.0150376 ; 0.0571429 ; 0.00746269 ; 0.0291971 ; 0.0150376 ; 0.0300752 ; 0.0150376 ; 0.0150376 ; 0.0143885 ; 0.0150376 ; 0.0291971 ; 0.00746269 ; 0.0148148 ; 0.0150376 ; 0.0150376 ; 0.0150376 ; 0.0150376 ; 0.0150376
