X ; C3.csv ; C5.csv ; C6.csv ; CJA-automatic.csv
polymorphisme bn:01974384n ; 0 ; 0.2 ; 0.2 ; 0
self bn:03432485n ; 0 ; 0 ; 0.2 ; 0.2
destructeur bn:01558988n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
affectation bn:02806034n ; 0 ; 0.111111 ; 0 ; 0
nouveauté bn:00049321n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
exceptions bn:00032118n ; 0 ; 0.2 ; 0.2 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0 ; 0.111111
inspirer bn:00084021v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
langage c bn:00014377n ; 0 ; 0.2 ; 0.2 ; 0
perl bn:01723165n ; 0 ; 0 ; 0.2 ; 0.2
rasmus lerdorf bn:03232211n ; 0 ; 0 ; 0.2 ; 0.2
site personnel bn:01605102n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
interpreter bn:00047204n ; 0 ; 0.2 ; 0 ; 0.2
personne bn:00046516n ; 0 ; 0 ; 0 ; 0.111111
contributeurs bn:04850445n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
juin bn:00048592n ; 0 ; 0 ; 0.2 ; 0.2
zeev suraski bn:00571154n ; 0 ; 0 ; 0.2 ; 0.2
modulaire bn:00106842a ; 0 ; 0 ; 0.2 ; 0.2
extensible bn:00102618a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
supplémentaires bn:00111488a ; 0 ; 0 ; 0 ; 0.111111
manquer bn:00090161v ; 0 ; 0.2 ; 0 ; 0.2
cohérente bn:00099970a ; 0 ; 0.111111 ; 0 ; 0
zend bn:03133191n ; 0 ; 0 ; 0.2 ; 0.2
zend engine bn:01337536n ; 0 ; 0 ; 0.2 ; 0.2
mai bn:00053941n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
xml bn:02771436n ; 0 ; 0 ; 0 ; 0.111111
forum bn:14251420n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
messagerie bn:00030257n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
commerce électronique bn:00029344n ; 0 ; 0 ; 0.2 ; 0.2
banque bn:00008364n ; 0 ; 0.2 ; 0 ; 0.2
publication en ligne bn:01180578n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
lamp bn:01708928n ; 0 ; 0 ; 0.2 ; 0.2
linux bn:00051427n ; 0 ; 0 ; 0 ; 0.111111
incorporer bn:00089664v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
javascript bn:00055423n ; 0 ; 0 ; 0 ; 0.111111
semblant bn:00045960n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
dédier bn:00085427v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
vitesse bn:00073258n ; 0 ; 0.2 ; 0 ; 0.2
côté bn:00110607a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
côté client bn:03163702n ; 0 ; 0 ; 0 ; 0.111111
vbscript bn:02626435n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
jscript bn:01995344n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
activex bn:03829972n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
portage bn:01430733n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
plate-forme bn:00062900n ; 0 ; 0.2 ; 0.2 ; 0
langage de programmation procédural bn:01706415n ; 0 ; 0 ; 0.2 ; 0.2
procédural bn:00109049a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
nécessaire bn:00107182a ; 0 ; 0.111111 ; 0 ; 0
python bn:01713224n ; 0 ; 0 ; 0 ; 0.111111
unix bn:00079165n ; 0 ; 0 ; 0.111111 ; 0
mac bn:00052516n ; 0 ; 0 ; 0.2 ; 0.2
second bn:00105773a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
distribution linux bn:01061442n ; 0 ; 0 ; 0.2 ; 0.2
répertoire personnel bn:02102310n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
uvre bn:00016278n ; 0 ; 0.111111 ; 0 ; 0
employer bn:00030616n ; 0 ; 0 ; 0.2 ; 0.2
easyphp bn:14837849n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
coloration syntaxique bn:02006707n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
w3c bn:02673666n ; 0 ; 0.2 ; 0 ; 0.2
xhtml bn:01163644n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
css bn:00056944n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
entête bn:00043309n ; 0 ; 0.111111 ; 0 ; 0
mozilla bn:01297088n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
galeon bn:00496122n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
konqueror bn:16498221n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
compatibles bn:00100128a ; 0 ; 0.2 ; 0.2 ; 0
bordélique bn:00110762a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
endroit bn:00062699n ; 0 ; 0 ; 0 ; 0.111111
web bn:00080772n ; 0 ; 0.111111 ; 0 ; 0
souple bn:00102069a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
point-virgule bn:00070420n ; 0 ; 0.111111 ; 0 ; 0
sensible bn:00104681a ; 0 ; 0 ; 0 ; 0.111111
lettre bn:00003057n ; 0 ; 0 ; 0.2 ; 0.2
dépendre bn:00086606v ; 0 ; 0.111111 ; 0 ; 0
contexte bn:00022168n ; 0 ; 0.2 ; 0.2 ; 0
transtypage bn:17104905n ; 0 ; 0.111111 ; 0 ; 0
signe égal bn:00031280n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
sans bn:00025713n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
echo bn:03626250n ; 0 ; 0.2 ; 0 ; 0.2
affiche bn:15173511n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
globale bn:00103624a ; 0 ; 0.111111 ; 0 ; 0
variable locale bn:00958409n ; 0 ; 0.2 ; 0.2 ; 0
locale bn:03080237n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
grand nombre bn:14223782n ; 0 ; 0.2 ; 0 ; 0.2
files bn:00065682n ; 0 ; 0.111111 ; 0 ; 0
upload bn:14037830n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
env bn:01199166n ; 0 ; 0 ; 0.2 ; 0.2
url bn:00079080n ; 0 ; 0 ; 0.111111 ; 0
cache bn:00014484n ; 0 ; 0 ; 0.2 ; 0.2
dynamique bn:00101917a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
ambiguïté bn:00003266n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
chaîne vide bn:03716205n ; 0 ; 0.2 ; 0 ; 0.2
booléenne bn:00098690a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
architecture bn:00005442n ; 0 ; 0 ; 0.2 ; 0.2
nombre à virgule flottante bn:00035278n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
spécifier bn:00086464v ; 0 ; 0.111111 ; 0 ; 0
puissance de 10 bn:05006238n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
ascii bn:00003473n ; 0 ; 0.2 ; 0.2 ; 0
unicode bn:02529895n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
échapper bn:00083961v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
lf bn:00050913n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
carriage return bn:00016246n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
cr bn:00006854n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
antislash bn:00988551n ; 0 ; 0.2 ; 0 ; 0.2
notation octale bn:00058598n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
notation hexadécimale bn:00043958n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
hexadécimale bn:00104145a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
égal bn:00102336a ; 0 ; 0.111111 ; 0 ; 0
valeur numérique bn:00000451n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
numérique bn:00107649a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
addition bn:00001296n ; 0 ; 0.2 ; 0 ; 0.2
val bn:00079476n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
table de hachage bn:00587820n ; 0 ; 0.2 ; 0.2 ; 0
hachage bn:00583146n ; 0 ; 0 ; 0.111111 ; 0
pile bn:02100952n ; 0 ; 0 ; 0.111111 ; 0
séparer bn:00082871v ; 0 ; 0 ; 0.111111 ; 0
volée bn:00035208n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
cle bn:04756252n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
class bn:03598962n ; 0 ; 0 ; 0.111111 ; 0
constantes bn:00100331a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
casse bn:00083919v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
redéfinir bn:00092568v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
gauche bn:00902572n ; 0 ; 0.2 ; 0.2 ; 0
droite bn:00051291n ; 0 ; 0.2 ; 0.2 ; 0
croître bn:00089082v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
associativité bn:00533203n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
modulo bn:00553864n ; 0 ; 0.2 ; 0.2 ; 0
division bn:00027919n ; 0 ; 0.111111 ; 0 ; 0
division par deux bn:03686939n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
deux bn:00000075n ; 0 ; 0.2 ; 0 ; 0.2
message bn:00521573n ; 0 ; 0 ; 0.111111 ; 0
temps bn:00077270n ; 0 ; 0 ; 0 ; 0.111111
oeil bn:00032512n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
affiche bn:00087013v ; 0 ; 0.111111 ; 0 ; 0
exécutée bn:00091723v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
conditionnelle bn:00100214a ; 0 ; 0.2 ; 0.2 ; 0
sorte bn:00035907n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
list bn:04720346n ; 0 ; 0.2 ; 0.2 ; 0
case bn:04777941n ; 0 ; 0.111111 ; 0 ; 0
ressembler à bn:00092876v ; 0 ; 0.2 ; 0 ; 0.2
homologue bn:00023208n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
existe bn:00083184v ; 0 ; 0.2 ; 0 ; 0.2
appel de fonction bn:00036827n ; 0 ; 0.2 ; 0.2 ; 0
valeur par défaut bn:03854990n ; 0 ; 0 ; 0 ; 0.111111
type de valeurs bn:00253515n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
devoir bn:00091362v ; 0 ; 0.2 ; 0 ; 0.2
couvrir bn:00085916v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
rappel bn:03490040n ; 0 ; 0 ; 0 ; 0.111111
limitation bn:00051252n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
conteneur bn:03305154n ; 0 ; 0.2 ; 0.2 ; 0
droit bn:00048655n ; 0 ; 0 ; 0 ; 0.111111
chose bn:00091115v ; 0 ; 0 ; 0 ; 0.111111
premier bn:00034738n ; 0 ; 0.2 ; 0 ; 0.2
choix multiples bn:03455699n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
vin bn:00080022n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
format de date bn:03576260n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
langue anglaise bn:00030862n ; 0 ; 0.111111 ; 0 ; 0
français bn:00036426n ; 0 ; 0.2 ; 0 ; 0.2
semaine bn:00043484n ; 0 ; 0.2 ; 0 ; 0.2
heure internet bn:02981905n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
vendredi bn:00036512n ; 0 ; 0 ; 0.2 ; 0.2
janvier bn:00047960n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
24h bn:00000086n ; 0 ; 0.111111 ; 0 ; 0
hiver bn:00081370n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
heure de greenwich bn:00040810n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
dec bn:00017011n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
fuseau horaire bn:00077302n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
dimanche bn:00028190n ; 0 ; 0 ; 0 ; 0.111111
samedi bn:00068696n ; 0 ; 0 ; 0.2 ; 0.2
lundi bn:00055609n ; 0 ; 0 ; 0.2 ; 0.2
second bn:00005460n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
fonction bn:00036821n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
siècle bn:00017234n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
numérique bn:15182937n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
intervalle bn:00047229n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
semaine 1 bn:04756861n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
abréviation bn:00000239n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
littéral bn:00106042a ; 0 ; 0.111111 ; 0 ; 0
september bn:15649592n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
septembre bn:00070537n ; 0 ; 0 ; 0.2 ; 0.2
semaine 3 bn:04756880n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
système de gestion bn:01510781n ; 0 ; 0 ; 0 ; 0.111111
système de gestion de base de donnée bn:14249264n ; 0 ; 0.2 ; 0 ; 0.2
relationnel bn:00109653a ; 0 ; 0.2 ; 0.2 ; 0
open source bn:01157392n ; 0 ; 0.2 ; 0.2 ; 0
mysql ab bn:03198967n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
licence bn:00050986n ; 0 ; 0.2 ; 0 ; 0.2
licence gpl bn:01157379n ; 0 ; 0.2 ; 0 ; 0.2
support technique bn:03482340n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
hébergeur bn:00801697n ; 0 ; 0.2 ; 0 ; 0.2
étrangères bn:00096774a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
notamment bn:00115235r ; 0 ; 0 ; 0.2 ; 0.2
delete bn:00941697n ; 0 ; 0 ; 0 ; 0.111111
moteur de recherche bn:13956658n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
sqlplus bn:02088255n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
intuitif bn:00047307n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
toolkit bn:01526357n ; 0 ; 0.2 ; 0.2 ; 0
qt bn:17288164n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
macos bn:01415427n ; 0 ; 0 ; 0.2 ; 0.2
configuration bn:03088982n ; 0 ; 0 ; 0.2 ; 0.2
ip bn:00046704n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
doute bn:00028425n ; 0 ; 0.2 ; 0 ; 0.2
administrateur bn:00075765n ; 0 ; 0.2 ; 0 ; 0.2
mise à jour bn:15364261n ; 0 ; 0.111111 ; 0 ; 0
insert bn:03795444n ; 0 ; 0.2 ; 0 ; 0.2
possible bn:00108829a ; 0 ; 0 ; 0 ; 0.111111
varchar bn:01838409n ; 0 ; 0 ; 0 ; 0.111111
tenir compte bn:00082541v ; 0 ; 0.2 ; 0 ; 0.2
quantité variables bn:00079581n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
medium bn:00054149n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
tris bn:00072857n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
champ de bn:15987694n ; 0 ; 0.2 ; 0.2 ; 0
insérer bn:00087594v ; 0 ; 0.2 ; 0.2 ; 0
plupart bn:00050555n ; 0 ; 0.2 ; 0 ; 0.2
préférence bn:00061333n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
février bn:00033882n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
mise bn:00016287n ; 0 ; 0.111111 ; 0 ; 0
expliquer bn:00082235v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
plage bn:04717355n ; 0 ; 0.2 ; 0.2 ; 0
mm bn:00055052n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
fraction bn:00036154n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
soumettre bn:00094538v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
transaction bn:01403911n ; 0 ; 0 ; 0.111111 ; 0
rollback bn:00133978n ; 0 ; 0 ; 0.2 ; 0.2
crash bn:00023573n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
contraintes bn:00022062n ; 0 ; 0.111111 ; 0 ; 0
intégrité bn:03141748n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
parente bn:00033359n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
clé étrangère bn:01944370n ; 0 ; 0.2 ; 0 ; 0.2
fils bn:00051877n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
critère bn:00023853n ; 0 ; 0.111111 ; 0 ; 0
flotter bn:00088327v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
order bn:02240223n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
simplicité bn:00071689n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
ouverte bn:00107886a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
échec bn:00018197n ; 0 ; 0 ; 0 ; 0.111111
numéroter bn:00091103v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
identiques bn:00104508a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
renommer bn:00092787v ; 0 ; 0 ; 0.2 ; 0.2
insertion bn:02234787n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
valeur bn:00079508n ; 0 ; 0.2 ; 0.2 ; 0
liste chaînée bn:01056813n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
jointure bn:00048368n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
activer bn:00082307v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
mode texte bn:03459971n ; 0 ; 0.2 ; 0.2 ; 0
attention bn:00007020n ; 0 ; 0 ; 0.111111 ; 0
fin bn:00113911a ; 0 ; 0.2 ; 0.2 ; 0
placer bn:00090224v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
img bn:02450504n ; 0 ; 0.2 ; 0 ; 0.2
fichier csv bn:03284335n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
ret bn:05006619n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
fichier binaire bn:00010479n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
calculer bn:00084373v ; 0 ; 0.2 ; 0 ; 0.2
réussite bn:00000870n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
pointeur bn:03222272n ; 0 ; 0.2 ; 0.2 ; 0
chdir bn:00821546n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
argument bn:00005603n ; 0 ; 0.2 ; 0.2 ; 0
relatif bn:00109123a ; 0 ; 0.2 ; 0.2 ; 0
handle bn:00278322n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
prochaine bn:00096455a ; 0 ; 0.2 ; 0 ; 0.2
sous bn:00072872n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
base 8 bn:01534404n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
type de fichier bn:01156328n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
fifo bn:00034349n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
pointé bn:00086679v ; 0 ; 0.2 ; 0 ; 0.2
inode bn:03396161n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
size bn:03645138n ; 0 ; 0 ; 0.111111 ; 0
taille de bloc bn:04788419n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
shell unix bn:02558830n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
dirname bn:00242975n ; 0 ; 0 ; 0.2 ; 0.2
isoler bn:00089916v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
chown bn:02823726n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
chgrp bn:00742376n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
copy bn:14086525n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
hard link bn:03277499n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
lien symbolique bn:01044905n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
masque bn:03236329n ; 0 ; 0.2 ; 0.2 ; 0
rename bn:00342646n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
umask bn:03851470n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
client bn:00019764n ; 0 ; 0 ; 0.2 ; 0.2
encodage bn:00030696n ; 0 ; 0 ; 0 ; 0.111111
avatar bn:03801346n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
vérification bn:00017984n ; 0 ; 0.2 ; 0 ; 0.2
pire bn:00113940a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
boite de dialogue bn:00026837n ; 0 ; 0.2 ; 0.2 ; 0
gestionnaire de fichier bn:00264400n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
cliquer bn:00085112v ; 0 ; 0.2 ; 0 ; 0.2
bouton bn:03843242n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
temp bn:00076450n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
fichier temporaire bn:03462927n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
verrouiller bn:00090430v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
caractère nul bn:02742063n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
inverse bn:00105377a ; 0 ; 0.2 ; 0 ; 0.2
oreille bn:00029372n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
gras bn:00011848n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
entité html bn:01327413n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
fonctionnement bn:00036838n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
quotes bn:00683774n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
formater bn:00082780v ; 0 ; 0.2 ; 0.2 ; 0
troisième bn:00096000a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
colle bn:00001366n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
longueur bn:00050662n ; 0 ; 0 ; 0.111111 ; 0
trim bn:00074703n ; 0 ; 0 ; 0 ; 0.111111
invisibles bn:00105385a ; 0 ; 0.2 ; 0.2 ; 0
strcmp bn:13958358n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
égale bn:00021326n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
expiration bn:00026345n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
disponible bn:00097846a ; 0 ; 0.2 ; 0 ; 0.2
variable globale bn:02011863n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
mot de passe bn:00023218n ; 0 ; 0.2 ; 0 ; 0.2
visiteur bn:03106425n ; 0 ; 0.2 ; 0 ; 0.2
authentification bn:03253409n ; 0 ; 0 ; 0 ; 0.111111
déconnexion bn:00027504n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
évidente bn:00097350a ; 0 ; 0.333333 ; 0.333333 ; 0.333333
connecté bn:00085628v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
démarrer bn:00083342v ; 0 ; 0.2 ; 0 ; 0.2
balise html bn:02104867n ; 0 ; 0.2 ; 0 ; 0.2
sauvegarde bn:00007838n ; 0 ; 0.2 ; 0 ; 0.2
unset bn:00176172n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
cookie de session bn:00070691n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
recommencer bn:00092914v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
décompte bn:00086432v ; 0 ; 0.2 ; 0 ; 0.2
unix_timestamp bn:00124230n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
retirer bn:00092783v ; 0 ; 0.333333 ; 0.333333 ; 0.333333
dll bn:02058089n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
jpeg bn:00838809n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
windows bitmap bn:01848933n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
truecolor bn:04000779n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
largeur bn:00012893n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
gd bn:03462925n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
gif bn:00444440n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
psd bn:15712791n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
tiff bn:00663058n ; 0 ; 0.333333 ; 0.333333 ; 0.333333
intel bn:00670400n ; 0 ; 0 ; 0.2 ; 0.2
