X ; C3.csv ; C5.csv ; C6.csv ; CJA-automatic.csv
paramètre formel bn:14985956n ; 0 ; 0 ; 0 ; 0.0625
formel bn:00103223a ; 0 ; 0 ; 0 ; 0.0625
effectifs bn:00043282n ; 0 ; 0 ; 0 ; 0.0625
signature bn:03654577n ; 0 ; 0 ; 0 ; 0.0625
duplication de code bn:03107543n ; 0 ; 0 ; 0 ; 0.0625
pointe bn:00084813v ; 0 ; 0 ; 0 ; 0.0625
capter bn:00082177v ; 0 ; 0 ; 0 ; 0.0625
commande bn:00086778v ; 0 ; 0 ; 0 ; 0.0625
fichier exécutable bn:00058456n ; 0 ; 0 ; 0 ; 0.0625
syntaxique bn:00111596a ; 0 ; 0 ; 0 ; 0.0625
instruction vide bn:03112071n ; 0 ; 0 ; 0 ; 0.0625
vide bn:00087578v ; 0 ; 0 ; 0 ; 0.0625
mettre fin à bn:00087608v ; 0 ; 0 ; 0 ; 0.0625
boucle while bn:03237310n ; 0 ; 0 ; 0 ; 0.0625
jour bn:00025422n ; 0 ; 0 ; 0 ; 0.0625
améliorer bn:00082573v ; 0 ; 0 ; 0 ; 0.0625
mode graphique bn:04899163n ; 0 ; 0 ; 0 ; 0.0625
scanner bn:00027087n ; 0 ; 0 ; 0 ; 0.0625
périphérique bn:00021491n ; 0 ; 0 ; 0 ; 0.0625
approprié bn:00109117a ; 0 ; 0 ; 0 ; 0.0625
accès séquentiel bn:02076469n ; 0 ; 0 ; 0 ; 0.0625
terminal bn:00100203a ; 0 ; 0 ; 0 ; 0.0625
erreur de saisie bn:00031482n ; 0 ; 0 ; 0 ; 0.0625
classloader bn:03647181n ; 0 ; 0 ; 0 ; 0.0625
accessibilité bn:00000670n ; 0 ; 0 ; 0 ; 0.0625
pare-feu bn:00034713n ; 0 ; 0 ; 0 ; 0.0625
technique bn:00109073a ; 0 ; 0 ; 0 ; 0.0625
réutilisation bn:02823226n ; 0 ; 0 ; 0 ; 0.0625
réutilisation de code bn:00205717n ; 0 ; 0 ; 0 ; 0.0625
astre bn:00073964n ; 0 ; 0 ; 0 ; 0.0625
hériter bn:00043823n ; 0 ; 0 ; 0 ; 0.0625
sous-type bn:15888113n ; 0 ; 0 ; 0 ; 0.0625
ascendant bn:00003890n ; 0 ; 0 ; 0 ; 0.0625
planete bn:00052888n ; 0 ; 0 ; 0 ; 0.0625
descendre bn:00085333v ; 0 ; 0 ; 0 ; 0.0625
type dynamique bn:16109138n ; 0 ; 0 ; 0 ; 0.0625
liaison dynamique bn:02949338n ; 0 ; 0 ; 0 ; 0.0625
annotation bn:03140746n ; 0 ; 0 ; 0 ; 0.0625
compatibilité bn:00021322n ; 0 ; 0 ; 0 ; 0.0625
accessible bn:00096257a ; 0 ; 0 ; 0 ; 0.0625
invoquer bn:00085009v ; 0 ; 0 ; 0 ; 0.0625
draw bn:15449583n ; 0 ; 0 ; 0 ; 0.0625
dehors bn:00032430n ; 0 ; 0 ; 0 ; 0.0625
différencier bn:00086800v ; 0 ; 0 ; 0 ; 0.0625
cat bn:14528732n ; 0 ; 0 ; 0 ; 0.0625
division par zéro bn:01104287n ; 0 ; 0 ; 0 ; 0.0625
paquetage bn:00904294n ; 0 ; 0 ; 0 ; 0.0625
normal bn:00107587a ; 0 ; 0 ; 0 ; 0.0625
normalement bn:00114778r ; 0 ; 0 ; 0 ; 0.0625
prendre en compte bn:04878250n ; 0 ; 0 ; 0 ; 0.0625
interfaces graphiques bn:00041418n ; 0 ; 0 ; 0 ; 0.0625
abstract window toolkit bn:02002015n ; 0 ; 0 ; 0 ; 0.0625
prompt bn:00111415a ; 0 ; 0 ; 0 ; 0.0625
containers bn:00022129n ; 0 ; 0 ; 0 ; 0.0625
intermédiaires bn:00047121n ; 0 ; 0 ; 0 ; 0.0625
panel bn:01845200n ; 0 ; 0 ; 0 ; 0.0625
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0.0625
taille bn:00093792v ; 0 ; 0 ; 0 ; 0.0625
souris bn:00021487n ; 0 ; 0 ; 0 ; 0.0625
généré bn:00086013v ; 0 ; 0 ; 0 ; 0.0625
nature bn:00057017n ; 0 ; 0 ; 0 ; 0.0625
listener bn:04706492n ; 0 ; 0 ; 0 ; 0.0625
touche bn:00049001n ; 0 ; 0 ; 0 ; 0.0625
fenêtre bn:00081292n ; 0 ; 0 ; 0 ; 0.0625
anonyme bn:00097155a ; 0 ; 0 ; 0 ; 0.0625
modèle-vue-contrôleur bn:02245403n ; 0 ; 0 ; 0 ; 0.0625
interface utilisateur bn:00047088n ; 0 ; 0 ; 0 ; 0.0625
paradigme bn:01164163n ; 0 ; 0 ; 0 ; 0.0625
dater bn:00086297v ; 0 ; 0 ; 0 ; 0.0625
adaptabilité bn:00001267n ; 0 ; 0 ; 0 ; 0.0625
type de programme bn:00144629n ; 0 ; 0 ; 0 ; 0.0625
programmation concurrente bn:01933105n ; 0 ; 0 ; 0 ; 0.0625
segment de code bn:00186041n ; 0 ; 0 ; 0 ; 0.0625
garantir bn:00082879v ; 0 ; 0 ; 0 ; 0.0625
consommateur bn:00022095n ; 0 ; 0 ; 0 ; 0.0625
symétrique bn:00103981a ; 0 ; 0 ; 0 ; 0.0625
javabeans bn:00307178n ; 0 ; 0 ; 0 ; 0.0625
couplage bn:00632267n ; 0 ; 0 ; 0 ; 0.0625
cohesion bn:03340155n ; 0 ; 0 ; 0 ; 0.0625
adéquation bn:00001355n ; 0 ; 0 ; 0 ; 0.0625
délicats bn:00101358a ; 0 ; 0 ; 0 ; 0.0625
processus de conception bn:00026535n ; 0 ; 0 ; 0 ; 0.0625
garder bn:00089407v ; 0 ; 0 ; 0 ; 0.0625
impact bn:00046065n ; 0 ; 0 ; 0 ; 0.0625
architecture logicielle bn:03258160n ; 0 ; 0 ; 0 ; 0.0625
minimiser bn:00087204v ; 0 ; 0 ; 0 ; 0.0625
objet métier bn:00756342n ; 0 ; 0 ; 0 ; 0.0625
représentation interne bn:00047140n ; 0 ; 0 ; 0 ; 0.0625
gestion de données bn:03631704n ; 0 ; 0 ; 0 ; 0.0625
applicatives bn:00097373a ; 0 ; 0 ; 0 ; 0.0625
schéma de bn:00035375n ; 0 ; 0 ; 0 ; 0.0625
idéale bn:00104501a ; 0 ; 0 ; 0 ; 0.0625
import bn:00046137n ; 0 ; 0 ; 0 ; 0.0625
view bn:00059169n ; 0 ; 0 ; 0 ; 0.0625
esprit bn:00012681n ; 0 ; 0 ; 0 ; 0.0625
système distribués bn:03732241n ; 0 ; 0 ; 0 ; 0.0625
java ee bn:03173395n ; 0 ; 0 ; 0 ; 0.0625
ejb bn:03171558n ; 0 ; 0 ; 0 ; 0.0625
servlets bn:03188848n ; 0 ; 0 ; 0 ; 0.0625
interrelation bn:00047207n ; 0 ; 0 ; 0 ; 0.0625
plan de test bn:00816633n ; 0 ; 0 ; 0 ; 0.0625
test système bn:03749679n ; 0 ; 0 ; 0 ; 0.0625
cas de test bn:00543577n ; 0 ; 0 ; 0 ; 0.0625
malheureusement bn:00114196r ; 0 ; 0 ; 0 ; 0.0625
régression bn:00066913n ; 0 ; 0 ; 0 ; 0.0625
test de non-régression bn:03101995n ; 0 ; 0 ; 0 ; 0.0625
batterie bn:00009065n ; 0 ; 0 ; 0 ; 0.0625
communauté open source bn:00182430n ; 0 ; 0 ; 0 ; 0.0625
outil bn:00077585n ; 0 ; 0 ; 0 ; 0.0625
test fixture bn:14133437n ; 0 ; 0 ; 0 ; 0.0625
test bn:00094888v ; 0 ; 0 ; 0 ; 0.0625
bean bn:01412280n ; 0 ; 0 ; 0 ; 0.0625
composant bn:00021394n ; 0 ; 0 ; 0 ; 0.0625
assemblé bn:00082845v ; 0 ; 0 ; 0 ; 0.0625
plate-forme java bn:03241725n ; 0 ; 0 ; 0 ; 0.0625
java se bn:03173433n ; 0 ; 0 ; 0 ; 0.0625
convention de nommage bn:01198011n ; 0 ; 0 ; 0 ; 0.0625
environnement de développement bn:00748100n ; 0 ; 0 ; 0 ; 0.0625
personnalisation bn:00895785n ; 0 ; 0 ; 0 ; 0.0625
persistance bn:03432337n ; 0 ; 0 ; 0 ; 0.0625
support de stockage bn:00025315n ; 0 ; 0 ; 0 ; 0.0625
sérialisation bn:00070604n ; 0 ; 0 ; 0 ; 0.0625
canvas bn:02415221n ; 0 ; 0 ; 0 ; 0.0625
théoriques bn:00111806a ; 0 ; 0 ; 0 ; 0.0625
algorithmes bn:00002705n ; 0 ; 0 ; 0 ; 0.0625
fondamentaux bn:00008838n ; 0 ; 0 ; 0 ; 0.0625
structuration bn:14636497n ; 0 ; 0 ; 0 ; 0.0625
interaction bn:00036845n ; 0 ; 0 ; 0 ; 0.0625
unique bn:00112899a ; 0 ; 0 ; 0 ; 0.0625
wikipedia bn:03288118n ; 0 ; 0 ; 0 ; 0.0625
barre de défilement bn:00257291n ; 0 ; 0 ; 0 ; 0.0625
existants bn:00102613a ; 0 ; 0 ; 0 ; 0.0625
an bn:00081857n ; 0 ; 0 ; 0 ; 0.0625
bytecode bn:03791673n ; 0 ; 0 ; 0 ; 0.0625
structure de classe bn:00019550n ; 0 ; 0 ; 0 ; 0.0625
java native interface bn:01619475n ; 0 ; 0 ; 0 ; 0.0625
tutoriel bn:00112194a ; 0 ; 0 ; 0 ; 0.0625
interface de programmation bn:02130401n ; 0 ; 0 ; 0 ; 0.0625
interfaçage bn:04713937n ; 0 ; 0 ; 0 ; 0.0625
programme c bn:00014402n ; 0 ; 0 ; 0 ; 0.0625
wall bn:03172609n ; 0 ; 0 ; 0 ; 0.0625
illustrer bn:00087826v ; 0 ; 0 ; 0 ; 0.0625
procedure bn:16903850n ; 0 ; 0 ; 0 ; 0.0625
descripteur bn:14042302n ; 0 ; 0 ; 0 ; 0.0625
structure de donnée bn:00025330n ; 0 ; 0 ; 0 ; 0.0625
line bn:16701562n ; 0 ; 0 ; 0 ; 0.0625
scanf bn:03106902n ; 0 ; 0 ; 0 ; 0.0625
allocation bn:00002912n ; 0 ; 0 ; 0 ; 0.0625
mémoire dynamique bn:03517836n ; 0 ; 0 ; 0 ; 0.0625
edition bn:00065108n ; 0 ; 0 ; 0 ; 0.0625
java platform, micro edition bn:03173415n ; 0 ; 0 ; 0 ; 0.0625
décembre 2006 bn:03315076n ; 0 ; 0 ; 0 ; 0.0625
produit logiciel bn:00072649n ; 0 ; 0 ; 0 ; 0.0625
java runtime environment bn:15385568n ; 0 ; 0 ; 0 ; 0.0625
runtime bn:00068562n ; 0 ; 0 ; 0 ; 0.0625
java development kit bn:01837373n ; 0 ; 0 ; 0 ; 0.0625
débogueur bn:00025641n ; 0 ; 0 ; 0 ; 0.0625
imprécis bn:00107686a ; 0 ; 0 ; 0 ; 0.0625
kit de développement bn:00899006n ; 0 ; 0 ; 0 ; 0.0625
application mobiles bn:02709719n ; 0 ; 0 ; 0 ; 0.0625
pda bn:00059484n ; 0 ; 0 ; 0 ; 0.0625
java card bn:01342111n ; 0 ; 0 ; 0 ; 0.0625
carte à puce bn:00072293n ; 0 ; 0 ; 0 ; 0.0625
javafx bn:00234554n ; 0 ; 0 ; 0 ; 0.0625
encyclopédie bn:00024746n ; 0 ; 0 ; 0 ; 0.0625
éditeur de texte bn:00076736n ; 0 ; 0 ; 0 ; 0.0625
java 2 bn:04756808n ; 0 ; 0 ; 0 ; 0.0625
plateforme java bn:16564242n ; 0 ; 0 ; 0 ; 0.0625
