X ; C1.csv ; C2.csv ; C4.csv ; C7.csv ; C8.csv ; C9.csv
boucle for bn:03237322n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
ar bn:03237564n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
bibliothèque bn:00050969n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
disponibles bn:00097846a ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
insert bn:03795444n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
travers bn:00042404n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
host bn:01846442n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
sql bn:02266432n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
agit bn:00082285v ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
delete bn:00941697n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
indépendante bn:00104929a ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0 ; 0 ; 0.0625 ; 0.0645161
ouverture de session bn:03885719n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
uml bn:02571962n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
page bn:00091387v ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
ici bn:00116504r ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
juste bn:00114626r ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
nouvelle ligne bn:00051314n ; 0 ; 0 ; 0 ; 0 ; 0.0322581 ; 0
constante bn:00100331a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
tim bn:14744972n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
tim berners-lee bn:02359969n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
héberger bn:00082216v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
internet bn:00024712n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
messagerie bn:00030257n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
messagerie instantanée bn:03364059n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
open source bn:01157392n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
grand nombre bn:14223782n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
facebook bn:03624775n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
wikipédia bn:03288118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
configuration bn:03088982n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
wamp bn:01708928n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
mamp bn:03197470n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
xampp bn:02350502n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
editeur de texte bn:00076736n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
styler bn:00042550n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
variable de type bn:02158332n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
base 10 bn:00025700n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
affiche bn:15173511n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
opérateur logiques bn:00051853n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
division bn:00027919n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
valeur numérique bn:00000451n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
inférieur bn:00035700n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
système bn:15125301n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
système d’exploitation bn:00059123n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
linux bn:00051427n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
sizeof bn:03205994n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
globales bn:00103624a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
conditionnel bn:00100214a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
accepter bn:00082204v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
cappuccino bn:01189604n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
type de retour bn:03354146n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
redéfinition bn:00066711n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
récursives bn:00109560a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
erreur de programmation bn:00064654n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
entité bn:00031027n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
entité html bn:01327413n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
balise html bn:02104867n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
contraire bn:00100398a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
nombre premier bn:00064389n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
coordonnées bn:00022459n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
français bn:00036426n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
pouvoir bn:00084451v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
confidentiel bn:00100230a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
adresse ip bn:00706454n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
ip bn:00046704n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
réutiliser bn:00092558v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
endroit bn:00062699n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
code bn:00084976v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
survient bn:00085337v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
ainsi bn:00117173r ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
démarrer bn:00083342v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
infinité bn:00012426n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
moindre bn:00105825a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
avant bn:00035855n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
seconde bn:00068672n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
déconnexion bn:00027504n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
visible bn:00110277a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
poo bn:00058448n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
classe type bn:03004615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
concept bn:00021547n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
réutilisation bn:02823226n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
caractéristique bn:00099532a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
hériter bn:00043823n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
final bn:00102969a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
intrinsèque bn:00105350a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
polymorphisme bn:01974384n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
encapsulation bn:01505556n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
public bn:00109211a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
sommes bn:00082322v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
self bn:03432485n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
parent bn:00060643n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
mère bn:00034027n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
classe abstraite bn:03110061n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
abstraite bn:00096212a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
implémentation bn:00016287n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
abstraire bn:00082180v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
attribut bn:00007068n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
dérivée bn:00026447n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
logiciel système bn:00075772n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
complexité bn:00021383n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
postgresql bn:01709156n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
mariadb bn:01841320n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
relationnel bn:00109653a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
modèle relationnel bn:01978816n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
firebird bn:02246711n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
ingres bn:03724918n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
hsqldb bn:00229377n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
oracle database bn:02591895n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
microsoft sql server bn:00605043n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
db2 bn:00637255n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
maxdb bn:00244294n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
informix bn:03306725n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
sybase bn:01257629n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
zodb bn:02283783n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
db4o bn:01389836n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
berkeley db bn:03239968n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
nosql bn:01727553n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
cassandra bn:01090316n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
redis bn:00089731v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
bigtable bn:03415846n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
couchdb bn:00542118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
hbase bn:14809379n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
leveldb bn:02609794n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
phpmyadmin bn:03382496n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
hébergeur bn:00801697n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
root bn:00168023n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
libérer bn:00090300v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
supprimer bn:00086081v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
example.com bn:00329278n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
aller bn:00040833n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
transaction bn:01403911n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
isolation bn:02609561n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
durabilité bn:01803600n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
électricité bn:00030192n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
rollback bn:00133978n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
système d bn:04836299n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
verrou bn:01788633n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
panne bn:00059753n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
gérer bn:00084527v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
moteur bn:00030850n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
populaire bn:00108807a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
ouvrir bn:00084089v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
supporter bn:00083226v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
innodb bn:01067935n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
specification bn:00073217n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
cours en ligne bn:03617678n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0333333
