X;C1;C2;C3;C4;C5;C6;C7;C8;C9;CJA
post;0.361386;0.388175;0.438479;0.339152;0.436145;0.365196;0.276382;0;0.346604;0.370927
champ de saisie;0.0683761;0.0714286;0;0.0723982;0;0;0;0.0784314;0.0617761;0
size;0.0641026;0;0.0490798;0;0.0535714;0;0;0.0735294;0;0.0649351
nombre;0.419231;0.4;0.598077;0.394231;0.507692;0.432692;0.338462;0.361538;0.467308;0.413462
text;0.204301;0.211896;0.156334;0.200743;0.201258;0.186851;0;0;0;0.210909
vide;0.00909091;0;0;0;0;0;0;0;0;0.00921659
liste déroulante;0.018018;0;0;0.0191388;0;0.0174672;0;0;0;0
sélectionner;0.018018;0;0;0;0;0.0174672;0;0;0;0.0182648
déclencher;0.00909091;0;0.00638978;0;0;0;0;0;0;0
réinitialisation;0.00909091;0.00952381;0;0;0;0;0;0;0;0
langage;0.360775;0.336562;0.364583;0.362283;0.407407;0.394608;0;0.297561;0.397619;0.360097
langage impératif;0.00456621;0;0;0;0;0;0;0;0;0
impératif;0.00909091;0;0;0;0;0.00881057;0;0;0;0
zones;0.0353982;0;0.0250784;0;0;0.0343348;0;0;0.0318725;0
utilisateur;0;0;0.0932945;0.135021;0.108108;0.124514;0;0;0.116364;0.129555
affectation;0.101215;0.105485;0.0928144;0;0;0.102767;0.105769;0;0;0.102459
booléen;0.158672;0.160305;0.172911;0.175781;0;0;0.167382;0.173554;0;0.169173
réalité;0.00909091;0;0;0;0;0.00881057;0;0;0;0
concatène;0.00456621;0;0;0;0;0;0;0;0;0
addition;0.0353982;0;0.0250784;0;0;0.0343348;0;0;0.0318725;0
soustraction;0.0353982;0;0;0;0;0.0343348;0;0;0.0318725;0.0358744
multiplié;0.00456621;0;0;0;0;0;0;0;0;0
modulo;0.0353982;0;0.0250784;0;0;0;0;0;0.0318725;0.0358744
égalité;0.018018;0;0;0.0191388;0.0149254;0;0;0;0;0
logiques;0.34596;0.31407;0.406742;0;0.337182;0.377551;0.312834;0.309896;0.371007;0.318408
syntaxe;0.195035;0;0.155914;0.204461;0.200627;0.202797;0;0;0.190789;0.210145
case;0.12;0.125;0.0906433;0;0;0.12549;0;0;0.109091;0.121457
associer;0;0;0.0489297;0;0.0571429;0.06639;0;0;0.0617761;0.0692641
personne;0;0;0.0489297;0.0723982;0.0571429;0;0;0.0784314;0.0617761;0
prenom;0.128;0;0;0;0.108108;0.124514;0.153846;0.145455;0.116364;0
structure de contrôle;0.212766;0.220588;0.16622;0;0.190184;0.224561;0;0;0.19544;0.215054
définition;0.195035;0;0.155914;0.204461;0.200627;0.202797;0;0;0.190789;0.210145
initialiser;0.182482;0.189394;0.174648;0;0.163522;0.182143;0.175;0;0;0.175824
dépendre;0.0353982;0;0.0250784;0;0;0.0343348;0;0;0;0.0358744
méthode post;0.228571;0.228013;0.253264;0;0;0.238994;0.223404;0.243902;0.240964;0.226837
fermeture;0.27027;0;0.255474;0.277259;0.29558;0.279762;0;0.28013;0.28;0.272727
passwd;0.00909091;0;0;0;0.0075188;0;0;0;0;0
machine;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
mysql;0;0;0.0489297;0.0723982;0.0571429;0.06639;0;0;0.0617761;0
salaire;0.00909091;0;0;0;0;0;0;0.0105263;0;0
phase;0.0353982;0;0;0;0.0294118;0.0343348;0;0;0;0.0358744
être utile;0.0353982;0;0.0250784;0;0;0.0343348;0;0;0;0.0358744
boucle while;0.0353982;0;0;0;0;0;0;0.0408163;0.0318725;0.0358744
jour;0.0353982;0;0.0250784;0;0;0.0343348;0;0;0;0.0358744
euro;0.00909091;0;0;0;0;0.00881057;0;0;0;0
etc;0.0683761;0;0.0489297;0;0.0571429;0.06639;0;0;0.0617761;0
programmation;0.189964;0.197026;0;0.194757;0.192429;0.19788;0;0;0.178218;0.187726
site;0.301775;0.314985;0.254118;0.297872;0.335165;0.318584;0;0;0.288089;0.312312
détruire;0.018018;0;0;0;0;0;0.0222222;0;0.0161943;0
second;0.018018;0;0.0126984;0;0;0;0;0;0.0161943;0
ordinateur;0.018018;0;0;0;0;0.0174672;0;0;0.0161943;0
université de rouen;0;0.00478469;0;0;0;0;0;0;0;0
france;0;0.00952381;0;0;0;0;0.011236;0;0;0
langage de programmation;0;0.120833;0.0877193;0.122363;0.109215;0.11284;0;0;0;0.121951
évolué;0;0.00478469;0;0;0;0;0;0;0;0
crée;0;0.00952381;0;0;0;0.00881057;0;0;0;0
langage de script;0;0;0.00638978;0;0;0;0.011236;0;0;0
interpréter;0;0;0;0;0.0075188;0;0;0.0105263;0;0
côté serveur;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0.0318725;0
serveur;0;0;0.0489297;0.0723982;0.0571429;0;0;0.0784314;0.0617761;0
côté client;0;0;0.0126984;0;0.0149254;0.0174672;0;0;0;0
manuel;0;0.00478469;0;0;0;0;0;0;0;0
français;0;0.00478469;0;0;0;0;0;0;0;0
typage;0;0.109244;0.0955224;0;0.0921502;0.106299;0.115385;0;0;0.106122
attention;0;0.037037;0.0250784;0;0.0294118;0;0;0;0;0.0358744
faute de frappe;0;0.00952381;0;0;0;0;0;0;0;0.00921659
entiers;0;0.109705;0.0958084;0;0.0924658;0;0.110577;0;0.0955882;0.102041
3.14;0;0.0188679;0;0;0.0149254;0;0;0;0;0.0182648
printf;0;0.037037;0;0;0.0294118;0;0;0;0.0318725;0.0358744
comparaison;0;0.0625;0.0492308;0;0;0;0;0.0686275;0.0581395;0.0606061
switch;0;0.175573;0.184438;0.182171;0;0;0.174468;0.190083;0.158784;0.166667
expr;0;0.00478469;0;0;0;0;0;0;0;0
spécifique;0;0.00478469;0;0;0;0;0;0;0;0
foreach;0;0.275081;0.287565;0.257235;0.271186;0.256881;0.222973;0;0.254386;0.268987
pointeur;0;0;0.00638978;0;0;0;0;0;0;0.00921659
list;0;0.037037;0.0250784;0;0;0;0;0;0.0318725;0.0358744
inverse;0;0.00478469;0;0;0;0;0;0;0;0
trie;0;0.00478469;0;0;0;0;0;0;0;0
concaténation;0;0.0714286;0;0;0.0571429;0.06639;0;0;0.0617761;0.0692641
accès;0;0.00478469;0;0;0;0;0;0;0;0
strcmp;0;0.00952381;0.00638978;0;0;0;0;0;0;0
trim;0;0.0714286;0.0489297;0;0.0571429;0.06639;0;0;0.0617761;0
casse;0;0.00952381;0;0;0.0075188;0;0;0;0;0
occurence;0;0.00478469;0;0;0;0;0;0;0;0
décompte;0;0.0188679;0.0126984;0;0;0.0174672;0;0;0;0
valeur de retour;0;0.037037;0.0250784;0;0;0.0343348;0;0;0.0318725;0
passage par référence;0;0.0188679;0;0.0191388;0;0;0;0;0;0.0182648
traiter;0;0.00478469;0;0;0;0;0;0;0;0
méthode;0;0.230769;0.255155;0.229032;0.246459;0.241486;0.235088;0.259516;0.258258;0
navigation;0;0.00952381;0;0.00966184;0;0;0;0;0;0
rouen;0;0.00478469;0;0;0;0;0;0;0;0
code postal;0;0.00952381;0;0;0;0.00881057;0;0;0;0
cle;0;0.037037;0.0250784;0.0375587;0;0;0;0;0.0318725;0
mot;0;0.120833;0.0877193;0.122363;0.109215;0.11284;0;0;0;0.121951
mot de passe;0;0.037037;0.0250784;0;0;0.0343348;0;0.0408163;0;0
rows;0;0.0188679;0;0;0;0.0174672;0;0;0.0161943;0
bouton radio;0;0.00952381;0;0;0;0.00881057;0;0;0;0
radio;0;0.037037;0;0.0375587;0;0.0343348;0;0;0.0318725;0
multiple;0;0.00952381;0;0;0;0;0;0;0.00816327;0
touche ctrl;0;0.00478469;0;0;0;0;0;0;0;0
transfert de fichier;0;0.00478469;0;0;0;0;0;0;0;0
fread;0;0.0188679;0.0126984;0.0191388;0;0;0;0;0;0
fin de fichier;0;0.00952381;0.00638978;0;0;0;0;0;0;0
existence;0;0.0188679;0;0;0.0149254;0.0174672;0;0;0;0
carte d’identité;0;0.00478469;0;0;0;0;0;0;0;0
mémoire vive;0;0.00478469;0;0;0;0;0;0;0;0
timestamp;0;0.0188679;0;0;0.0149254;0.0174672;0;0;0;0
vouloir;0;0.0714286;0.0489297;0;0.0571429;0.06639;0;0;0;0.0692641
session;0;0.0669643;0.0458716;0.0678733;0.0573477;0.0622407;0;0;0;0
temps;0;0.174905;0.163842;0.163498;0.169872;0.164286;0.163866;0;0.166102;0
généralement;0;0.00952381;0;0;0;0;0;0;0;0.00921659
min;0;0.00952381;0;0;0;0.00881057;0;0;0;0
correct;0;0.0188679;0;0;0;0.0174672;0;0;0;0.0182648
exe;0;0.00478469;0;0;0;0;0;0;0;0
xhtml;0;0.00952381;0.00638978;0;0;0;0;0;0;0
2.0;0;0.00478469;0;0;0;0;0;0;0;0
page;0;0;0.00320513;0;0;0;0;0;0;0
base;0;0;0.00320513;0;0;0;0;0;0;0
séparateur;0;0;0.00638978;0;0;0.00881057;0;0;0;0
bloc;0;0;0.0126984;0;0.0149254;0;0;0;0;0.0182648
portée;0;0;0.00320513;0;0;0;0;0;0;0
chaîne;0;0;0.0250784;0;0;0.0343348;0;0;0.0318725;0.0358744
supprimer;0;0;0.00320513;0;0;0;0;0;0;0
précédence;0;0;0.00638978;0;0;0;0;0;0;0.00921659
bits;0;0;0.0126984;0;0.0149254;0;0;0;0;0.0182648
incrémentation;0;0;0.00638978;0;0;0;0;0;0;0.00921659
opérateur logiques;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
strftime;0;0;0.00638978;0;0.0075188;0;0;0;0;0
phpmyadmin;0;0;0.0126984;0;0.0149254;0;0;0;0.0161943;0
modifier;0;0;0.00320513;0;0;0;0;0;0;0
numériques;0;0;0.00320513;0;0;0;0;0;0;0
réels;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
enum;0;0;0.00320513;0;0;0;0;0;0;0
time;0;0;0.0126984;0;0.0149254;0;0.0222222;0;0;0
sql;0;0;0.0489297;0;0.0571429;0.06639;0;0.0784314;0.0617761;0
innodb;0;0;0.00638978;0;0;0;0;0;0.00816327;0
fulltext;0;0;0.00320513;0;0;0;0;0;0;0
séquence;0;0;0.0489297;0;0;0.06639;0;0.0784314;0.0617761;0.0692641
fichier par;0;0;0.00320513;0;0;0;0;0;0;0
sortie;0;0;0.00638978;0;0;0;0;0;0;0.00921659
sortie standard;0;0;0.0126984;0.0191388;0.0149254;0;0;0;0;0
ecriture;0;0;0.0489297;0.0723982;0.0571429;0;0;0;0.0617761;0.0692641
fermer;0;0;0.00638978;0;0;0.00881057;0;0;0;0
système de fichiers;0;0;0.00320513;0;0;0;0;0;0;0
comparer;0;0;0.00320513;0;0;0;0;0;0;0
couleurs;0;0;0.0932945;0.135021;0.108108;0.124514;0;0;0.116364;0.129555
rectangle;0;0;0.00320513;0;0;0;0;0;0;0
polygones;0;0;0.00320513;0;0;0;0;0;0;0
programmation objet;0;0;0.0250784;0;0.0294118;0;0;0;0.0318725;0.0358744
opérateur;0;0;0.00638978;0;0;0;0;0.0105263;0;0
classe;0;0;0.0489297;0;0.0571429;0.06639;0;0.0784314;0.0617761;0
héritage;0;0;0.0938416;0;0.101351;0.121094;0;0.136364;0.109091;0.121457
polymorphisme;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
self;0;0;0.0126984;0;0.0149254;0;0;0;0.0161943;0
constructeurs;0;0;0.0938416;0;0.101351;0.121094;0;0.136364;0.109091;0.121457
destructeur;0;0;0.00320513;0;0;0;0;0;0;0
nouveauté;0;0;0.00320513;0;0;0;0;0;0;0
exceptions;0;0;0.00638978;0;0;0;0;0;0;0.00921659
sauvegarder;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
inspirer;0;0;0.00320513;0;0;0;0;0;0;0
langage c;0;0;0.0250784;0.0375587;0;0;0;0;0.0318725;0.0358744
rasmus lerdorf;0;0;0.00638978;0;0.0075188;0;0;0;0;0
site personnel;0;0;0.00320513;0;0;0;0;0;0;0
interpreter;0;0;0.00638978;0;0;0.00881057;0;0;0;0
contributeurs;0;0;0.00320513;0;0;0;0;0;0;0
juin;0;0;0.00638978;0;0.0075188;0;0;0;0;0
zeev suraski;0;0;0.00638978;0;0.0075188;0;0;0;0;0
modulaire;0;0;0.00638978;0;0.0075188;0;0;0;0;0
extensible;0;0;0.00320513;0;0;0;0;0;0;0
supplémentaires;0;0;0.0126984;0;0.0149254;0.0174672;0;0;0;0
manquer;0;0;0.00638978;0;0;0.00881057;0;0;0;0
cohérente;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
moteur;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
zend;0;0;0.00638978;0;0.0075188;0;0;0;0;0
zend engine;0;0;0.00638978;0;0.0075188;0;0;0;0;0
mai;0;0;0.00320513;0;0;0;0;0;0;0
c++;0;0;0.0489297;0.0723982;0.0571429;0.06639;0;0;0;0.0692641
xml;0;0;0.00638978;0;0;0.00881057;0;0;0;0
forum;0;0;0.00320513;0;0;0;0;0;0;0
messagerie;0;0;0.00638978;0;0;0;0;0;0.00816327;0
commerce électronique;0;0;0.00638978;0;0.0075188;0;0;0;0;0
banque;0;0;0.0126984;0.0191388;0;0.0174672;0;0;0;0
publication en ligne;0;0;0.00320513;0;0;0;0;0;0;0
lamp;0;0;0.0126984;0;0.0149254;0;0;0;0.0161943;0
linux;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0.0318725;0
incorporer;0;0;0.00320513;0;0;0;0;0;0;0
semblant;0;0;0.00320513;0;0;0;0;0;0;0
dédier;0;0;0.00320513;0;0;0;0;0;0;0
lire;0;0;0.0932945;0.135021;0.108108;0.124514;0;0;0.116364;0.129555
vitesse;0;0;0.00638978;0;0;0.00881057;0;0;0;0
côté;0;0;0.00320513;0;0;0;0;0;0;0
windows;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
vbscript;0;0;0.00320513;0;0;0;0;0;0;0
jscript;0;0;0.00320513;0;0;0;0;0;0;0
activex;0;0;0.00320513;0;0;0;0;0;0;0
portage;0;0;0.00320513;0;0;0;0;0;0;0
plate-forme;0;0;0.00638978;0;0;0;0;0;0;0.00921659
langage de programmation procédural;0;0;0.00638978;0;0.0075188;0;0;0;0;0
procédural;0;0;0.00320513;0;0;0;0;0;0;0
nécessaire;0;0;0.0250784;0.0375587;0;0.0343348;0;0;0;0.0358744
unix;0;0;0.0126984;0;0.0149254;0;0;0;0;0.0182648
mac;0;0;0.00638978;0;0.0075188;0;0;0;0;0
distribution linux;0;0;0.00638978;0;0.0075188;0;0;0;0;0
mode;0;0;0.0932945;0.135021;0.108108;0.124514;0;0;0.116364;0.129555
répertoire personnel;0;0;0.00320513;0;0;0;0;0;0;0
complexe;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
uvre;0;0;0.0250784;0.0375587;0;0.0343348;0;0;0;0.0358744
employer;0;0;0.00638978;0;0.0075188;0;0;0;0;0
easyphp;0;0;0.00320513;0;0;0;0;0;0;0
coloration syntaxique;0;0;0.00320513;0;0;0;0;0;0;0
w3c;0;0;0.0250784;0.0375587;0;0.0343348;0;0;0.0318725;0
css;0;0;0.00320513;0;0;0;0;0;0;0
entête;0;0;0.0250784;0;0;0.0343348;0;0;0.0318725;0.0358744
mozilla;0;0;0.00638978;0.00966184;0;0;0;0;0;0
galeon;0;0;0.00320513;0;0;0;0;0;0;0
konqueror;0;0;0.00320513;0;0;0;0;0;0;0
compatibles;0;0;0.00638978;0;0;0;0;0;0;0.00921659
bordélique;0;0;0.00320513;0;0;0;0;0;0;0
endroit;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0.0318725;0
web;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
souple;0;0;0.00320513;0;0;0;0;0;0;0
point-virgule;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
sensible;0;0;0.0250784;0.0375587;0.0294118;0.0343348;0;0;0;0
lettre;0;0;0.00638978;0;0.0075188;0;0;0;0;0
contexte;0;0;0.00638978;0;0;0;0;0;0;0.00921659
transtypage;0;0;0.0250784;0.0375587;0;0.0343348;0;0;0;0.0358744
signe égal;0;0;0.00320513;0;0;0;0;0;0;0
sans;0;0;0.00320513;0;0;0;0;0;0;0
echo;0;0;0.00638978;0;0;0.00881057;0;0;0;0
affiche;0;0;0.00638978;0;0;0;0;0;0.00816327;0
globale;0;0;0.0250784;0;0;0.0343348;0;0;0.0318725;0.0358744
variable locale;0;0;0.0126984;0;0;0;0.0222222;0;0;0.0182648
locale;0;0;0.00638978;0;0;0;0.011236;0;0;0
grand nombre;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
files;0;0;0;0;0;0.0174672;0.0222222;0;0;0.0182648
upload;0;0;0.00320513;0;0;0;0;0;0;0
env;0;0;0.0250784;0;0.0294118;0;0.0434783;0;0.0318725;0
cache;0;0;0.00638978;0;0.0075188;0;0;0;0;0
dynamique;0;0;0.00320513;0;0;0;0;0;0;0
ambiguïté;0;0;0.00320513;0;0;0;0;0;0;0
chaîne vide;0;0;0.00638978;0;0;0.00881057;0;0;0;0
booléenne;0;0;0.00320513;0;0;0;0;0;0;0
architecture;0;0;0.00638978;0;0.0075188;0;0;0;0;0
nombre à virgule flottante;0;0;0.0126984;0.0191388;0;0;0;0;0.0161943;0
puissance de 10;0;0;0.00320513;0;0;0;0;0;0;0
ascii;0;0;0.0126984;0.0191388;0;0;0;0;0;0.0182648
unicode;0;0;0.00320513;0;0;0;0;0;0;0
échapper;0;0;0.00320513;0;0;0;0;0;0;0
lf;0;0;0.00320513;0;0;0;0;0;0;0
carriage return;0;0;0.00320513;0;0;0;0;0;0;0
cr;0;0;0.00320513;0;0;0;0;0;0;0
antislash;0;0;0.00638978;0;0;0.00881057;0;0;0;0
notation octale;0;0;0.00320513;0;0;0;0;0;0;0
notation hexadécimale;0;0;0.00320513;0;0;0;0;0;0;0
hexadécimale;0;0;0.00320513;0;0;0;0;0;0;0
égal;0;0;0.0489297;0.0723982;0;0.06639;0;0;0.0617761;0.0692641
valeur numérique;0;0;0.00638978;0;0;0;0;0;0.00816327;0
numérique;0;0;0.0126984;0;0;0;0.0222222;0;0.0161943;0
val;0;0;0.00320513;0;0;0;0;0;0;0
table de hachage;0;0;0.0126984;0.0191388;0;0;0;0;0;0.0182648
hachage;0;0;0.0250784;0.0375587;0.0294118;0;0;0;0;0.0358744
pile;0;0;0.0126984;0;0.0149254;0;0;0;0;0.0182648
séparer;0;0;0.0126984;0;0.0149254;0;0;0;0;0.0182648
volée;0;0;0.00320513;0;0;0;0;0;0;0
class;0;0;0.00638978;0;0;0;0;0;0;0.00921659
constantes;0;0;0.00638978;0;0;0;0;0;0.00816327;0
casse;0;0;0.00320513;0;0;0;0;0;0;0
redéfinir;0;0;0.00320513;0;0;0;0;0;0;0
integer;0;0;0.0489297;0;0.0571429;0.06639;0;0.0784314;0;0.0692641
gauche;0;0;0.00638978;0;0;0;0;0;0;0.00921659
droite;0;0;0.0126984;0.0191388;0;0;0;0;0;0.0182648
croître;0;0;0.00320513;0;0;0;0;0;0;0
associativité;0;0;0.00320513;0;0;0;0;0;0;0
division;0;0;0.0250784;0;0;0.0343348;0;0;0.0318725;0.0358744
multiplication;0;0;0.0932945;0.135021;0.108108;0.124514;0;0;0.116364;0.129555
division par deux;0;0;0.00320513;0;0;0;0;0;0;0
deux;0;0;0.00638978;0;0;0.00881057;0;0;0;0
message;0;0;0.0250784;0;0.0294118;0;0;0.0408163;0;0.0358744
oeil;0;0;0.00320513;0;0;0;0;0;0;0
affiche;0;0;0.0250784;0.0375587;0;0.0343348;0;0;0;0.0358744
exécutée;0;0;0.00320513;0;0;0;0;0;0;0
conditionnelle;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
sorte;0;0;0.00320513;0;0;0;0;0;0;0
ressembler à;0;0;0.00638978;0;0;0.00881057;0;0;0;0
homologue;0;0;0.00320513;0;0;0;0;0;0;0
impossible;0;0;0.0250784;0;0.0294118;0.0343348;0;0;0;0.0358744
existe;0;0;0.00638978;0;0;0.00881057;0;0;0;0
appel de fonction;0;0;0.00638978;0;0;0;0;0;0;0.00921659
valeur par défaut;0;0;0.0489297;0.0723982;0.0571429;0.06639;0;0;0.0617761;0
type de valeurs;0;0;0.00638978;0;0;0;0;0.0105263;0;0
devoir;0;0;0.00638978;0;0;0.00881057;0;0;0;0
couvrir;0;0;0.00320513;0;0;0;0;0;0;0
rappel;0;0;0.0892857;0.0970464;0.0962199;0.102362;0.110577;0;0.099631;0
limitation;0;0;0.00320513;0;0;0;0;0;0;0
conteneur;0;0;0.00638978;0;0;0;0;0;0;0.00921659
droit;0;0;0.0250784;0.0375587;0.0294118;0.0343348;0;0;0;0
chose;0;0;0.0250784;0.0375587;0.0294118;0.0343348;0;0;0;0
premier;0;0;0.00638978;0;0;0.00881057;0;0;0;0
choix multiples;0;0;0.00320513;0;0;0;0;0;0;0
vin;0;0;0.00320513;0;0;0;0;0;0;0
format de date;0;0;0.00320513;0;0;0;0;0;0;0
langue anglaise;0;0;0.0489297;0.0723982;0;0.06639;0;0;0.0617761;0.0692641
français;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
système;0;0;0.0489297;0;0.0571429;0.06639;0;0;0.0617761;0.0692641
semaine;0;0;0.00638978;0;0;0.00881057;0;0;0;0
heure internet;0;0;0.00320513;0;0;0;0;0;0;0
internet;0;0;0.0489297;0;0.0571429;0.06639;0;0;0.0617761;0.0692641
vendredi;0;0;0.00638978;0;0.0075188;0;0;0;0;0
janvier;0;0;0.00320513;0;0;0;0;0;0;0
hiver;0;0;0.00320513;0;0;0;0;0;0;0
heure de greenwich;0;0;0.00320513;0;0;0;0;0;0;0
dec;0;0;0.00320513;0;0;0;0;0;0;0
fuseau horaire;0;0;0.00320513;0;0;0;0;0;0;0
dimanche;0;0;0.0126984;0;0.0149254;0.0174672;0;0;0;0
samedi;0;0;0.00638978;0;0.0075188;0;0;0;0;0
lundi;0;0;0.00638978;0;0.0075188;0;0;0;0;0
second;0;0;0.00320513;0;0;0;0;0;0;0
fonction;0;0;0.00320513;0;0;0;0;0;0;0
siècle;0;0;0.00320513;0;0;0;0;0;0;0
numérique;0;0;0.00320513;0;0;0;0;0;0;0
intervalle;0;0;0.00320513;0;0;0;0;0;0;0
semaine 1;0;0;0.00320513;0;0;0;0;0;0;0
abréviation;0;0;0.00320513;0;0;0;0;0;0;0
littéral;0;0;0.0126984;0;0;0.0174672;0;0;0;0.0182648
september;0;0;0.00320513;0;0;0;0;0;0;0
septembre;0;0;0.00638978;0;0.0075188;0;0;0;0;0
semaine 3;0;0;0.00320513;0;0;0;0;0;0;0
système de gestion;0;0;0.0126984;0;0.0149254;0.0174672;0;0;0;0
système de gestion de base de donnée;0;0;0.0126984;0.0191388;0;0.0174672;0;0;0;0
relationnel;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
open source;0;0;0.0126984;0;0;0;0;0;0.0161943;0.0182648
mysql ab;0;0;0.00320513;0;0;0;0;0;0;0
licence;0;0;0.00638978;0;0;0.00881057;0;0;0;0
licence gpl;0;0;0.00638978;0;0;0.00881057;0;0;0;0
support technique;0;0;0.00320513;0;0;0;0;0;0;0
hébergeur;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
étrangères;0;0;0.00320513;0;0;0;0;0;0;0
notamment;0;0;0.00638978;0;0.0075188;0;0;0;0;0
delete;0;0;0.0250784;0;0.0294118;0.0343348;0;0.0408163;0;0
moteur de recherche;0;0;0.00320513;0;0;0;0;0;0;0
sqlplus;0;0;0.00320513;0;0;0;0;0;0;0
intuitif;0;0;0.00320513;0;0;0;0;0;0;0
toolkit;0;0;0.00638978;0;0;0;0;0;0;0.00921659
qt;0;0;0.00320513;0;0;0;0;0;0;0
macos;0;0;0.00638978;0;0.0075188;0;0;0;0;0
configuration;0;0;0.00638978;0;0;0;0;0;0.00816327;0
ip;0;0;0.00638978;0;0;0;0;0;0.00816327;0
doute;0;0;0.00638978;0;0;0.00881057;0;0;0;0
administrateur;0;0;0.00638978;0;0;0.00881057;0;0;0;0
mise à jour;0;0;0.0250784;0;0;0.0343348;0.0434783;0;0;0.0358744
insert;0;0;0.0126984;0;0;0;0;0.0208333;0.0161943;0
possible;0;0;0.0126984;0;0.0149254;0.0174672;0;0;0;0
varchar;0;0;0.00638978;0;0.0075188;0;0;0;0;0
tenir compte;0;0;0.00638978;0;0;0.00881057;0;0;0;0
quantité variables;0;0;0.00320513;0;0;0;0;0;0;0
medium;0;0;0.00320513;0;0;0;0;0;0;0
tris;0;0;0.00320513;0;0;0;0;0;0;0
champ de;0;0;0.00638978;0;0;0;0;0;0;0.00921659
insérer;0;0;0.00638978;0;0;0;0;0;0;0.00921659
plupart;0;0;0.00638978;0;0;0.00881057;0;0;0;0
préférence;0;0;0.00320513;0;0;0;0;0;0;0
février;0;0;0.00320513;0;0;0;0;0;0;0
mise;0;0;0.0126984;0;0;0.0174672;0;0;0.0161943;0
