X ; C1 ; C12 ; C13 ; C14 ; C16 ; C18 ; C2 ; C4 ; C7 ; C8 ; C9
affichage bn:00010421n ; 0 ; 0 ; 0.000976562 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000976562 ; 0
gras bn:00011848n ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125
fois bn:00032768n ; 0 ; 0 ; 0.00195312 ; 0.00195312 ; 0 ; 0 ; 0 ; 0.00195312 ; 0 ; 0 ; 0
chemin bn:03131414n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
lien hypertextes bn:00045513n ; 0 ; 0.00195312 ; 0 ; 0 ; 0.00195312 ; 0 ; 0 ; 0 ; 0.00195312 ; 0 ; 0
url bn:00079080n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000976562 ; 0 ; 0 ; 0.000976562 ; 0
textuels bn:00111786a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
case à cocher bn:03157691n ; 0 ; 0.00390625 ; 0.00390625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00390625 ; 0.00390625 ; 0
page web dynamique bn:00937946n ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
post bn:01500184n ; 0 ; 0 ; 0 ; 0 ; 0.000976562 ; 0.000976562 ; 0 ; 0 ; 0 ; 0 ; 0
champ de saisie bn:03113401n ; 0 ; 0.00390625 ; 0 ; 0 ; 0.00390625 ; 0.00390625 ; 0 ; 0 ; 0.00390625 ; 0 ; 0
size bn:03645138n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
nombre bn:00058285n ; 0 ; 0 ; 0 ; 0 ; 0.000488281 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
text bn:14981519n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000488281 ; 0 ; 0
vide bn:00087578v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
liste déroulante bn:00028831n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
sélectionner bn:00084931v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
déclencher bn:00082306v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
réinitialisation bn:00067306n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
langage impératif bn:01246770n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
impératif bn:00104644a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
zones bn:00005513n ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.00390625 ; 0 ; 0 ; 0 ; 0.00390625 ; 0 ; 0.00390625 ; 0.00390625 ; 0
affectation bn:02806034n ; 0 ; 0.0078125 ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0.0078125 ; 0.0078125
booléen bn:00294693n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000976562 ; 0 ; 0 ; 0 ; 0 ; 0.000976562
réalité bn:00066414n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
concatène bn:00085508v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
addition bn:00001296n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
soustraction bn:00055233n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
multiplié bn:00090977v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
modulo bn:00553864n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
égalité bn:00031284n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
logiques bn:00051845n ; 0 ; 0 ; 0.00195312 ; 0 ; 0 ; 0.00195312 ; 0 ; 0.00195312 ; 0 ; 0 ; 0
syntaxe bn:00062118n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0.0078125 ; 0.0078125 ; 0 ; 0.0078125 ; 0.0078125 ; 0
case bn:04777941n ; 0 ; 0 ; 0.0078125 ; 0.0078125 ; 0.0078125 ; 0 ; 0 ; 0.0078125 ; 0 ; 0.0078125 ; 0
associer bn:00082868v ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0
personne bn:00046516n ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0
prenom bn:15996005n ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0
structure de contrôle bn:00047734n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00195312 ; 0.00195312 ; 0.00195312 ; 0
définition bn:00025928n ; 0 ; 0 ; 0.00390625 ; 0 ; 0 ; 0 ; 0.00390625 ; 0 ; 0.00390625 ; 0.00390625 ; 0
initialiser bn:00089742v ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
dépendre bn:00086606v ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
méthode post bn:00045088n ; 0 ; 0 ; 0.000488281 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fermeture bn:16858148n ; 0 ; 0 ; 0.00195312 ; 0.00195312 ; 0 ; 0 ; 0.00195312 ; 0 ; 0 ; 0 ; 0
passwd bn:14874750n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
machine bn:00054050n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125
mysql bn:01225760n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00195312 ; 0 ; 0.00195312 ; 0.00195312 ; 0
salaire bn:15928884n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
phase bn:00061898n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
être utile bn:00085368v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
boucle while bn:03237310n ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0
jour bn:00000086n ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125
euro bn:00031888n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
etc bn:00114282r ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
programmation bn:00021493n ; 0 ; 0 ; 0 ; 0.00195312 ; 0 ; 0 ; 0 ; 0 ; 0.00195312 ; 0.00195312 ; 0
détruire bn:00084204v ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0.015625 ; 0
second bn:00105773a ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
ordinateur bn:00021464n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
licence bn:00050986n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
licence gnu bn:01157379n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
gnu bn:00324017n ; 0.125 ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
gnu free documentation licence bn:01157394n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
anglais bn:00030862n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
free software bn:00182120n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
free software foundation bn:01158352n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
quatrième de couverture bn:00032652n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
copie bn:00087583v ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
paris bn:00015540n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0
france bn:00036202n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
fax bn:00032653n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
e-mail bn:00029345n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
programmation web bn:03446093n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125
installation bn:03478637n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
configuration bn:03088982n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
session bn:03751534n ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625
chaîne bn:00074685n ; 0.00390625 ; 0 ; 0.00390625 ; 0 ; 0 ; 0 ; 0.00390625 ; 0.00390625 ; 0 ; 0 ; 0
rappel bn:03490040n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0
document web bn:03606607n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
composer bn:14766022n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
délimiteur bn:03371342n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
coordonnées bn:00022459n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
côté serveur bn:03816678n ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0
côté client bn:03163702n ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125
applets bn:00005083n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
activex bn:03829972n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
plugins bn:00001275n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
httpd bn:16913184n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
script bn:01431715n ; 0.000976562 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000976562 ; 0
mod_perl bn:01549964n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
servlets bn:03188848n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
bonjour bn:00043620n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
hériter bn:00043823n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
bibliothèques bn:00050969n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
logiciel open source bn:01157392n ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
licence php bn:03293781n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
rasmus lerdorf bn:03232211n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
publique bn:00109211a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
livre d’or bn:03888259n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
compteur bn:00023158n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
zeev suraski bn:00571154n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
netcraft bn:03608511n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
zend bn:03133191n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
société privée bn:00036346n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
interpréter bn:00089840v ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
calcul mathématique bn:00014689n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
mathématique bn:00106488a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
licence open source bn:01530143n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
télécharger bn:14037830n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
serveur bn:00044916n ; 0.000976562 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.000976562 ; 0 ; 0
tar.gz bn:16068787n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
help bn:13915186n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
serveur apache bn:01932513n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
httpd.conf bn:03668763n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
debian bn:03704159n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
comportement bn:00009657n ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
complexe bn:00100148a ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
gestion bn:00053116n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
relatifs bn:00109123a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
type bn:00016413n ; 0.00390625 ; 0 ; 0.00390625 ; 0 ; 0 ; 0 ; 0 ; 0.00390625 ; 0 ; 0.00390625 ; 0
opérateurs bn:16281811n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
nombre entiers bn:00047009n ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
nombre à virgule flottante bn:00035278n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0
variable de type bn:02158332n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
base 10 bn:00025700n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
base 8 bn:01534404n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
double bn:00101728a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
backslash bn:00988551n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
valeur numérique bn:00000451n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
numérique bn:00107649a ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
list bn:04720346n ; 0.015625 ; 0 ; 0.015625 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0
pointeur bn:03222272n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
cmp bn:00119381n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
cle bn:04756252n ; 0.00390625 ; 0 ; 0.00390625 ; 0.00390625 ; 0 ; 0 ; 0 ; 0 ; 0.00390625 ; 0 ; 0
portée bn:03460088n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
globales bn:00103624a ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
affiche bn:15173511n ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
bloc bn:03098513n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
statiques bn:00111112a ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
récursives bn:00109560a ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
ambiguïté bn:00003266n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
méthode bn:01641329n ; 0.00195312 ; 0 ; 0.00195312 ; 0.00195312 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
disponibles bn:00097848a ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
query_string bn:03583474n ; 0.125 ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
integer bn:00691555n ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
string bn:00050078n ; 0.25 ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
contraire bn:00100398a ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
