X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
zones bn:00005513n ; 0 ; 0 ; 0.0227273 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.156863 ; 0.186047 ; 0.136752 ; 0.144144 ; 0 ; 0 ; 0.158416
case bn:04777941n ; 0.186667 ; 0.168675 ; 0.148515 ; 0 ; 0 ; 0.146789 ; 0 ; 0 ; 0.138614
associer bn:00082868v ; 0 ; 0 ; 0.0851064 ; 0 ; 0.0733945 ; 0.0776699 ; 0 ; 0 ; 0.0860215
personne bn:00046516n ; 0 ; 0 ; 0.137255 ; 0.162791 ; 0.12931 ; 0 ; 0 ; 0.225806 ; 0.15
méthode post bn:00045088n ; 0 ; 0.181818 ; 0.171429 ; 0 ; 0 ; 0.178571 ; 0.177419 ; 0.185714 ; 0.173077
fermeture bn:16858148n ; 0.316239 ; 0 ; 0.350746 ; 0.352459 ; 0.342466 ; 0.319444 ; 0 ; 0.293578 ; 0.384615
machine bn:00054050n ; 0 ; 0 ; 0.0444444 ; 0 ; 0.0380952 ; 0.040404 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0.0851064 ; 0.102564 ; 0.0733945 ; 0.0776699 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0212766 ; 0
jour bn:00000086n ; 0.0634921 ; 0 ; 0.0444444 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0
programmation bn:00021493n ; 0.287356 ; 0.212121 ; 0 ; 0.242424 ; 0.222222 ; 0.233333 ; 0 ; 0 ; 0.210526
site bn:00047172n ; 0.186667 ; 0.168675 ; 0.148515 ; 0.162791 ; 0.13913 ; 0 ; 0 ; 0 ; 0
france bn:00036202n ; 0 ; 0.0147059 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.056338 ; 0 ; 0 ; 0.0380952 ; 0.040404 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0194175 ; 0 ; 0 ; 0.0416667 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0851064 ; 0 ; 0.0733945 ; 0.0776699 ; 0 ; 0 ; 0.0860215
serveur bn:00044916n ; 0 ; 0 ; 0.241379 ; 0.254902 ; 0.223077 ; 0.224 ; 0 ; 0.333333 ; 0.254386
côté client bn:03163702n ; 0 ; 0 ; 0.0444444 ; 0 ; 0.0380952 ; 0.040404 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0 ; 0.0851064 ; 0 ; 0.0733945 ; 0.0776699 ; 0.181818 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.242424 ; 0.245614 ; 0.26 ; 0.217054 ; 0.227642 ; 0 ; 0 ; 0.226087
pointeur bn:03222272n ; 0 ; 0 ; 0.0114943 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.056338 ; 0.0444444 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0449438
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00980392 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.216981 ; 0 ; 0.233645 ; 0.263566 ; 0.246032 ; 0.225 ; 0.255814 ; 0.235294
cle bn:04756252n ; 0 ; 0.106667 ; 0.0851064 ; 0.102564 ; 0 ; 0 ; 0 ; 0 ; 0.0860215
mot bn:00081546n ; 0 ; 0.168675 ; 0.148515 ; 0.162791 ; 0.13913 ; 0.126126 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.056338 ; 0 ; 0 ; 0.0380952 ; 0.040404 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0851064 ; 0.102564 ; 0.0733945 ; 0.0776699 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0733945 ; 0.0776699 ; 0 ; 0.148148 ; 0.0860215
opérateur bn:16281811n ; 0 ; 0 ; 0.0114943 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0 ; 0.0851064 ; 0 ; 0.0733945 ; 0.0776699 ; 0 ; 0 ; 0.0860215
moteur bn:00030850n ; 0 ; 0 ; 0.0444444 ; 0 ; 0.0380952 ; 0.040404 ; 0 ; 0 ; 0
xml bn:02771436n ; 0 ; 0 ; 0.0227273 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0.0444444 ; 0 ; 0 ; 0.040404 ; 0 ; 0 ; 0.0449438
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0104167 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0206186 ; 0.0526316 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0.0229885
affiche bn:00087013v ; 0 ; 0 ; 0.0444444 ; 0.0540541 ; 0 ; 0.040404 ; 0 ; 0 ; 0
configuration bn:03088982n ; 0 ; 0 ; 0.0227273 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0229885
insert bn:03795444n ; 0 ; 0 ; 0.0444444 ; 0 ; 0 ; 0 ; 0 ; 0.08 ; 0.0449438
varchar bn:01838409n ; 0 ; 0 ; 0.0227273 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0227273 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.0114943 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0.0444444 ; 0 ; 0 ; 0.040404 ; 0 ; 0.08 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0277778 ; 0 ; 0.0206186 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0540541 ; 0 ; 0 ; 0 ; 0.08 ; 0.0449438
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0.0229885
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0.0229885
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0104167 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0104167 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0206186 ; 0 ; 0 ; 0.0229885
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0104167 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0116279
