X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
vide bn:00087578v ; 0.0103093 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
liste déroulante bn:00028831n ; 0.04 ; 0 ; 0 ; 0.0380952 ; 0 ; 0.0330579 ; 0 ; 0 ; 0
sélectionner bn:00084931v ; 0.0204082 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
déclencher bn:00082306v ; 0.0204082 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
réinitialisation bn:00067306n ; 0.0204082 ; 0.0169492 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage bn:00049910n ; 0.388601 ; 0.321101 ; 0.377358 ; 0.365 ; 0.394366 ; 0.389423 ; 0 ; 0.335052 ; 0.425837
langage impératif bn:01246770n ; 0.0103093 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
impératif bn:00104644a ; 0.0204082 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
utilisateur bn:00079373n ; 0 ; 0 ; 0.117647 ; 0.136752 ; 0.113475 ; 0.120301 ; 0 ; 0 ; 0.112676
affectation bn:02806034n ; 0.107143 ; 0.107692 ; 0.104478 ; 0 ; 0 ; 0.10687 ; 0.123711 ; 0 ; 0
booléen bn:00294693n ; 0.184 ; 0.2 ; 0.178082 ; 0.195312 ; 0 ; 0 ; 0.176991 ; 0.208696 ; 0
réalité bn:00066414n ; 0.0204082 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
concatène bn:00085508v ; 0.0103093 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
addition bn:00001296n ; 0.0769231 ; 0 ; 0.0625 ; 0 ; 0 ; 0.064 ; 0 ; 0 ; 0.0597015
soustraction bn:00055233n ; 0.04 ; 0 ; 0 ; 0 ; 0 ; 0.0330579 ; 0 ; 0 ; 0.0307692
multiplié bn:00090977v ; 0.0103093 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
modulo bn:00553864n ; 0.04 ; 0 ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0307692
égalité bn:00031284n ; 0.04 ; 0 ; 0 ; 0.0380952 ; 0.0310078 ; 0 ; 0 ; 0 ; 0
logiques bn:00051845n ; 0.305263 ; 0.346734 ; 0.36 ; 0 ; 0.378109 ; 0.358586 ; 0.294444 ; 0.278075 ; 0.349515
syntaxe bn:00062118n ; 0.226562 ; 0 ; 0.190789 ; 0.218045 ; 0.207792 ; 0.202703 ; 0 ; 0 ; 0.191083
case bn:04777941n ; 0.133929 ; 0.113636 ; 0.110294 ; 0 ; 0 ; 0.121212 ; 0 ; 0 ; 0.105634
associer bn:00082868v ; 0 ; 0 ; 0.0625 ; 0 ; 0.0601504 ; 0.064 ; 0 ; 0 ; 0.0597015
prenom bn:15996005n ; 0.170732 ; 0 ; 0 ; 0 ; 0.168919 ; 0.145833 ; 0.172727 ; 0.163793 ; 0.152318
structure de contrôle bn:00047734n ; 0.226562 ; 0.195946 ; 0.198675 ; 0 ; 0.192308 ; 0.219178 ; 0 ; 0 ; 0.183544
définition bn:00025928n ; 0.226562 ; 0 ; 0.190789 ; 0.218045 ; 0.207792 ; 0.202703 ; 0 ; 0 ; 0.191083
initialiser bn:00089742v ; 0.1875 ; 0.194444 ; 0.189189 ; 0 ; 0.183007 ; 0.193103 ; 0.212389 ; 0 ; 0
dépendre bn:00086606v ; 0.04 ; 0 ; 0.0322581 ; 0 ; 0 ; 0.0330579 ; 0 ; 0 ; 0
méthode post bn:00045088n ; 0.0103093 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fermeture bn:16858148n ; 0.294118 ; 0 ; 0.275862 ; 0.28481 ; 0.312139 ; 0.258621 ; 0 ; 0.277027 ; 0.310345
passwd bn:14874750n ; 0.0204082 ; 0 ; 0 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00787402
phase bn:00061898n ; 0.04 ; 0 ; 0 ; 0 ; 0.0310078 ; 0.0330579 ; 0 ; 0 ; 0
être utile bn:00085368v ; 0.04 ; 0 ; 0.0322581 ; 0 ; 0 ; 0.0330579 ; 0 ; 0 ; 0
boucle while bn:03237310n ; 0.04 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.043956 ; 0.0307692
euro bn:00031888n ; 0.0204082 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
etc bn:00114282r ; 0.142857 ; 0 ; 0.117647 ; 0 ; 0.113475 ; 0.120301 ; 0 ; 0 ; 0.112676
programmation bn:00021493n ; 0.214286 ; 0.168919 ; 0 ; 0.19697 ; 0.174194 ; 0.208333 ; 0 ; 0 ; 0.180645
site bn:00047172n ; 0 ; 0 ; 0 ; 0.0380952 ; 0 ; 0.0330579 ; 0 ; 0 ; 0.0307692
détruire bn:00084204v ; 0.04 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0470588 ; 0 ; 0.0307692
second bn:00105773a ; 0.04 ; 0 ; 0.0322581 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0307692
ordinateur bn:00021464n ; 0.04 ; 0 ; 0 ; 0 ; 0 ; 0.0330579 ; 0 ; 0 ; 0.0307692
université de rouen bn:00601230n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de programmation bn:00064652n ; 0 ; 0.0984848 ; 0.103704 ; 0.111111 ; 0.1 ; 0.114504 ; 0 ; 0 ; 0
évolué bn:00084199v ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
crée bn:00086008v ; 0 ; 0.0169492 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0.0240964 ; 0 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0601504 ; 0.064 ; 0 ; 0 ; 0.0597015
serveur bn:00044916n ; 0 ; 0 ; 0.111111 ; 0.119658 ; 0.0992908 ; 0 ; 0 ; 0.135922 ; 0.114286
manuel bn:00099315a ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
français bn:00103321a ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
attention bn:00007020n ; 0 ; 0.0333333 ; 0.0322581 ; 0 ; 0.0310078 ; 0 ; 0 ; 0 ; 0
faute de frappe bn:00031482n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
entiers bn:00047009n ; 0 ; 0.121212 ; 0.117647 ; 0 ; 0.113475 ; 0 ; 0.164948 ; 0 ; 0.112676
3.14 bn:00062194n ; 0 ; 0.0169492 ; 0 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
printf bn:03243783n ; 0 ; 0.0333333 ; 0 ; 0 ; 0.0310078 ; 0 ; 0 ; 0 ; 0.0307692
comparaison bn:00021304n ; 0 ; 0.0645161 ; 0.0625 ; 0 ; 0 ; 0 ; 0 ; 0.0842105 ; 0.0597015
switch bn:01071927n ; 0 ; 0.225352 ; 0.186667 ; 0.21374 ; 0 ; 0 ; 0.230088 ; 0.218487 ; 0.187097
expr bn:03120209n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
spécifique bn:00111003a ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.282353 ; 0.290698 ; 0.26087 ; 0.297143 ; 0.295858 ; 0.316547 ; 0 ; 0.273743
inverse bn:00056301n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
trie bn:02479296n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
concaténation bn:03489514n ; 0 ; 0.0645161 ; 0 ; 0 ; 0.0601504 ; 0.064 ; 0 ; 0 ; 0.0597015
accès bn:00000759n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
strcmp bn:13958358n ; 0 ; 0.0169492 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
trim bn:00074703n ; 0 ; 0.121212 ; 0.117647 ; 0 ; 0.113475 ; 0.120301 ; 0 ; 0 ; 0.112676
occurence bn:00047732n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
décompte bn:00086432v ; 0 ; 0.0333333 ; 0.0322581 ; 0 ; 0 ; 0.0330579 ; 0 ; 0 ; 0
valeur de retour bn:03828774n ; 0 ; 0.0645161 ; 0.0625 ; 0 ; 0 ; 0.064 ; 0 ; 0 ; 0.0597015
passage par référence bn:14985956n ; 0 ; 0.0169492 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0 ; 0
traiter bn:00092034v ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.2375 ; 0 ; 0.22 ; 0.224852 ; 0.236025 ; 0.244275 ; 0.215827 ; 0.253012
navigation bn:00057073n ; 0 ; 0.0169492 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0 ; 0
rouen bn:03268781n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
code postal bn:00063770n ; 0 ; 0.0169492 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
cle bn:04756252n ; 0 ; 0.0645161 ; 0.0625 ; 0.0733945 ; 0 ; 0 ; 0 ; 0 ; 0.0597015
mot bn:00081546n ; 0 ; 0.0984848 ; 0.103704 ; 0.111111 ; 0.1 ; 0.114504 ; 0 ; 0 ; 0
mot de passe bn:00023218n ; 0 ; 0.0645161 ; 0.0625 ; 0 ; 0 ; 0.064 ; 0 ; 0.0842105 ; 0
rows bn:03611246n ; 0 ; 0.0333333 ; 0 ; 0 ; 0 ; 0.0330579 ; 0 ; 0 ; 0.0307692
bouton radio bn:03157702n ; 0 ; 0.0169492 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
radio bn:00065899n ; 0 ; 0.0645161 ; 0 ; 0.0733945 ; 0 ; 0.064 ; 0 ; 0 ; 0.0597015
multiple bn:00056285n ; 0 ; 0.0169492 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625
touche ctrl bn:00020947n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
transfert de fichier bn:03563534n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
fread bn:13825823n ; 0 ; 0.0333333 ; 0.0322581 ; 0.0380952 ; 0 ; 0 ; 0 ; 0 ; 0
fin de fichier bn:02781064n ; 0 ; 0.0169492 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
existence bn:00009676n ; 0 ; 0.0333333 ; 0 ; 0 ; 0.0310078 ; 0.0330579 ; 0 ; 0 ; 0
carte d’identité bn:00015915n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mémoire vive bn:00066091n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
vouloir bn:00095629v ; 0 ; 0.0645161 ; 0.0625 ; 0 ; 0.0601504 ; 0.064 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0.0169492 ; 0 ; 0.0194175 ; 0 ; 0 ; 0 ; 0 ; 0
temps bn:00077270n ; 0 ; 0.282353 ; 0.290698 ; 0.26087 ; 0.297143 ; 0.295858 ; 0.316547 ; 0 ; 0.273743
généralement bn:00114778r ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
min bn:00055094n ; 0 ; 0.0169492 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
correct bn:00100490a ; 0 ; 0.0169492 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
exe bn:14503132n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
xhtml bn:01163644n ; 0 ; 0.0169492 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
2.0 bn:00074217n ; 0 ; 0.00854701 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
page bn:00060158n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
base bn:00008786n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
séparateur bn:03371342n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
bloc bn:03098513n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
portée bn:03460088n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0.015625
supprimer bn:00087533v ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
précédence bn:01410322n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
bits bn:00010731n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
incrémentation bn:01936826n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
opérateur logiques bn:00051853n ; 0 ; 0 ; 0.0322581 ; 0 ; 0 ; 0.0330579 ; 0 ; 0 ; 0.0307692
strftime bn:03338250n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
phpmyadmin bn:03382496n ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0 ; 0 ; 0 ; 0.0307692
modifier bn:00003127n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
numériques bn:00107651a ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
réels bn:00066395n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
enum bn:02324948n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
time bn:03389905n ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0 ; 0.0470588 ; 0 ; 0
sql bn:02266432n ; 0 ; 0 ; 0.117647 ; 0 ; 0.113475 ; 0.120301 ; 0 ; 0.15534 ; 0.112676
innodb bn:01067935n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625
fulltext bn:00508617n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
séquence bn:00070574n ; 0 ; 0 ; 0.0625 ; 0 ; 0 ; 0.064 ; 0 ; 0.0842105 ; 0.0597015
fichier par bn:03318531n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sortie bn:01541423n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sortie standard bn:01496506n ; 0 ; 0 ; 0.0322581 ; 0.0380952 ; 0.0310078 ; 0 ; 0 ; 0 ; 0
ecriture bn:00081714n ; 0 ; 0 ; 0.0625 ; 0.0733945 ; 0.0601504 ; 0 ; 0 ; 0 ; 0.0597015
fermer bn:00085170v ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
système de fichiers bn:00034429n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
comparer bn:00085450v ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
couleurs bn:00020726n ; 0 ; 0 ; 0.117647 ; 0.136752 ; 0.113475 ; 0.120301 ; 0 ; 0 ; 0.112676
rectangle bn:00066608n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
polygones bn:00063423n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
programmation objet bn:00058448n ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0 ; 0 ; 0 ; 0.0307692
classe bn:03608262n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0601504 ; 0.064 ; 0 ; 0 ; 0.0597015
héritage bn:00043822n ; 0 ; 0 ; 0.117647 ; 0 ; 0.113475 ; 0.120301 ; 0 ; 0.15534 ; 0.112676
polymorphisme bn:01974384n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625
self bn:03432485n ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0 ; 0 ; 0 ; 0.0307692
constructeurs bn:03834827n ; 0 ; 0 ; 0.117647 ; 0 ; 0.113475 ; 0.120301 ; 0 ; 0.15534 ; 0.112676
destructeur bn:01558988n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
nouveauté bn:00049321n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
sauvegarder bn:00093281v ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0.0330579 ; 0 ; 0 ; 0
inspirer bn:00084021v ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage c bn:00014377n ; 0 ; 0 ; 0.0322581 ; 0.0380952 ; 0 ; 0 ; 0 ; 0 ; 0.0307692
rasmus lerdorf bn:03232211n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
site personnel bn:01605102n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
interpreter bn:00047204n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
contributeurs bn:04850445n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
juin bn:00048592n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
zeev suraski bn:00571154n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
modulaire bn:00106842a ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
extensible bn:00102618a ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
supplémentaires bn:00111488a ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0.0330579 ; 0 ; 0 ; 0
manquer bn:00090161v ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
cohérente bn:00099970a ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
zend bn:03133191n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
zend engine bn:01337536n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
mai bn:00053941n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
c++ bn:03586438n ; 0 ; 0 ; 0.0625 ; 0.0733945 ; 0.0601504 ; 0.064 ; 0 ; 0 ; 0
forum bn:14251420n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
messagerie bn:00030257n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625
commerce électronique bn:00029344n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
banque bn:00008364n ; 0 ; 0 ; 0.0322581 ; 0.0380952 ; 0 ; 0.0330579 ; 0 ; 0 ; 0
publication en ligne bn:01180578n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
lamp bn:01708928n ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0 ; 0 ; 0 ; 0.0307692
linux bn:00051427n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0601504 ; 0.064 ; 0 ; 0 ; 0.0597015
incorporer bn:00089664v ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
semblant bn:00045960n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
dédier bn:00085427v ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
lire bn:00066357n ; 0 ; 0 ; 0.117647 ; 0.136752 ; 0.113475 ; 0.120301 ; 0 ; 0 ; 0.112676
vitesse bn:00073258n ; 0 ; 0 ; 0.0163934 ; 0 ; 0 ; 0.0168067 ; 0 ; 0 ; 0
côté bn:00110607a ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
windows bn:00081305n ; 0 ; 0 ; 0.0322581 ; 0 ; 0.0310078 ; 0.0330579 ; 0 ; 0 ; 0
vbscript bn:02626435n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
jscript bn:01995344n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
activex bn:03829972n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
portage bn:01430733n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
plate-forme bn:00062900n ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de programmation procédural bn:01706415n ; 0 ; 0 ; 0.0163934 ; 0 ; 0.015748 ; 0 ; 0 ; 0 ; 0
procédural bn:00109049a ; 0 ; 0 ; 0.00826446 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
nécessaire bn:00107182a ; 0 ; 0 ; 0.0322581 ; 0.0380952 ; 0 ; 0.0330579 ; 0 ; 0 ; 0
