X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9
personne bn:00046516n ; 0 ; 0 ; 0.0838323 ; 0.0838323 ; 0.0898204 ; 0 ; 0 ; 0.0838323 ; 0.0898204
méthode post bn:00045088n ; 0 ; 0.0838323 ; 0.107784 ; 0 ; 0 ; 0.11976 ; 0.0778443 ; 0.0658683 ; 0.107784
fermeture bn:16858148n ; 0.215569 ; 0 ; 0.269461 ; 0.251497 ; 0.287425 ; 0.263473 ; 0 ; 0.179641 ; 0.287425
machine bn:00054050n ; 0 ; 0 ; 0.0239521 ; 0 ; 0.0239521 ; 0.0239521 ; 0 ; 0 ; 0
mysql bn:01225760n ; 0 ; 0 ; 0.0479042 ; 0.0479042 ; 0.0479042 ; 0.0479042 ; 0 ; 0 ; 0
salaire bn:15928884n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0
jour bn:00000086n ; 0.0239521 ; 0 ; 0.0239521 ; 0 ; 0 ; 0.0239521 ; 0 ; 0 ; 0
programmation bn:00021493n ; 0.143713 ; 0.11976 ; 0 ; 0.137725 ; 0.161677 ; 0.167665 ; 0 ; 0 ; 0.143713
site bn:00047172n ; 0.0479042 ; 0.0479042 ; 0.0479042 ; 0 ; 0.0479042 ; 0 ; 0 ; 0 ; 0
france bn:00036202n ; 0 ; 0.00598802 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.0239521 ; 0 ; 0 ; 0.0239521 ; 0.0239521 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0.011976 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0479042 ; 0 ; 0.0479042 ; 0.0479042 ; 0 ; 0 ; 0.0479042
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0
côté client bn:03163702n ; 0 ; 0 ; 0.0239521 ; 0 ; 0.0239521 ; 0.0239521 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0 ; 0.0479042 ; 0 ; 0.0479042 ; 0.0479042 ; 0.0479042 ; 0 ; 0
foreach bn:03463379n ; 0 ; 0.143713 ; 0.167665 ; 0.155689 ; 0.167665 ; 0.167665 ; 0 ; 0 ; 0.155689
pointeur bn:03222272n ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
list bn:04720346n ; 0 ; 0.0239521 ; 0.0239521 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0239521
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.11976 ; 0 ; 0.143713 ; 0.197605 ; 0.179641 ; 0.113772 ; 0.11976 ; 0.161677
cle bn:04756252n ; 0 ; 0.0479042 ; 0.0479042 ; 0.0479042 ; 0 ; 0 ; 0 ; 0 ; 0.0479042
mot bn:00081546n ; 0 ; 0.0838323 ; 0.0898204 ; 0.0838323 ; 0.0958084 ; 0.0838323 ; 0 ; 0 ; 0
timestamp bn:03603649n ; 0 ; 0.0239521 ; 0 ; 0 ; 0.0239521 ; 0.0239521 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0479042 ; 0.0479042 ; 0.0479042 ; 0.0479042 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0.011976 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0 ; 0.0479042 ; 0 ; 0.0479042 ; 0.0479042 ; 0 ; 0 ; 0.0479042
moteur bn:00030850n ; 0 ; 0 ; 0.0239521 ; 0 ; 0.0239521 ; 0.0239521 ; 0 ; 0 ; 0
xml bn:02771436n ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0.0239521 ; 0 ; 0 ; 0.0239521 ; 0 ; 0 ; 0.0239521
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.011976 ; 0.011976 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0 ; 0.011976
affiche bn:00087013v ; 0 ; 0 ; 0.0239521 ; 0.0239521 ; 0 ; 0.0239521 ; 0 ; 0 ; 0
configuration bn:03088982n ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.011976
insert bn:03795444n ; 0 ; 0 ; 0.0239521 ; 0 ; 0 ; 0 ; 0 ; 0.0239521 ; 0.0239521
varchar bn:01838409n ; 0 ; 0 ; 0.011976 ; 0 ; 0.011976 ; 0 ; 0 ; 0 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.011976 ; 0 ; 0.011976 ; 0 ; 0 ; 0 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0.0239521 ; 0 ; 0 ; 0.0239521 ; 0 ; 0.0239521 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.011976 ; 0 ; 0.011976 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0239521 ; 0 ; 0 ; 0 ; 0.0239521 ; 0.0239521
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0 ; 0.011976
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0 ; 0.011976
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.011976 ; 0 ; 0 ; 0.011976
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00598802 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00598802
