X ; C11 ; C15 ; C17 ; C19 ; C3 ; C5 ; C6
gestion contenu bn:01533805n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
phpmyadmin bn:03382496n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
communication bn:00021221n ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0
bilan bn:00008060n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
enonce bn:00079416n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
schema bn:16884119n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
schema conceptuel bn:03558829n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
premier bn:00103006a ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
utilisabilité bn:02245863n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
dépendant bn:00086606v ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
interactifs bn:00105260a ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
déterminante bn:00101009a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
véhiculer bn:00085769v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
illustrer bn:00087826v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
internet bn:00024712n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
juste bn:00114626r ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
client serveur bn:03496583n ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
cours en ligne bn:03617678n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
zones bn:00005513n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
python bn:01713224n ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0 ; 0
moindre bn:00105825a ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
perl bn:01723165n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
hit bn:00044278n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
système de gestion bn:01510781n ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0
système de gestion de base de donnée bn:14249264n ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
sélectionner bn:00084931v ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
post bn:01500184n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
concaténer bn:00085508v ; 0 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
url bn:00079080n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
sensibles bn:00104681a ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125
convient bn:00094581v ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
circonstances bn:00019220n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
macromedia bn:01011718n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
macromedia dreamweaver bn:02545116n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
insertion bn:02234787n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625
aller bn:00040833n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
zone de texte bn:03113401n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
webmail bn:03631242n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
valeur par défaut bn:03854990n ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0
finale bn:00102969a ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
porter bn:00016278n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
rows bn:03611246n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
menu bn:00021485n ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0
variable bn:00113503a ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
sélection multiple bn:05019947n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
multiple bn:00107028a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
précèdent bn:00091926v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
indispensable bn:00104964a ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
possible bn:00108829a ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0 ; 0
afficher bn:00087013v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0
parfois bn:00117070r ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
nécessaire bn:00107182a ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
sélection simple bn:05019938n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
distance bn:00027749n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
affichage bn:00010421n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
accesskey bn:01689926n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
vouloir bn:00095629v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
courants bn:00024510n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
endroit bn:00062699n ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0
symbole bn:00075652n ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
alternatif bn:00096897a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
math bn:00053823n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
histoire bn:00044268n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
document object model bn:03762301n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
consortium bn:00022016n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
détecter bn:00086708v ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0
class bn:03598962n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625
déclencher bn:00082306v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
qualificatif bn:00055488n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
variable booléenne bn:00294693n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625
examiner bn:00074790n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
contexte bn:00022168n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
encodage bn:00030696n ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0 ; 0
commentaires bn:00020978n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0
boîte de dialogue bn:00026837n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
modèle objet bn:00058448n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
document bn:00087138v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
identique bn:00104508a ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
fichier batch bn:00744119n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
touche de tabulation bn:00075801n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
supplémentaires bn:00111488a ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0 ; 0
label bn:00066581n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
également bn:00115274r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
personne bn:00046516n ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0 ; 0 ; 0
menu en cascade bn:00016397n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
langage objets bn:00058453n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
délicat bn:00101358a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
feuilles de style bn:00802225n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
feuilles de style en cascade bn:01642119n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125
mise en page bn:01681906n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
fonctionnement bn:00036838n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625
stratégie bn:00069579n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
feuille de style bn:00074837n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
concept bn:00021547n ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
abstrait bn:00096212a ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
concrétisation bn:00066410n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
sens bn:00046139n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
double point bn:00020704n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
point-virgule bn:00070420n ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
applicables bn:00097372a ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
élément html bn:02104867n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
contextuels bn:00100369a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
rouge bn:00066631n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625
éditeur de texte bn:00076736n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
pixel bn:00061282n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
signaler bn:00071525n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
éditeur html bn:00895215n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
partielle bn:00108290a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
tenir compte bn:00082541v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
hiérarchie bn:00044017n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
algorithme bn:00002705n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
énoncé bn:00087699v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
valables bn:00113486a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
retrouver bn:00088204v ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125
href bn:00045513n ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0
type de fichier bn:01156328n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
styler bn:00042550n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
arial bn:01485779n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
helvetica bn:00043646n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
script côté client bn:03689253n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
interactivité bn:03489302n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
invoquer bn:00082770v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
semaine bn:00043484n ; 0 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125
sommes bn:00082322v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125
concaténation bn:03489514n ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0 ; 0
souplesse bn:00035191n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
client mail bn:03183100n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
travers bn:00042404n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625
e-mail bn:00029345n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
mailto bn:03829206n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
intéressant bn:00105276a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
clic bn:00019758n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125 ; 0
vide bn:00087578v ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
text bn:14981519n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
minimale bn:00106755a ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
avoir lieu bn:00085337v ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
adresse email bn:02312462n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
fourniture bn:00075322n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
mise bn:00016287n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
list bn:04720346n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
renard bn:00036129n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
sports bn:00006759n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
tennis bn:00050287n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
basket bn:00008889n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
tulipe bn:00078559n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
liste déroulante bn:00028831n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
prénom bn:15996005n ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0.03125
applications web bn:02246184n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
w3c bn:02673666n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
dtd bn:15232677n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0
logiciel bn:00021497n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
open source bn:01157392n ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
code source bn:00072947n ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0 ; 0
statiques bn:00111112a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
configuration bn:03088982n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
évidente bn:00097350a ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
second bn:00105773a ; 0 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125
exécutable bn:00102521a ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
système d bn:04836299n ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
microsoft bn:01165400n ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0 ; 0
microsoft internet information server bn:01364468n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
choix bn:00018661n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
programmation procédurale bn:01706415n ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125
procédurale bn:00109049a ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
httpd.conf bn:03668763n ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
common gateway interface bn:03588331n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
disponibles bn:00097846a ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
fichier pdf bn:01745594n ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0
animation flash bn:00890589n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
xml bn:02771436n ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0 ; 0 ; 0
sauve bn:00093279v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
système de fichiers bn:00034429n ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0 ; 0.0625 ; 0.0625
davantage bn:00116284r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
interbase bn:00968039n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
postgresql bn:01709156n ; 0 ; 0 ; 0 ; 0 ; 0.015625 ; 0.015625 ; 0
ibm db2 bn:00637255n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
odbc bn:14228731n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
informix bn:03306725n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125 ; 0
ingres bn:03724918n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
délimiter bn:00086464v ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
séparateurs bn:03371342n ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0.015625 ; 0
fin de ligne bn:00051314n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
signe dollar bn:00028116n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
barre oblique bn:00026814n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
oblique bn:00107678a ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
originale bn:00107979a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
entiers bn:00047009n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125
globale bn:00103624a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0
dehors bn:00114309r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
illustre bn:00110549a ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
variable globale bn:02011863n ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
portee bn:03460088n ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
web bn:00080772n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625 ; 0
décorer bn:00082387v ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
caractère de soulignement bn:14528514n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
couple bn:00012597n ; 0 ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0.0625
extérieur bn:03882811n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
méthode bn:01641329n ; 0 ; 0 ; 0.0078125 ; 0 ; 0 ; 0 ; 0
détails bn:00067417n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
identifiables bn:00104510a ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
adresse ip bn:00706454n ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
entité html bn:01327413n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
lettre bn:00003057n ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125
quelconque bn:00097433a ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625 ; 0
programmeur bn:00020358n ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125
nombre à virgule flottante bn:00035278n ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
ainsi bn:00117173r ; 0 ; 0.03125 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0
chaîne vide bn:03716205n ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0
base décimale bn:00025700n ; 0 ; 0 ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0.03125
hexadécimal bn:00104145a ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
octal bn:01534404n ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625 ; 0.0625
environ bn:00114074r ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
bits bn:00010731n ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.015625
décimaux bn:15004607n ; 0 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125
répandre bn:00084556v ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
ordre de grandeur bn:00052758n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
64 bit bn:00695610n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
décimale bn:02649777n ; 0 ; 0 ; 0 ; 0.0625 ; 0.0625 ; 0.0625 ; 0.0625
égalité bn:00031284n ; 0 ; 0.0625 ; 0 ; 0.0625 ; 0.0625 ; 0 ; 0.0625
échapper bn:00083961v ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125
école bn:00069619n ; 0 ; 0 ; 0.125 ; 0.125 ; 0.125 ; 0.125 ; 0.125
inverse bn:00105377a ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
barre oblique inverse bn:00988551n ; 0 ; 0 ; 0 ; 0.015625 ; 0 ; 0.015625 ; 0
classiques bn:00019566n ; 0 ; 0.125 ; 0.125 ; 0 ; 0.125 ; 0.125 ; 0.125
concert bn:00021559n ; 0 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25 ; 0.25
incrémentation bn:01936826n ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
opérateur logiques bn:00051853n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0078125 ; 0
doute bn:00028425n ; 0 ; 0 ; 0.03125 ; 0.03125 ; 0 ; 0.03125 ; 0
conditionnelle bn:00100214a ; 0 ; 0 ; 0 ; 0.03125 ; 0 ; 0.03125 ; 0.03125
