X;C1.csv;C2.csv;C4.csv;C7.csv;C8.csv;C9.csv
rappel;0;0;0.137931;0.129032;0;0.125
sgbdr;0;0;0.0384615;0;0;0
logiciel libre;0;0;0;0.0357143;0;0
conception de site web;0;0;0;0.0357143;0;0
formulaire web;0;0;0;0.0357143;0;0
envoyé;0;0;0;0.0357143;0;0
inutile;0;0;0;0.0357143;0;0
numérique;0;0;0;0.0689655;0;0.0666667
age;0;0;0;0.0357143;0;0
marie;0;0;0;0.0357143;0;0
super;0;0;0;0.0357143;0;0
italie;0;0;0;0.0357143;0;0
couple;0;0;0;0.0357143;0;0
variables locales;0;0;0;0.0357143;0;0
locales;0;0;0;0.0357143;0;0
stocker;0;0;0;0.0357143;0;0
variable globale;0;0;0;0.0357143;0;0
autre;0;0;0;0.0357143;0;0
généralité;0;0;0;0.0357143;0;0
oublier;0;0;0;0.0357143;0;0
time;0;0;0;0.0357143;0;0
provenance;0;0;0;0.0357143;0;0
tableau associatifs;0;0;0;0.0357143;0;0
env;0;0;0;0.0689655;0;0.0666667
files;0;0;0;0.0357143;0;0
attribution;0;0;0;0.0357143;0;0
valeur;0;0;0;0.0357143;0;0
visite;0;0;0;0.0357143;0;0
màj;0;0;0;0.0357143;0;0
site web dynamique;0;0;0;0;0.0714286;0.0666667
séquence;0;0;0;0;0.0714286;0.0666667
invisible;0;0;0;0;0.037037;0
final;0;0;0;0;0.0714286;0.0666667
integer;0;0;0;0;0.037037;0
type de valeur;0;0;0;0;0.037037;0
opérateur;0;0;0;0;0.037037;0
message;0;0;0;0;0.037037;0
associa;0;0;0;0;0.037037;0
héritage;0;0;0;0;0.0714286;0.0666667
opéra;0;0;0;0;0.037037;0
constructeur;0;0;0;0;0.0714286;0.0666667
manager;0;0;0;0;0.037037;0
champ;0;0;0;0;0.037037;0
limiter;0;0;0;0;0.037037;0
man;0;0;0;0;0.037037;0
femme;0;0;0;0;0.0714286;0.0666667
set;0;0;0;0;0.0714286;0.0666667
diagramme;0;0;0;0;0.037037;0
être;0;0;0;0;0.037037;0
prix unitaire;0;0;0;0;0.037037;0
boucle for;0;0;0;0;0.0714286;0.0666667
bienvenue;0;0;0;0;0.037037;0
ar;0;0;0;0;0.037037;0
bibliothèque;0;0;0;0;0.037037;0
disponibles;0;0;0;0;0.037037;0
insert;0;0;0;0;0.0714286;0.0666667
travers;0;0;0;0;0.037037;0
host;0;0;0;0;0.0714286;0.0666667
sql;0;0;0;0;0.0714286;0.0666667
agit;0;0;0;0;0.037037;0
delete;0;0;0;0;0.037037;0
indépendante;0;0;0;0;0.037037;0
ouverture de session;0;0;0;0;0.037037;0
uml;0;0;0;0;0.037037;0
page;0;0;0;0;0.037037;0
ici;0;0;0;0;0.037037;0
juste;0;0;0;0;0.037037;0
nouvelle ligne;0;0;0;0;0.037037;0
constante;0;0;0;0;0;0.0344828
tim;0;0;0;0;0;0.0344828
tim berners-lee;0;0;0;0;0;0.0344828
héberger;0;0;0;0;0;0.0344828
internet;0;0;0;0;0;0.0344828
messagerie;0;0;0;0;0;0.0344828
messagerie instantanée;0;0;0;0;0;0.0344828
open source;0;0;0;0;0;0.0344828
grand nombre;0;0;0;0;0;0.0344828
facebook;0;0;0;0;0;0.0344828
wikipédia;0;0;0;0;0;0.0344828
configuration;0;0;0;0;0;0.0344828
wamp;0;0;0;0;0;0.0344828
mamp;0;0;0;0;0;0.0344828
xampp;0;0;0;0;0;0.0344828
editeur de texte;0;0;0;0;0;0.0344828
styler;0;0;0;0;0;0.0344828
variable de type;0;0;0;0;0;0.0344828
base 10;0;0;0;0;0;0.0344828
affiche;0;0;0;0;0;0.0344828
opérateur logiques;0;0;0;0;0;0.0344828
division;0;0;0;0;0;0.0344828
valeur numérique;0;0;0;0;0;0.0344828
inférieur;0;0;0;0;0;0.0344828
système;0;0;0;0;0;0.0344828
système d’exploitation;0;0;0;0;0;0.0344828
linux;0;0;0;0;0;0.0344828
sizeof;0;0;0;0;0;0.0344828
globales;0;0;0;0;0;0.0344828
conditionnel;0;0;0;0;0;0.0344828
accepter;0;0;0;0;0;0.0344828
cappuccino;0;0;0;0;0;0.0344828
type de retour;0;0;0;0;0;0.0344828
redéfinition;0;0;0;0;0;0.0344828
récursives;0;0;0;0;0;0.0344828
erreur de programmation;0;0;0;0;0;0.0344828
entité;0;0;0;0;0;0.0344828
entité html;0;0;0;0;0;0.0344828
balise html;0;0;0;0;0;0.0344828
contraire;0;0;0;0;0;0.0344828
nombre premier;0;0;0;0;0;0.0344828
coordonnées;0;0;0;0;0;0.0344828
français;0;0;0;0;0;0.0344828
pouvoir;0;0;0;0;0;0.0344828
confidentiel;0;0;0;0;0;0.0344828
adresse ip;0;0;0;0;0;0.0344828
ip;0;0;0;0;0;0.0344828
réutiliser;0;0;0;0;0;0.0344828
endroit;0;0;0;0;0;0.0344828
code;0;0;0;0;0;0.0344828
survient;0;0;0;0;0;0.0344828
ainsi;0;0;0;0;0;0.0344828
démarrer;0;0;0;0;0;0.0344828
infinité;0;0;0;0;0;0.0344828
moindre;0;0;0;0;0;0.0344828
avant;0;0;0;0;0;0.0344828
seconde;0;0;0;0;0;0.0344828
déconnexion;0;0;0;0;0;0.0344828
visible;0;0;0;0;0;0.0344828
poo;0;0;0;0;0;0.0344828
classe type;0;0;0;0;0;0.0344828
concept;0;0;0;0;0;0.0344828
réutilisation;0;0;0;0;0;0.0344828
caractéristique;0;0;0;0;0;0.0344828
hériter;0;0;0;0;0;0.0344828
final;0;0;0;0;0;0.0344828
intrinsèque;0;0;0;0;0;0.0344828
polymorphisme;0;0;0;0;0;0.0344828
encapsulation;0;0;0;0;0;0.0344828
public;0;0;0;0;0;0.0344828
sommes;0;0;0;0;0;0.0344828
self;0;0;0;0;0;0.0344828
parent;0;0;0;0;0;0.0344828
mère;0;0;0;0;0;0.0344828
classe abstraite;0;0;0;0;0;0.0344828
abstraite;0;0;0;0;0;0.0344828
implémentation;0;0;0;0;0;0.0344828
abstraire;0;0;0;0;0;0.0344828
attribut;0;0;0;0;0;0.0344828
dérivée;0;0;0;0;0;0.0344828
logiciel système;0;0;0;0;0;0.0344828
complexité;0;0;0;0;0;0.0344828
postgresql;0;0;0;0;0;0.0344828
mariadb;0;0;0;0;0;0.0344828
relationnel;0;0;0;0;0;0.0344828
modèle relationnel;0;0;0;0;0;0.0344828
firebird;0;0;0;0;0;0.0344828
ingres;0;0;0;0;0;0.0344828
hsqldb;0;0;0;0;0;0.0344828
oracle database;0;0;0;0;0;0.0344828
microsoft sql server;0;0;0;0;0;0.0344828
db2;0;0;0;0;0;0.0344828
maxdb;0;0;0;0;0;0.0344828
informix;0;0;0;0;0;0.0344828
sybase;0;0;0;0;0;0.0344828
zodb;0;0;0;0;0;0.0344828
db4o;0;0;0;0;0;0.0344828
berkeley db;0;0;0;0;0;0.0344828
nosql;0;0;0;0;0;0.0344828
cassandra;0;0;0;0;0;0.0344828
redis;0;0;0;0;0;0.0344828
bigtable;0;0;0;0;0;0.0344828
couchdb;0;0;0;0;0;0.0344828
hbase;0;0;0;0;0;0.0344828
leveldb;0;0;0;0;0;0.0344828
phpmyadmin;0;0;0;0;0;0.0344828
hébergeur;0;0;0;0;0;0.0344828
root;0;0;0;0;0;0.0344828
libérer;0;0;0;0;0;0.0344828
supprimer;0;0;0;0;0;0.0344828
example.com;0;0;0;0;0;0.0344828
aller;0;0;0;0;0;0.0344828
transaction;0;0;0;0;0;0.0344828
isolation;0;0;0;0;0;0.0344828
durabilité;0;0;0;0;0;0.0344828
électricité;0;0;0;0;0;0.0344828
rollback;0;0;0;0;0;0.0344828
système d;0;0;0;0;0;0.0344828
verrou;0;0;0;0;0;0.0344828
panne;0;0;0;0;0;0.0344828
gérer;0;0;0;0;0;0.0344828
moteur;0;0;0;0;0;0.0344828
populaire;0;0;0;0;0;0.0344828
ouvrir;0;0;0;0;0;0.0344828
supporter;0;0;0;0;0;0.0344828
null;0;0;0;0;0;0.0344828
innodb;0;0;0;0;0;0.0344828
specification;0;0;0;0;0;0.0344828
cours en ligne;0;0;0;0;0;0.0344828
