Concept ID;Level;Type Obj/Att;Nb Obj;Nb Att;Objects/Attributes;
0;5;Objects;0;18;
0;5;Attributes;0;18;C1;C11;C12;C13;C14;C15;C16;C17;C18;C19;C2;C3;C4;C5;C6;C7;C8;C9;
1;3;Objects;1;4;fichier bn:00021475n;
1;3;Attributes;1;4;C15;C17;C19;C2;
2;4;Objects;1;7;client bn:00019764n;
2;4;Attributes;1;7;C13;C16;C18;C2;C5;C7;C8;
3;3;Objects;1;6;donnée bn:00025314n;
3;3;Attributes;1;6;C11;C15;C18;C6;C8;C9;
4;3;Objects;1;4;php bn:01753580n;
4;3;Attributes;1;4;C12;C2;C5;C8;
5;2;Objects;1;2;texte bn:00076732n;
24;2;Attributes;2;3;C2;C5;C8;
25;3;Objects;2;3;client bn:00019764n;site bn:00047172n;
25;3;Attributes;2;3;C13;C7;C8;
26;3;Objects;2;3;client bn:00019764n;types bn:00016413n;
26;3;Attributes;2;3;C16;C18;C2;
27;3;Objects;2;3;client bn:00019764n;serveur bn:00044916n;
27;3;Attributes;2;3;C13;C18;C2;
28;2;Objects;2;2;client bn:00019764n;classes bn:03608262n;
28;2;Attributes;2;2;C16;C8;
29;3;Objects;2;4;base de donnée bn:00025333n;donnée bn:00025314n;
29;3;Attributes;2;4;C11;C15;C18;C6;
30;2;Objects;2;2;donnée bn:00025314n;text bn:14981519n;
30;2;Attributes;2;2;C8;C9;
31;2;Objects;2;2;donnée bn:00025314n;types bn:00016413n;
31;2;Attributes;2;2;C18;C9;
32;2;Objects;2;2;donnée bn:00025314n;langage de script bn:01431715n;
32;2;Attributes;2;2;C11;C9;
33;2;Objects;2;2;php bn:01753580n;méthode post bn:00045088n;
33;2;Attributes;2;2;C12;C5;
34;2;Objects;2;2;php bn:01753580n;types bn:00016413n;
34;2;Attributes;2;2;C12;C2;
35;2;Objects;2;2;code bn:00020354n;site bn:00047172n;
35;2;Attributes;2;2;C19;C8;
36;2;Objects;2;2;méthode post bn:00045088n;langage de script bn:01431715n;
36;2;Attributes;2;2;C12;C4;
37;2;Objects;2;2;programmation bn:00021493n;types bn:00016413n;
37;2;Attributes;2;2;C12;C16;
38;2;Objects;2;2;site bn:00047172n;header bn:00043309n;
38;2;Attributes;2;2;C19;C7;
39;3;Objects;2;3;types bn:00016413n;langage de script bn:01431715n;
39;3;Attributes;2;3;C12;C17;C9;
40;2;Objects;2;3;types bn:00016413n;chaîne bn:00074685n;
40;2;Attributes;2;3;C12;C17;C18;
41;2;Objects;2;2;langage de script bn:01431715n;nécessaire bn:00107182a;
41;2;Attributes;2;2;C11;C17;
42;2;Objects;2;2;chaîne bn:00074685n;timestamp bn:03603649n;
42;2;Attributes;2;2;C3;C7;
43;2;Objects;2;2;chaîne bn:00074685n;echo bn:03626250n;
43;2;Attributes;2;2;C17;C3;
44;2;Objects;3;2;fichier bn:00021475n;commentaire bn:00020978n;types bn:00016413n;
44;2;Attributes;3;2;C17;C2;
45;2;Objects;3;2;client bn:00019764n;donnée bn:00025314n;cle bn:04756252n;
45;2;Attributes;3;2;C18;C8;
46;2;Objects;3;2;client bn:00019764n;url bn:00079080n;site bn:00047172n;
46;2;Attributes;3;2;C13;C7;
47;2;Objects;3;2;client bn:00019764n;case à cocher bn:03157691n;types bn:00016413n;
47;2;Attributes;3;2;C16;C2;
48;2;Objects;3;2;client bn:00019764n;text bn:14981519n;site bn:00047172n;
48;2;Attributes;3;2;C13;C8;
49;2;Objects;3;2;client bn:00019764n;types bn:00016413n;serveur bn:00044916n;
49;2;Attributes;3;2;C18;C2;
50;2;Objects;3;2;base de donnée bn:00025333n;donnée bn:00025314n;null bn:15898583n;
50;2;Attributes;3;2;C18;C6;
51;2;Objects;4;2;client bn:00019764n;case bn:04777941n;chaîne bn:00074685n;header bn:00043309n;
51;2;Attributes;4;2;C18;C7;
52;2;Objects;4;2;syntaxe bn:00062118n;types bn:00016413n;langage de script bn:01431715n;chaîne bn:00074685n;
52;2;Attributes;4;2;C12;C17;
53;1;Objects;5;1;méthode post bn:00045088n;langage de script bn:01431715n;list bn:04720346n;positionnement bn:00030615n;info bn:00046698n;
53;1;Attributes;5;1;C4;
54;1;Objects;6;1;fichier bn:00021475n;base de donnée bn:00025333n;donnée bn:00025314n;définition bn:00025928n;méthode bn:01641329n;rue bn:00074595n;
54;1;Attributes;6;1;C15;
55;1;Objects;6;1;base de donnée bn:00025333n;donnée bn:00025314n;personne bn:00046516n;varchar bn:01838409n;insert bn:03795444n;null bn:15898583n;
55;1;Attributes;6;1;C6;
56;1;Objects;7;1;commentaire bn:00020978n;gras bn:00011848n;lien hypertextes bn:00045513n;text bn:14981519n;méthode post bn:00045088n;programmation web bn:03446093n;thomas bn:00005240n;
56;1;Attributes;7;1;C14;
57;1;Objects;7;1;class bn:03598962n;chaîne bn:00074685n;méthode bn:01641329n;timestamp bn:03603649n;echo bn:03626250n;file bn:00065682n;exception bn:00032118n;
57;1;Attributes;7;1;C3;
58;1;Objects;8;1;fichier bn:00021475n;code bn:00020354n;utilisateur bn:00079373n;site bn:00047172n;afficher bn:00087013v;header bn:00043309n;wamp bn:01708928n;realisateur bn:00027369n;
58;1;Attributes;8;1;C19;
59;1;Objects;8;1;client bn:00019764n;php bn:01753580n;méthode post bn:00045088n;composer bn:14766022n;configuration bn:03088982n;xml bn:02771436n;doctype bn:15839327n;symfony bn:02798620n;
59;1;Attributes;8;1;C5;
60;1;Objects;9;1;base de donnée bn:00025333n;donnée bn:00025314n;sélectionner bn:00084931v;entités bn:00031027n;langage de script bn:01431715n;nécessaire bn:00107182a;helvetica bn:00043646n;information bn:00046705n;impossible bn:00104687a;
60;1;Attributes;9;1;C11;
61;1;Objects;9;1;php bn:01753580n;syntaxe bn:00062118n;structure de contrôle bn:00047734n;méthode post bn:00045088n;programmation bn:00021493n;types bn:00016413n;langage de script bn:01431715n;chaîne bn:00074685n;fonctionnalité bn:00036836n;
61;1;Attributes;9;1;C12;
62;1;Objects;10;1;donnée bn:00025314n;text bn:14981519n;zones bn:00005513n;types bn:00016413n;langage de script bn:01431715n;afficher bn:00087013v;mot bn:00081546n;visiteur bn:03106425n;moteur bn:00030850n;transaction bn:01403911n;
62;1;Attributes;10;1;C9;
63;1;Objects;12;1;client bn:00019764n;texte bn:00076732n;url bn:00079080n;text bn:14981519n;site bn:00047172n;internet bn:00024712n;système bn:15125301n;menu bn:00021485n;serveur bn:00044916n;sauvegarder bn:00093281v;couleurs bn:00020726n;id bn:03885719n;
63;1;Attributes;12;1;C13;
64;1;Objects;12;1;client bn:00019764n;case à cocher bn:03157691n;utilisateur bn:00079373n;passwd bn:14874750n;programmation bn:00021493n;types bn:00016413n;web bn:00080772n;méthode bn:01641329n;programmation web bn:03446093n;classes bn:03608262n;attribut bn:00007068n;head bn:02338897n;
64;1;Attributes;12;1;C16;
65;1;Objects;13;1;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;texte bn:00076732n;concerner bn:00083240v;délimiter bn:00086464v;zones bn:00005513n;utilisateur bn:00079373n;associer bn:00082868v;personne bn:00046516n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;
65;1;Attributes;13;1;C1;
66;1;Objects;13;1;fichier bn:00021475n;commentaire bn:00020978n;fois bn:00032768n;syntaxe bn:00062118n;types bn:00016413n;langage de script bn:01431715n;nécessaire bn:00107182a;chaîne bn:00074685n;mode bn:00033729n;bits bn:00010731n;pouvoir bn:00084450v;easyphp bn:14837849n;echo bn:03626250n;
66;1;Attributes;13;1;C17;
67;1;Objects;15;1;fichier bn:00021475n;client bn:00019764n;php bn:01753580n;commentaire bn:00020978n;délimiter bn:00086464v;case à cocher bn:03157691n;types bn:00016413n;côté serveur bn:03816678n;serveur bn:00044916n;côté client bn:03163702n;casse bn:03225002n;interpréter bn:00089840v;pointeur bn:03222272n;exe bn:14503132n;inverse bn:00056301n;
67;1;Attributes;15;1;C2;
68;1;Objects;15;1;client bn:00019764n;url bn:00079080n;langage bn:00049910n;case bn:04777941n;fermeture bn:16858148n;site bn:00047172n;session bn:03751534n;avoir accès bn:00082209v;chaîne bn:00074685n;timestamp bn:03603649n;france bn:00036202n;header bn:00043309n;valeur bn:00079508n;généralité bn:00041249n;autre bn:00108013a;
68;1;Attributes;15;1;C7;
69;1;Objects;17;1;navigateur bn:00013447n;client bn:00019764n;base de donnée bn:00025333n;donnée bn:00025314n;javascript bn:00055423n;nombre bn:00058285n;affectation bn:02806034n;case bn:04777941n;mysql bn:01225760n;types bn:00016413n;valeur par défaut bn:03854990n;serveur bn:00044916n;chaîne bn:00074685n;conditionnelle bn:00100214a;cle bn:04756252n;header bn:00043309n;null bn:15898583n;
69;1;Attributes;17;1;C18;
70;1;Objects;17;1;client bn:00019764n;donnée bn:00025314n;php bn:01753580n;code bn:00020354n;fois bn:00032768n;post bn:01500184n;text bn:14981519n;jour bn:00000086n;site bn:00047172n;class bn:03598962n;foreach bn:03463379n;bienvenue bn:00080852n;paris bn:00015540n;opérateurs bn:16281811n;cle bn:04756252n;classes bn:03608262n;mysqli bn:01438356n;
70;1;Attributes;17;1;C8;
71;0;Objects;115;0;page web bn:00080778n;navigateur bn:00013447n;serveur web bn:02705179n;fichier bn:00021475n;client bn:00019764n;base de donnée bn:00025333n;donnée bn:00025314n;php bn:01753580n;javascript bn:00055423n;code bn:00020354n;texte bn:00076732n;concerner bn:00083240v;commentaire bn:00020978n;délimiter bn:00086464v;gras bn:00011848n;fois bn:00032768n;lien hypertextes bn:00045513n;url bn:00079080n;case à cocher bn:03157691n;post bn:01500184n;nombre bn:00058285n;text bn:14981519n;sélectionner bn:00084931v;langage bn:00049910n;zones bn:00005513n;utilisateur bn:00079373n;affectation bn:02806034n;syntaxe bn:00062118n;case bn:04777941n;associer bn:00082868v;personne bn:00046516n;structure de contrôle bn:00047734n;définition bn:00025928n;méthode post bn:00045088n;fermeture bn:16858148n;passwd bn:14874750n;machine bn:00054050n;mysql bn:01225760n;salaire bn:15928884n;jour bn:00000086n;programmation bn:00021493n;site bn:00047172n;types bn:00016413n;session bn:03751534n;entités bn:00031027n;côté serveur bn:03816678n;langage de script bn:01431715n;internet bn:00024712n;avoir accès bn:00082209v;système bn:15125301n;valeur par défaut bn:03854990n;menu bn:00021485n;afficher bn:00087013v;nécessaire bn:00107182a;serveur bn:00044916n;class bn:03598962n;composer bn:14766022n;chaîne bn:00074685n;helvetica bn:00043646n;côté client bn:03163702n;list bn:04720346n;mode bn:00033729n;configuration bn:03088982n;xml bn:02771436n;web bn:00080772n;méthode bn:01641329n;bits bn:00010731n;conditionnelle bn:00100214a;foreach bn:03463379n;pouvoir bn:00084450v;mot bn:00081546n;information bn:00046705n;varchar bn:01838409n;timestamp bn:03603649n;easyphp bn:14837849n;casse bn:03225002n;sauvegarder bn:00093281v;insert bn:03795444n;impossible bn:00104687a;fonctionnalité bn:00036836n;couleurs bn:00020726n;bienvenue bn:00080852n;id bn:03885719n;paris bn:00015540n;france bn:00036202n;programmation web bn:03446093n;interpréter bn:00089840v;opérateurs bn:16281811n;pointeur bn:03222272n;cle bn:04756252n;classes bn:03608262n;header bn:00043309n;visiteur bn:03106425n;null bn:15898583n;echo bn:03626250n;positionnement bn:00030615n;exe bn:14503132n;rue bn:00074595n;thomas bn:00005240n;doctype bn:15839327n;file bn:00065682n;mysqli bn:01438356n;attribut bn:00007068n;moteur bn:00030850n;transaction bn:01403911n;valeur bn:00079508n;exception bn:00032118n;head bn:02338897n;wamp bn:01708928n;symfony bn:02798620n;inverse bn:00056301n;info bn:00046698n;realisateur bn:00027369n;généralité bn:00041249n;autre bn:00108013a;
71;0;Attributes;115;0;
