X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; CJA
programmation bn:00021493n ; 0.204918 ; 0.15 ; 0 ; 0.188976 ; 0.148148 ; 0.16 ; 0 ; 0 ; 0.164384 ; 0
site bn:00047172n ; 0.203252 ; 0.173913 ; 0.168831 ; 0.169231 ; 0.159574 ; 0 ; 0 ; 0 ; 0 ; 0.155689
france bn:00036202n ; 0 ; 0.00917431 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
langage de script bn:01431715n ; 0 ; 0.0357143 ; 0 ; 0 ; 0.0238095 ; 0.025974 ; 0 ; 0 ; 0 ; 0
interpréter bn:00089840v ; 0 ; 0 ; 0 ; 0 ; 0.0120482 ; 0 ; 0 ; 0.0338983 ; 0 ; 0
côté serveur bn:03816678n ; 0 ; 0 ; 0.0597015 ; 0 ; 0.0465116 ; 0.0506329 ; 0 ; 0 ; 0.064 ; 0
serveur bn:00044916n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0.0141844
côté client bn:03163702n ; 0 ; 0 ; 0.0307692 ; 0 ; 0.0238095 ; 0.025974 ; 0 ; 0 ; 0 ; 0
typage bn:00016413n ; 0 ; 0 ; 0.112676 ; 0 ; 0.0888889 ; 0.0963855 ; 0.202532 ; 0 ; 0 ; 0.103226
foreach bn:03463379n ; 0 ; 0.233533 ; 0.258427 ; 0.25641 ; 0.241706 ; 0.246231 ; 0 ; 0 ; 0.242775 ; 0.253968
pointeur bn:03222272n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0141844
list bn:04720346n ; 0 ; 0.0689655 ; 0.0597015 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.064 ; 0.0544218
casse bn:03225002n ; 0 ; 0 ; 0 ; 0 ; 0.00606061 ; 0 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0.170068 ; 0 ; 0.182482 ; 0.181347 ; 0.18232 ; 0.186916 ; 0.222222 ; 0.183007 ; 0
cle bn:04756252n ; 0 ; 0.0689655 ; 0.0597015 ; 0.0754717 ; 0 ; 0 ; 0 ; 0 ; 0.064 ; 0
mot bn:00081546n ; 0 ; 0.171429 ; 0.174194 ; 0.184615 ; 0.157895 ; 0.150838 ; 0 ; 0 ; 0 ; 0.167665
timestamp bn:03603649n ; 0 ; 0.0357143 ; 0 ; 0 ; 0.0238095 ; 0.025974 ; 0 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0.0597015 ; 0.0754717 ; 0.0465116 ; 0.0506329 ; 0 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0 ; 0 ; 0.0837989 ; 0.097561 ; 0 ; 0.191781 ; 0.105263 ; 0.0903226
opérateur bn:16281811n ; 0 ; 0 ; 0.00787402 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
classe bn:03608262n ; 0 ; 0 ; 0.0597015 ; 0 ; 0.0465116 ; 0.0506329 ; 0 ; 0 ; 0.064 ; 0
exceptions bn:00032118n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00714286
moteur bn:00030850n ; 0 ; 0 ; 0.0597015 ; 0 ; 0.0465116 ; 0.0506329 ; 0 ; 0 ; 0 ; 0.0544218
xml bn:02771436n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0.0597015 ; 0 ; 0 ; 0.0506329 ; 0 ; 0 ; 0.064 ; 0.0544218
echo bn:03626250n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00662252 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.025974 ; 0.0597015 ; 0 ; 0 ; 0.027972
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0.0120482 ; 0 ; 0 ; 0 ; 0.0168067 ; 0
affiche bn:00087013v ; 0 ; 0 ; 0.0597015 ; 0.0754717 ; 0 ; 0.0506329 ; 0 ; 0 ; 0 ; 0.0544218
configuration bn:03088982n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0168067 ; 0
insert bn:03795444n ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0 ; 0 ; 0.0655738 ; 0.0330579 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0.015625 ; 0 ; 0.0120482 ; 0 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0.025974 ; 0 ; 0 ; 0.0330579 ; 0
transaction bn:01403911n ; 0 ; 0 ; 0.0307692 ; 0 ; 0.0238095 ; 0 ; 0 ; 0 ; 0 ; 0.027972
valeur bn:00079508n ; 0 ; 0 ; 0.015625 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0141844
visiteur bn:03106425n ; 0 ; 0 ; 0.0307692 ; 0 ; 0 ; 0.025974 ; 0 ; 0.0655738 ; 0 ; 0
publique bn:00109211a ; 0 ; 0 ; 0.0597015 ; 0 ; 0.0465116 ; 0.0506329 ; 0 ; 0 ; 0.064 ; 0
composer bn:14766022n ; 0 ; 0 ; 0 ; 0.0392157 ; 0 ; 0.025974 ; 0 ; 0 ; 0 ; 0.027972
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0.0392157 ; 0 ; 0 ; 0 ; 0.0655738 ; 0.0330579 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00714286
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0.0120482 ; 0 ; 0 ; 0 ; 0.0168067 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0.0238095 ; 0 ; 0 ; 0 ; 0.0330579 ; 0.027972
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00662252 ; 0 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00662252 ; 0 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.0131579 ; 0 ; 0 ; 0.0168067 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00662252 ; 0 ; 0 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.00847458 ; 0
