X ; C1 ; C2 ; C3 ; C4 ; C5 ; C6 ; C7 ; C8 ; C9 ; CJA
casse bn:03225002n ; 0 ; 0.1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
méthode bn:01641329n ; 0 ; 0 ; 0.222222 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.333333
cle bn:04756252n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0
mot bn:00081546n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
timestamp bn:03603649n ; 0 ; 0 ; 0.222222 ; 0 ; 0 ; 0 ; 0.285714 ; 0 ; 0 ; 0
session bn:03751534n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0
chaîne bn:00074685n ; 0 ; 0 ; 0.222222 ; 0 ; 0 ; 0 ; 0.285714 ; 0 ; 0 ; 0
opérateur bn:16281811n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0
classe bn:03608262n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2
exceptions bn:00032118n ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
moteur bn:00030850n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
xml bn:02771436n ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0
entête bn:00043309n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0
echo bn:03626250n ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
files bn:00065682n ; 0 ; 0 ; 0.125 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
class bn:03598962n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0
affiche bn:00087013v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
configuration bn:03088982n ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0
insert bn:03795444n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0
varchar bn:01838409n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0
mise bn:00016287n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2
transaction bn:01403911n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
valeur bn:00079508n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0
visiteur bn:03106425n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.1 ; 0
publique bn:00109211a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.2
composer bn:14766022n ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0
doctype bn:15839327n ; 0 ; 0 ; 0 ; 0 ; 0.2 ; 0 ; 0 ; 0 ; 0 ; 0
positionnement bn:00030615n ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0
mysqli bn:01438356n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0
null bn:15898583n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0 ; 0 ; 0
généralité bn:00041249n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0
autre bn:00108013a ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0
avoir accès bn:00082209v ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.166667 ; 0 ; 0 ; 0
bienvenue bn:00080852n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0
paris bn:00015540n ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.142857 ; 0 ; 0
